specimen - institute;specimen - collection;specimen - code;mission - id;mission - originalID;specimen - family;specimen - genus;specimen - specific_epithet;unusable - cause;country - country;country - growned_plant;country - guessed;country - not_sure;country - no_info;region1 - region;region1 - guessed;region1 - not_sure;region1 - no_info;collect_date - collect_date;collect_date - not_sure;collect_date - no_info;region2 - region;region2 - guessed;region2 - not_sure;region2 - no_info;onecollector - collector;onecollector - not_sure;onecollector - no_info;collector - collector;collector - other_collectors;collector - not_sure;collector - no_info;collect_number - ;collect_number - no_info;identifier - identifier;identifier - not_sure;identifier - no_info;locality - locality;locality - not_sure;locality - no_info;geo - position;geo - description;geo - not_sure;geo - no_info;scientific_name - same_as_label;scientific_name - scientific_name;scientific_name - not_in_list;scientific_name - family;scientific_name - genus;scientific_name - epiteth;owner - question_1;owner - no_info
B;Herbarium Berolinense;B 10 1027433;5;6784786;Cupressaceae;Juniperus;virginiana;"""Zu viele Belege""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1027432;5;6784786;Cupressaceae;Juniperus;virginiana;;Deutschland;;;;False;Rheinland-Pfalz;;;False;08/04/1869 - 08/04/1869;False;False;;;;;;;True;;;;;;True;;;True;Vogelgesang b. Neustadt;;False;;;;True;;;;;;;;
B;Herbarium Berolinense;B 10 1027431;5;6784786;Cupressaceae;Juniperus;virginiana;;Deutschland;False;;;;Brandenburg;;;;01/01/1846 - 31/12/1846;False;False;;;;;Schäde;;;;;;;;True;;;True;Kunersdorf;;False;52.6747 , 14.1584;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1027415;5;6784786;Cupressaceae;Juniperus;virginiana;;Deutschland;True;;;;Brandenburg;;;False;30/04/1957 - 30/04/1957;;;;;;;Schmattorsch;;;;;;;;True;W. Lemke;;False;Dahm[e]: Schloßpark;False;;51.87241068461067 , 13.431901931762697;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1027407;5;6784786;Cupressaceae;Juniperus;virginiana;;Polen;True;;;False;Lubuskie;;;False;01/05/1864 - 01/05/1864;;;;;;;Golenz;;;;;;;;True;;;True;Muschten (Brandenburg) [Myszęcin]: Gepflanzt;;False;52.28349217302805 , 15.646247863769533;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1027477;5;6784786;Cupressaceae;Juniperus;virginiana;;Vereinigte Staaten von Amerika;;;;False;Missouri;;;False;09/09/1918 - 09/09/1918;;;;;;;E. J. Palmer;;;;;;;14348;;;;True;Branson, Taney County. Open limestone hills;False;;36.64037659694955 , -93.22596788406373;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1026654;5;6784786;Cupressaceae;Juniperus;excelsa;;Türkei;False;;;;Amasya;;;;11/04/1889 - 11/04/1889;False;False;;;;;J. Bornmüller;;;;;;;901;;;;True;Amasia : praesertim in regione montana et ad regionem alpinam usque copiose.;;False;40.66156313424545 , 35.822145236286346;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1026586;5;6784786;Cupressaceae;Juniperus;excelsa;;Pakistan;;;;False;Gilgit-Baltistan;;;False;20/06/1994 - 20/06/1994;;;;;;;Nüsser;;;;;;;1159;;H. Ern;;;Northern Areas, Sommersiedlung Martal, buschbestandene Artemisia-Steppe 2920 m, Exposition 150, Neigung 15;;False;35.419521 , 74.0962929;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1026582;5;6784786;Cupressaceae;Juniperus;excelsa;;Pakistan;False;;;;Gilgit-Baltistan;;;;02/08/1993 - 02/08/1993;False;False;;;;;Nüsser;;False;;;;;240;False;H. Ern;;False;Nothern Areas, Mushkin Forest, Weg Mushkin Rest House - Turbaling Steppenwald, 2700 m, Exposition 40, Neigung 25;False;;35.467222222222226 , 73.83583333333333;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1026602;5;6784786;Cupressaceae;Juniperus;excelsa subsp. polycarpos;;Afghanistan;;;;False;Baghlan;;;False;30/06/1965 - 30/06/1965;;;;;;;K. H. Rechinger;;;;;;;31596;;H. Riedl;;;NE-Afghanistan: In declivibus borealibus jugi Salang, 3300-2700 m;;False;35.353548617438456 , 69.00886058807374;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1026628;5;6784786;Cupressaceae;Juniperus;foetidissima;;Griechenland;;;;False;Ioannina(Νομός Ιωαννίνων);;;False;21/08/1986 - 21/08/1986;;;;;;;K. I. Christensen & K. Bruhn Møller;;;;;;;275;;;;True;"Nom. Ioannina; Mt. Timfi, along foot path from Papingon to Katafigion.  Alt. 1000-1325 m.  Substrate: calcareous.";;False;39.97291055131899 , 20.743914842605594;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1026825;5;6784786;Cupressaceae;Juniperus;oxycedrus subsp. oxycedrus;;Mazedonien;;;;False;Prilep(Прилеп);;;False;25/08/1981 - 25/08/1981;;;;;;;A. Andersson & R. Franzén;;;;;;;853;;;;True;Just N of the Pletvar Pass (995 m), c. 8 km ENE of Prilep. Rocky places om a S-facing slope. 1025-1125 m. Limestone and some schist.;;False;41.374618741188485 , 21.654481887817386;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1026823;5;6784786;Cupressaceae;Juniperus;oxycedrus subsp. oxycedrus;;Griechenland;;;;False;Thessaloniki(Νομός Θεσσαλονίκης);;;False;28/06/1989 - 28/06/1989;;;;;;;V. Karagiannikidou;;;;;;;;True;;;True;Nomos & Eparchia Thessalonikis: N side of Mt. Chortiatis near Ajios Ioannis, between the boy scouts’ camping place and the television station. Clearing with abundant Pteridium aquilinum in Castanea forest 700 m a.s.l.;;False;40.59583333333334 , 23.111111111111114;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1026811;5;6784786;Cupressaceae;Juniperus;oxycedrus;;Griechenland;;;;False;Kozani(Νομός Κοζάνης);;;False;19/07/1989 - 19/07/1989;;;;;;;D. Höner, S. Potthoff;;;;;;;"Höner: 1503; Potthoff: 1124";;;;True;"Nomos u. Eparchie Kozani. Vouririos-Gebirge; Sattel am östlichen Ausgang des Tals Mesianou Nero, ca 10 km SW des Dorfes Chromio, beweidete Wiesen, Waldrand über Serpentinsubstrat. 1270-1360m";;False;40.18090618832147 , 21.69130325317383;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1026852;5;6784786;Cupressaceae;Juniperus;oxycedrus;;Kroatien;;;;False;Splitsko-Dalmatinska;;;False;;;True;;;;;Petter;;;;;;;;True;;;True;Spalato;;False;43.5116383 , 16.4399659;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1026838;5;6784786;Cupressaceae;Juniperus;oxycedrus;;Frankreich;False;;;;Languedoc-Roussillon;;;;;;True;;;;;;;True;;;;;;True;;;True;Beziers;False;;43.3426562 , 3.2131307;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1026840;5;6784786;Cupressaceae;Juniperus;oxycedrus;;Frankreich;False;;;;Provence-Alpes-Côte-d'Azur;;;;01/10/1860 - 31/10/1860;False;False;;;;;Huet;;False;;;;;;True;;;True;Mt Coudon, près Toulon;False;;43.1609176 , 6.0078511;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1026837;5;6784786;Cupressaceae;Juniperus;oxycedrus;;Frankreich;False;;;;Provence-Alpes-Côte-d'Azur;;;;;;True;;;;;;;True;;;;;;True;;;True;Avignon;False;;43.94611396680088 , 4.8085784912109375;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1026834;5;6784786;Cupressaceae;Juniperus;oxycedrus;;Frankreich;False;;;;Aquitaine;;;False;13/06/1956 - 13/06/1956;False;False;;;;;Kurt Faber;;;;;;;;True;;;True;Bergerac (Dordogne);;False;44.8534568 , 0.487531;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1026881;5;6784786;Cupressaceae;Juniperus;oxycedrus;"""Zu viele Belege""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1026878;5;6784786;Cupressaceae;Juniperus;oxycedrus;;Türkei;;;;False;Ankara;;;False;09/01/1955 - 09/01/1955;;;;;;;H. u. E. Walter;;;;;;;3492;;E. Walter;;;Hacikadin deresi bei Ankara, am felsigen Talhang stellenweise;False;;40.016333333333336 , 32.879194444444444;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1026879;5;6784786;Cupressaceae;Juniperus;oxycedrus;;Türkei;False;;;;Muğla;;;;16/07/1938 - 16/07/1938;False;False;;;;;O. Schwarz;;False;;;;;143;False;;;True;SW.-Kleinasien: Distr. Köycegis prov. Mugla. Sandrasdag in cacumine Kara kayn, ca. 2500 m s. m.;False;;37.082023438186766 , 28.837308883666992;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1026870;5;6784786;Cupressaceae;Juniperus;oxycedrus;;Türkei;False;;;;Adana;;;;;;True;;;;;Bernhard;;False;;;;;;True;;;True;Kure-dagh (Cilic.);False;;41.74032173399619 , 32.78818130493165;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 0427608;5;6784786;Cupressaceae;Juniperus;sp.;;Türkei;False;;;;Aydın;;;;21/09/1995 - 21/09/1995;False;False;;;;;A. Jagel;;False;;;;;480;False;;;True;"Priene ""Macchie"" westl.";False;;37.65864944511687 , 27.29334354400635;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 0651033;5;6784786;Cupressaceae;Juniperus;sp.;;Türkei;False;;;;Gümüşhane;;;;24/06/2001 - 24/06/2001;False;False;;;;;A. Herrero & al.;;False;;;;;AH 1374;False;;;True;carretera que va hacia Siran (n.° 29-50) y que parte de la carretera de Torul a Gümushane (n.°877) , c. 2 Km, 1040 m, roquedos y rellanos con derrubios, traquitas.;False;;40.51896087471239 , 39.35783901225723;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 0651032;5;6784786;Cupressaceae;Juniperus;sp.;;Türkei;;;;False;Erzincan;;;False;02/07/2001 - 02/07/2001;;;;;;;J. Aldasoro, C. Aedo, F. Muñoz, I. Aizpuru, J. Güemes, E. Rico, V. Valcarcel;;;;;;;2640;;;;True;Sakaltutan Geçidi, Erzincam, 2100 m, matorral bajo de montaña;;False;39.86666666666667 , 39.11666666666667;;;;;;;;;;;
B;Herbarium Berolinense;B 10 0604400;5;6784786;Cupressaceae;Juniperus;sp.;;Frankreich;False;;;;Languedoc-Roussillon;;;;20/05/2002 - 20/05/2002;False;False;;;;;R. Böcker;;False;;;;;F. 704;False;;;True;Blauzac, Wald Ost;False;;43.963013174119894 , 4.373159408569337;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1027508;5;6784786;Cupressaceae;Juniperus;sp.;;Deutschland;True;;;;Sachsen-Anhalt;;;;30/08/1954 - 30/08/1954;False;False;;;;;Joachim Dähnn;;False;;;;;280;False;;;True;Regierungsbezirk Magdeburg, Kreis Wernigerode, Schloßgarten zu Wernigerode;False;;51.834014029298814 , 10.797522068023682;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1027507;5;6784786;Cupressaceae;Juniperus;sp.;;Kosovo;False;;;;;;;True;12/06/1967 - 12/06/1967;False;False;;;;;W. Vent;;False;;;;;;True;W. Vent;;False;Makedonien: Gubavac bei Peć.;False;;42.64972222222222 , 20.262777777777778;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1027505;5;6784786;Cupressaceae;Juniperus;sp.;;;False;;;True;;;;True;01/01/1907 - 31/12/1907;False;False;;;;;C. K. Schneider;;False;;;;;973;False;;;True;Iter balcanicum;False;;;;;True;;;;;;;;
B;Herbarium Berolinense;B 10 0589172;5;6784786;Pinaceae;Abies;concolor;;Vereinigte Staaten von Amerika;False;;;;California;;;;24/05/1958 - 24/05/1958;False;False;;;;;John Thomas Howell;;False;;;;;33252;False;;;True;Whitney Portal, 8300 ft,. Inyo County.;False;;36.586111111111116 , -118.24138888888889;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1062659;5;6784786;Pinaceae;Abies;concolor;;Vereinigte Staaten von Amerika;False;;;;New Mexico;;;False;15/10/1926 - 15/10/1926;False;False;;;;;[Frère] Arsène;;False;;;;;17948;;;;True;Las Vegas 2250 m;;False;35.5939325 , -105.2238969;;;;;;;;;;;
B;Herbarium Berolinense;B 10 0574062;5;6784786;Pinaceae;Abies;gracilis;;Russland;;;;False;Kamchatka krai(Камчатский край);;;False;29/08/2002 - 29/08/2002;;;;;;;R.Böcker;;;;;;;RUS 24;;;;True;Ca. 10m ü. NN Reservat (gestürzter Baum);;False;54.1336 , 159.9494;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1062725;5;6784786;Pinaceae;Abies;homolepis;;Deutschland;True;;;;Berlin;;;;21/08/1992 - 21/08/1992;False;False;;;;;Cubr;;False;;;;;30185;False;;;True;"Kultiviert im Botanischen Garten Berlin-Dahlem, Revier: Arboretum; 28-Pin-207";False;;52.45276 , 13.304228;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 0541907;5;6784786;Pinaceae;Abies;lasiocarpa;;Vereinigte Staaten von Amerika;;;;False;New Mexico;;;False;04/09/1968 - 04/09/1968;;;;;;;W. Hess;;;;;;;2386;;;;True;Catron Co. Mogollon Mts. in Gila Natn'l forest. 15 mi. n. of Mogollon in the Indian Cr. drainage system. Tree, over 80 ft. tall with b.d.h. 4 ft. Elev. 8700 ft.;;False;33.67992549105711 , -108.64997863769533;;;;;;;;;;;
B;Herbarium Berolinense;B 10 0469579;5;6784786;Cupressaceae;Juniperus;sp.;;Marokko;False;;;;Ouarzazate;;;;26/08/1992 - 26/08/1992;False;False;;;;;W. Kreisch;;False;;;;;92/0678;False;;;True;Hoher Atlas, Westteil, Pays Glaoua, südl. Tizi-n-Tichka, Fahrt Marrakesh-Ouarzarzate (31), Ru[h]schutt, Feinerde und Blöcke, Pinus-Juniperus Wald (medit.), alt. 1500 m.;False;;31.11056368883887 , -7.306594848632813;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1027443;5;6784786;Cupressaceae;Juniperus;virginiana;;Tschechien;False;;;;Jihomoravský kraj;;;;19/08/1927 - 19/08/1927;False;False;;;;;H. V. Berg;;False;;;;;IC. Fa1;False;;;True;"Südmähren. Nahe dem ""Grenzschlösschen"" am Bischofwarterteich b. Eisgrub [Lednice]. 167 m, auf Neogen.";False;;48.7810517740376 , 16.75801277160645;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1027442;5;6784786;Cupressaceae;Juniperus;virginiana;;Deutschland;True;;;;Sachsen;;;;01/01/1879 - 31/12/1879;False;False;;;;;J. Bornmüller;;False;;;;;;True;;;True;Leipzig: Friedhof von St. Thekla;False;;51.378511000119154 , 12.43757486343384;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1027437;5;6784786;Cupressaceae;Juniperus;virginiana;;Deutschland;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1027430;5;6784786;Cupressaceae;Juniperus;virginiana;;;False;;;True;;;;True;01/01/1853 - 31/12/1853;;;;;;;Opiz;;;;;;;;True;;;True;;;True;;;;True;;;;;;;;
B;Herbarium Berolinense;B 10 0509585;5;6784786;Cupressaceae;Juniperus;virginiana;;Deutschland;True;;;;Berlin;;;;01/05/1866 - 31/05/1866;False;False;;;;;;;True;;;;;;True;;;True;Berlin, beim Grabe Al. v. Humboldts zu Tegel;False;;52.59498652178196 , 13.268877267837526;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1027414;5;6784786;Cupressaceae;Juniperus;virginiana;;Deutschland;True;;;False;Brandenburg;;;False;26/06/1890 - 26/06/1890;;;;;;;G. Heiland;;;;;;;;True;;;True;Boitzenburg: Park, cals, Lychen: Wuppgarten. cals;True;False;53.1877602 , 13.3555334;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1027405;5;6784786;Cupressaceae;Juniperus;virginiana;;Deutschland;True;;;;Berlin;;;;07/10/1946 - 07/10/1946;False;False;;;;;Harry Herold;;False;;;;;76a;False;;;True;In Kultur in einem Vorgarten in Lichterfelde-Ost (Frauenstraße.);False;;52.428273705124866 , 13.321748971939089;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1027486;5;6784786;Cupressaceae;Juniperus;virginiana;;Vereinigte Staaten von Amerika;False;;;;Arkansas;;;;12/10/1937 - 12/10/1937;False;False;;;;;E. J. Palmer;;False;;;;;44144;False;;;True;Near Saratoga, Howard County;False;;33.751748 , -93.9027961;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1027485;5;6784786;Cupressaceae;Juniperus;virginiana;;Vereinigte Staaten von Amerika;False;;;;Maine;;;;29/08/1921 - 29/08/1921;;False;;;;;J. R. Churchill;;False;;;;;;True;;;True;Monhegan Island, Lincoln County. Opposite the March.;False;;43.76373942522054 , -69.31848048989195;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1027475;5;6784786;Cupressaceae;Juniperus;virginiana;;Vereinigte Staaten von Amerika;False;;;;Texas;;;;26/04/1918 - 26/04/1918;False;False;;;;;E. J. Palmer;;False;;;;;13468;False;;;True;Bryan, Brazos County. Low woods, alluvial river banks.;False;;30.6743643 , -96.3699632;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1027492;5;6784786;Cupressaceae;Juniperus;wallichiana;;Indien;False;;;;Himachal Pradesh;;;;01/09/1897 - 30/09/1897;False;False;;;;;J. H. Lace;;False;;;;;1774;False;;;True;North-western Himalayas. Kukti [Kugti] Pass;False;;32.528882293339805 , 76.82581902248786;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 0480079;5;6784786;Cupressaceae;Juniperus;pseudosabina;;Kasachstan;False;;;;Almaty region(Алматинская область);;;;18/08/1985 - 18/08/1985;False;False;;;;;A. G. Kuklina;;False;;;;;;True;A. G. Kuklina;;False;Kazakhstan, Taldy-Kurgan [Taldyqorghan] Prov., Gvardeiski Distr., Toksanbai Range, E exposed slope, shrubs in subalpine belt.;False;;44.781786361007434 , 79.73945617675783;;;;;;;;;;;
B;Herbarium Berolinense;B 10 0467122;5;6784786;Cupressaceae;Juniperus;przewalskii;;China;;;;False;Sichuan(四川);;;False;05/08/2007 - 05/08/2007;;;;;;;D. E. Boufford, K. Fujikawa, S. L. Kelley, R. H. Ree, B. Xu, D. C. Zhang, J. W. Zhang, T. C. Zhang, W. D. Zhu;;;;;;;39035;;R. P. Adams;;False;NW of the city of Rangtang (Zamtang) on road toward Sêrtar Xian along the Du-ke He (Du-ke River) 3050-3100 m.;;False;32.48833 , 100.76472;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1027185;5;6784786;Cupressaceae;Juniperus;sabina;;Frankreich;False;;;;Alsace;;;;23/04/1911 - 23/04/1911;False;False;;;;;Ernst H. L. Krause;;False;;;;;31243 bis;False;;;True;Zwei alte weitausgebreitete Explre auf alten Steinwällen verlassenen Reblandes b. Dorlisheim;False;;48.5246813 , 7.4862698;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1027183;5;6784786;Cupressaceae;Juniperus;sabina;"""Kein Etikett""";;;;;True;;;;True;;;True;;;;;;;True;;;;;;;;;;;;;;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1027200;5;6784786;Cupressaceae;Juniperus;sabina;;;False;;;True;;;;True;;;True;;;;;Ledebour;;False;;;;;;True;;;True;Altai;False;;;;;True;;;;;;;;
B;Herbarium Berolinense;B 10 1027221;5;6784786;Cupressaceae;Juniperus;sabina;;Schweiz;;;;False;Wallis(Valais);;;False;14/08/1873 - 14/08/1873;;;;;;;K. Spiess;;;;;;;;True;;;True;Hügel bei Varone [Varonne, Varen];;False;46.31830330235096 , 7.610821723937989;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1027220;5;6784786;Cupressaceae;Juniperus;sabina;;Schweiz;;;;False;Wallis(Valais);;;False;01/08/1893 - 06/08/1893;;;;;;;Winter;;;;;;;;True;;;True;Nicolaithal, Zmuttthal > gemein.;;False;46.00453363765635 , 7.723388671875001;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1027218;5;6784786;Cupressaceae;Juniperus;sabina;;Italien;;;;False;Valle d'Aosta;;;False;03/08/1968 - 03/08/1968;;;;;;;T. Eckardt;;;;;;;1029;;;;True;Val de Cogne;;False;45.6087425 , 7.3560226;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1027217;5;6784786;Cupressaceae;Juniperus;sabina;;Schweiz;;;;False;Graubünden(Grisons);;;False;01/04/1968 - 10/07/1968;;;;;;;Walter Sadé;;;;;;;;True;;;True;Graubünden, Puschlav bei San Romerio;;False;46.282605654880044 , 10.11647701263428;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1027214;5;6784786;Cupressaceae;Juniperus;sabina;;Schweiz;False;;;;Wallis(Valais);;;;01/08/1837 - 31/08/1837;False;False;;;;;;;True;;;;;;True;;;True;Schweiz. Wallis;False;;;;;True;;;;;;;;
B;Herbarium Berolinense;B 10 1027244;5;6784786;Cupressaceae;Juniperus;sabina;;Österreich;;;;False;Niederösterreich;;;False;13/05/1928 - 13/05/1928;;;;;;;H. v. Berg;;;;;;;;True;;;True;Waldviertel. Oberndorf am Jauerling, 880 m, auf Urgestein;;False;48.33685369807936 , 15.347900390625002;;;;;;;;;;;
B;Herbarium Berolinense;B 10 0011850;5;6784786;Cupressaceae;Juniperus;communis subsp. hemisphaerica;;Spanien;False;;;;Soria;;;;07/09/1980 - 07/09/1980;False;False;;;;;Zaballos;;False;;;;;321;;;;True;Magaña: La Atalayuela, cerca de Pobar, 1220 m.;;False;41.89021020979105 , -2.2345269211583134;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1026422;5;6784786;Cupressaceae;Juniperus;communis subsp. hemisphaerica;;Spanien;False;;;;Granada;;;;21/06/1988 - 21/06/1988;False;False;;;;;B. Valdés, S. Talavera, G. Alziar, D. Jeanmonod, N;;False;;;;;Rec.It1452/88;False;B. Valdés;;False;Loc. Sierra de Baza: Santa Bárbara Prov. Granada Altim. 2000-2200, Hab. Dolomitic and calcareous soils;False;;37.37888785004527 , -2.844600677490235;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1026520;5;6784786;Cupressaceae;Juniperus;excelsa;;Mazedonien;False;;;;Saraj(Сарај);;;False;28/05/1968 - 28/05/1968;False;False;;;;;M. Bäßler und I. Quasdorf;;False;;;;;986;False;;;True;Treska-Schlucht bei Skopje.;False;;41.952222 , 21.298889;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1026509;5;6784786;Cupressaceae;Juniperus;excelsa;;Georgien;;;;False;Tbilisi;;;False;22/11/1901 - 22/11/1901;;;;;;;S. Medwiedew;;False;;;;;;True;S. Medwiedew;;;Prope Mzehet prov. Tiflis, Transcaucasia;False;;41.846 , 44.719;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1026504;5;6784786;Cupressaceae;Juniperus;excelsa;;Ukraine;False;;;;Autonomous Republic of Crimea(Автономна Республіка Крим);;;;01/07/1895 - 31/07/1895;False;False;;;;;A. Callier;;False;;;;;;True;;;True;"Tauria[Krim], In declivibus montis ""Sokoll"" prope ""Sudak""";False;;44.83405212263611 , 34.926095008850105;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1026505;5;6784786;Cupressaceae;Juniperus;excelsa;;Ukraine;False;;;;Autonomous Republic of Crimea(Автономна Республіка Крим);;;;01/07/1895 - 31/07/1895;False;False;;;;;A. Callier;;False;;;;;;True;;;True;"Rossia. Tauria [Krim]. In declivibus montis ""Sokoll"" prope ""Sudak"".";False;;44.84890235439701 , 34.926309585571296;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1026535;5;6784786;Cupressaceae;Juniperus;excelsa;;Griechenland;;;;False;Kavala(Νομός Καβάλας);;;False;27/04/1961 - 27/04/1961;;;;;;;K. H. Rechinger;;;;;;;22268;;;;True;Graecia (Thracia occidentalis): Derbend, c. 10 km N Alexandrupolis, in saxosis calc.;;False;40.954492756949215 , 25.889282226562504;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1026564;5;6784786;Cupressaceae;Juniperus;excelsa;;Türkei;;;;False;Konya;;;False;01/06/1899 - 30/06/1899;;;;;;;J. Bornmüller;;;;;;;6561;;J. Bornmüller;;;Phrygia: Akscheher (Wilajet Konia), in regione alpina montis Sultandagh, in jugis supra Yanan. 16-1800 m. s. m.;;False;38.519748368424736 , 31.117680072784427;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1027794;5;6784786;Cupressaceae;Thujopsis;dolabrata;;Deutschland;True;;;;Thüringen;;;;01/01/1885 - 31/12/1885;False;False;;;;;Ernst Zimmermann;;False;;;;;;True;;;True;Ex horto botanico Jenense (Calidarium). Heimat Sibirien, Japan.;False;;50.930391666666665 , 11.58538888888889;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1027792;5;6784786;Cupressaceae;Thujopsis;dolabrata;;Italien;True;;;;Varese;;;;03/05/1901 - 03/05/1901;False;False;;;;;C. Baenitz;;False;;;;;;True;;;True;In einem Garten bei Laveno am Lago Maggiore, 200 m. Heimisch in Japan.;False;;45.91294722222222 , 8.61608611111111;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1027790;5;6784786;Cupressaceae;Thujopsis;dolabrata;;;;;;True;;;;True;;;True;;;;;;;True;;;;;;True;A. Farjon;;;;;True;;;;True;;;;;;;;
B;Herbarium Berolinense;B 10 1027786;5;6784786;Cupressaceae;Thujopsis;dolabrata;;;True;;;True;;;;True;29/09/1945 - 29/09/1945;;;;;;;;;True;;;;;;True;A. Farjon;;;;;True;;;;True;;;;;;;;
B;Herbarium Berolinense;B 10 1027809;5;6784786;Cupressaceae;Thujopsis;dolabrata;;Japan;False;;;;;;;True;;;True;;;;;;;True;;;;;;True;;;True;Japonia.;False;;;;;True;;;;;;;;
B;Herbarium Berolinense;B 10 1027829;5;6784786;Cupressaceae;Widdringtonia;nodiflora;;Südafrika;False;;;;Limpopo;;;;28/07/1973 - 28/07/1973;False;False;;;;;L. E. Davidson;;False;;;;;68852;False;L. E. Davidson;;False;Transvaal, Bochum District, Blouberg Nature Reserve.;False;;-23.01792222222222 , 29.069266666666667;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1027843;5;6784786;Cupressaceae;Widdringtonia;schwarzii;;Südafrika;False;;;;Western Cape;;;;11/11/1913 - 13/11/1913;False;False;;;;;A. Peter;;False;;;;;50694;False;A. Farjon;;False;Kapland, Urwald von Deep Wall [Diepwalle] bei Knysna;False;;-33.948898400000004 , 23.15686668940281;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1027842;5;6784786;Cupressaceae;Widdringtonia;schwarzii;;Südafrika;True;;;False;Western Cape;;;False;10/11/1913 - 10/11/1913;;;;;;;A. Peter;;;;;;;50610;;A. Farjon;;False;Knysna, cult.;;False;-34.035734 , 23.048485;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1026817;5;6784786;Cupressaceae;Juniperus;oxycedrus;;Griechenland;;;;False;Kozani(Νομός Κοζάνης);;;False;26/05/1988 - 26/05/1988;;;;;;;S. Potthoff & D. Höner;;;;;;;Potthoff: 450, Höner: 829;;;;True;"Eparchie Grevena, Mt. Vourinos, N Seite des Nebengipfels ""Paliomonastiro 1"" anstehendes Se[r]pentingestein; 1400 m";;False;40.192708769062286 , 21.651349067687992;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1026814;5;6784786;Cupressaceae;Juniperus;oxycedrus;;Griechenland;;;;False;Pella(Νομός Πέλλας);;;False;16/08/1990 - 16/08/1990;;;;;;;B. Pirker mit E. Royl & A. Fleischer;;;;;;;18;;W. Greuter;;;Eparchia Edessis. Hügel zwischen Edessa und Sotira. 580-620 m. Macchia, Lehm auf Silikat mit Kalkeinlagerungen.;;False;40.81805555555556 , 22.05138888888889;;;;;;;;;;;
