specimen - institute;specimen - collection;specimen - code;mission - id;mission - originalID;specimen - family;specimen - genus;specimen - specific_epithet;unusable - cause;country - country;country - growned_plant;country - guessed;country - not_sure;country - no_info;region1 - region;region1 - guessed;region1 - not_sure;region1 - no_info;collect_date - collect_date;collect_date - not_sure;collect_date - no_info;onecollector - collector;onecollector - not_sure;onecollector - no_info;collect_number - ;collect_number - no_info;identifier - identifier;identifier - not_sure;identifier - no_info;owner - question_1;owner - no_info;locality - locality;locality - not_sure;locality - no_info;geo - position;geo - radius;geo - description;geo - not_sure;geo - no_info
B;Herbarium Berolinense;B101066300;8;8746725;TAXACEAE;Taxus;baccata var. adpressa;;Deutschland;True;;;;Berlin;;;;;;True;Lindblad;;False;;True;;;True;;True;Hor[tus]. Berol[inensis].;True;;52.49075123121249 , 13.35740089416504;;;;False
B;Herbarium Berolinense;B101066301;8;8746725;TAXACEAE;Taxus;baccata var. adpressa;;;False;;;True;;;;True;;;True;;;True;;True;;;True;Karl Koch;False;;;True;;;;;True
B;Herbarium Berolinense;B101066302;8;8746725;TAXACEAE;Taxus;baccata var. adpressa;;Polen;True;;;False;Dolnośląskie;;;False;24/07/1900 - 04/10/1900;;;C. Baenitz;;;;True;;;True;C. Baenitz;;"Breslau; Scheitniger Park. 120 m.";;False;51.11497545 , 17.082114490482354;;;;
B;Herbarium Berolinense;B101066303;8;8746725;TAXACEAE;Taxus;baccata var. adpressa;;Polen;True;;;;Opolskie;;;False;15/05/1900 - 15/05/1900;False;False;C. Baenitz;;False;;True;;;True;C. Baenitz;False;"Proskau bei Oppeln; Königl. Pomologisches Institut. 180 m. Heimisch in Japan.";False;;50.57522461569038 , 17.87561416625977;;;;False
B;Herbarium Berolinense;B101066304;8;8746725;TAXACEAE;Taxus;baccata var. adpressa;;Deutschland;True;;;False;Berlin;;;False;30/09/1928 - 30/09/1928;;;;;True;2;;;;True;;True;h. cult. [Wildherkunft: Japan];;False;;;;;True
B;Herbarium Berolinense;B101066305;8;8746725;TAXACEAE;Taxus;baccata var. adpressa;;Deutschland;True;;;False;Baden-Württemberg;;;False;26/10/1859 - 26/10/1859;;;;;True;;True;R. Pilger;;;G. v. Martens;;Stuttgart. Roths Garten bei der Reinsburg. aus Japan.;;False;48.77583333333333 , 9.1725;;;;
B;Herbarium Berolinense;B101066306;8;8746725;TAXACEAE;Taxus;baccata var. adpressa;;Deutschland;True;;;False;Berlin;;;False;01/07/1869 - 31/07/1869;;;;;True;;True;R. Pilger;;;;True;Hort Berol;;False;;;;;True
B;Herbarium Berolinense;B101066307;8;8746725;TAXACEAE;TAXACEAE;sp.;;Polen;True;;;False;Dolnośląskie;;;False;06/04/1901 - 07/06/1901;;;C. Baenitz;;;;True;;;True;C. Baenitz,Bothe;;"Breslau; Scheitniger Park. 120 m.";;False;51.11497545 , 17.082114490482354;;;;
B;Herbarium Berolinense;B101066308;8;8746725;TAXACEAE;TAXACEAE;sp.;;Deutschland;True;;;False;Nordrhein-Westfalen;;;False;15/04/1870 - 15/04/1870;;;Utsch;;;;True;;;True;;True;Freudenberg, cult.;;False;50.8983662 , 7.8773745;;;;
B;Herbarium Berolinense;B101066309;8;8746725;TAXACEAE;TAXACEAE;sp.;;Deutschland;True;;;;Nordrhein-Westfalen;;;;05/04/1870 - 05/04/1870;False;False;Utsch;;False;;True;;;True;;True;Freudenberg;False;;50.898366 , 7.877375;;;;False
B;Herbarium Berolinense;B101066310;8;8746725;TAXACEAE;TAXACEAE;sp.;;;;;;True;;;;True;;;True;;;True;;True;;;True;Karl Koch;;;;True;;;;;True
B;Herbarium Berolinense;B101066311;8;8746725;TAXACEAE;Taxus;baccata var. cuspidata;;Deutschland;True;;;;Berlin;;;;08/10/1946 - 08/10/1946;False;False;Harry Herold;;False;68;;;;True;H. Herold;False;Bez. Charlottenburg: Luisenfriedhof in Westend;False;;52.515738999999996 , 13.282858516798601;;;;False
B;Herbarium Berolinense;B101066312;8;8746725;TAXACEAE;TAXACEAE;sp.;;Polen;False;;;;Opolskie;;;;16/05/1900 - 16/05/1900;False;False;C. Baenitz;;False;;True;;;True;C. Baenitz;False;"Proskau [Prószków] bei Oppeln; Königl. Pomologisches Institut.";False;;50.592623898695315 , 17.881708145141605;;;;False
B;Herbarium Berolinense;B101066313;8;8746725;TAXACEAE;Taxus;baccata f. elegantissima;;Polen;False;;;;Dolnośląskie;;;;11/06/1901 - 11/06/1901;False;False;C. Baenitz;;False;;True;;;True;C. Baenitz,Bothe;False;"Breslau; Scheitniger Park. 120 m.";False;;51.11471677253525 , 17.080178260803226;;;;False
B;Herbarium Berolinense;B101066314;8;8746725;TAXACEAE;TAXACEAE;sp.;;Polen;True;;;;Dolnośląskie;;;;02/07/1901 - 02/07/1901;False;False;C. Baenitz;;False;;True;;;True;C. Baenitz,Bothe;False;"Breslau; Scheitniger Park. - 120 m.";False;;51.11497545 , 17.082114490482354;;;;False
B;Herbarium Berolinense;B101066315;8;8746725;TAXACEAE;Taxus;baccata var. erecta;;Deutschland;True;;;;Brandenburg;;;;01/01/1881 - 31/12/1881;False;False;J. Bornmüller;;False;;True;;;True;J. Bornmüller;False;Potsdam;False;;52.4009309 , 13.0591397;;;;False
B;Herbarium Berolinense;B101066316;8;8746725;TAXACEAE;Taxus;baccata var. erecta;;Polen;False;;;;Dolnośląskie;;;;27/08/1903 - 27/08/1903;False;False;C. Baenitz;;False;;True;;;True;C. Baenitz,Bothe;False;"Breslau; Scheitniger Park. 120 m.";False;;51.114769305315974 , 17.08010315895081;;;;False
B;Herbarium Berolinense;B101066317;8;8746725;TAXACEAE;Taxus;baccata f. ericoides;;Deutschland;True;;;;Mecklenburg-Vorpommern;;;;21/05/1878 - 21/05/1878;False;False;G. Karsten;;False;;True;;;True;Ernst H. L. Krause;;Rostock. Garten an der Friedrich-Franz-Straße;False;;54.08521796984635 , 12.134034633636475;;;;False
B;Herbarium Berolinense;B101066318;8;8746725;TAXACEAE;TAXACEAE;sp.;;Polen;True;;;;Dolnośląskie;;;;10/08/1903 - 10/08/1903;False;False;C. Baenitz;;False;;True;;;True;C. Baenitz,Bothe;;"Breslau; Scheitniger Park. 120 m. Heimisch in Irland.";;False;51.11497545 , 17.082114490482354;;;;False
B;Herbarium Berolinense;B101066319;8;8746725;TAXACEAE;TAXACEAE;sp.;;Polen;True;;;False;Wielkopolskie;;;;01/09/1905 - 30/09/1905;False;False;Bothe;;False;;True;;;True;Bothe;False;Schönlanke [Trzcianka]: Oberförsterei!;;False;53.041216 , 16.449795;;;;
B;Herbarium Berolinense;B101066320;8;8746725;TAXACEAE;TAXACEAE;sp.;;Italien;True;;;False;Lombardia;;;False;18/05/1901 - 18/05/1901;False;False;C. Baenitz;;False;;True;;;True;Bothe;False;"Bellagio; Park der Villa Serbelloni. 250 m.";;False;45.987775886809445 , 9.262336419807802;;;;False
B;Herbarium Berolinense;B101066321;8;8746725;TAXACEAE;TAXACEAE;sp.;;Deutschland;True;;;False;Berlin;;;False;22/03/1994 - 22/03/1994;;;Cubr;;;32220;;H. Ern;;;;True;Kultiviert im Botanischen Garten Berlin-Dahlem. Revier: AR-01-029;;False;;;;;True
B;Herbarium Berolinense;B101066322;8;8746725;TAXACEAE;TAXACEAE;sp.;;;;;;True;;;;True;;;True;;;True;;True;;;True;Karl Koch;;;;True;;;;;True
B;Herbarium Berolinense;B101066323;8;8746725;TAXACEAE;TAXACEAE;sp.;;Italien;True;;;False;Friuli-Venezia Giulia;;;False;08/03/1883 - 08/03/1883;;;Bilimek;;;;True;;;True;Bothe;;Cult. Miramar;;False;45.7052702 , 13.7198429;;;;
B;Herbarium Berolinense;B101066324;8;8746725;TAXACEAE;TAXACEAE;sp.;;Chile;False;;;;Magallanes y de La Antártica Chilena;;;;;;True;;;True;"Serie: Herbar Otto Magens; Nr. 4; Sammler: unbekannt";False;;;True;Otto Magens;False;Pta Arenas [Punta Arenas];False;;-53.1625688 , -70.907822;;;;False
B;Herbarium Berolinense;B101066326;8;8746725;TAXACEAE;Taxus;baccata f. pendula;;Schweiz;False;;;;Bern(Berne);;;;30/05/1904 - 30/05/1904;False;False;C. Baenitz;;False;;True;;;True;C. Baenitz,Bothe;False;"Interlaken; im Wald bei Unterseen. 550 m.";False;;46.66878771159055 , 7.880630493164063;;;;False
B;Herbarium Berolinense;B101066327;8;8746725;TAXACEAE;TAXACEAE;sp.;;Polen;True;;;;Dolnośląskie;;;;25/08/1909 - 25/08/1909;False;False;M. Selmons;;False;;True;;;True;J. Riemer;False;"Breslau; Göpperthain. 120 m. Heimisch in Europa, Nordafrika, Armenien, Japan u. China.";False;;51.1154 , 17.0831;;;;False
B;Herbarium Berolinense;B101066328;8;8746725;TAXACEAE;TAXACEAE;sp.;;Polen;True;;;;Dolnośląskie;;;;25/08/1905 - 25/08/1905;False;False;C. Baenitz;;False;;True;;;True;C. Baenitz,Bothe;False;"Breslau; Göpperthain. 120 m. Heimisch in Europa, Nordafrika, Armenien, Japan und China.";False;;51.11491920171858 , 17.082152366638187;;;;False
B;Herbarium Berolinense;B101066329;8;8746725;TAXACEAE;TAXACEAE;sp.;;Polen;False;;;;Dolnośląskie;;;;08/03/1906 - 08/03/1906;False;False;C. Baenitz;;False;;True;;;True;Bothe;False;"Breslau; Göpperthain. 120 m.";False;;51.110124 , 17.083054;;;;False
B;Herbarium Berolinense;B101066330;8;8746725;TAXACEAE;TAXACEAE;sp.;;Polen;True;;;;Dolnośląskie;;;;25/07/1900 - 04/10/1900;False;False;C. Baenitz;;False;;True;;;True;C. Baenitz;False;"Breslau; Scheitniger Park. 120 m.";False;;51.11497545 , 17.082114490482354;;;;False
B;Herbarium Berolinense;B101066331;8;8746725;TAXACEAE;TAXACEAE;sp.;;Polen;False;;;;Dolnośląskie;;;;20/04/1910 - 15/07/1910;False;False;C. Baenitz;;False;;True;;;True;J. Riemer;False;"Breslau; Scheitniger Park. 120 m.";False;;51.11497545 , 17.082114490482354;;;;False
B;Herbarium Berolinense;B101066332;8;8746725;TAXACEAE;TAXACEAE;sp.;;Deutschland;True;;;False;Berlin;;;False;22/03/1994 - 22/03/1994;;;Cubr;;;32216;;H. Ern;;;;True;Kultiviert im Botanischen Garten Berlin-Dahlem. Revier: AR-01-029;;False;;;;;True
B;Herbarium Berolinense;B101066333;8;8746725;TAXACEAE;TAXACEAE;sp.;;Polen;False;;;;Dolnośląskie;;;;20/04/1910 - 15/07/1910;;;C. Baenitz;;False;;True;;;True;C. Baenitz,Bothe;False;"Breslau; Scheitniger Park. 120 m.";False;;51.11471594104562 , 17.079920768737797;;;;False
B;Herbarium Berolinense;B101066334;8;8746725;TAXACEAE;Taxus;brevifolia;;Kanada;;;;False;British Columbia / Colombie Britanique;;;False;06/08/1980 - 06/08/1980;;;W. Greuter;;;17694;;;;True;;True;Vancouver Island. Englishman River Falls SW von Parksville, 150 m ü.M. Thuja-Pseudotsuga-Mischwald auf Urgestein.;;False;49.2475 , -124.351944;;;;
B;Herbarium Berolinense;B101066335;8;8746725;TAXACEAE;Taxus;brevifolia;;Vereinigte Staaten von Amerika;;;;False;Washington;;;False;03/09/1938 - 03/09/1938;;;F. G. Meyer;;;1589;;;;True;;True;Humid transition life zone. In dense woods with Pseudotsuga taxifolia, Alnus oregana and Tsuga heterophylla, at the head of Mud Bay, Thurston County;;False;47.039726939558584 , -122.98971176147462;;;;
B;Herbarium Berolinense;B101066336;8;8746725;TAXACEAE;Taxus;brevifolia;;Vereinigte Staaten von Amerika;;;;False;Washington;;;False;03/12/1910 - 03/12/1910;;;S. M. Zeller;;;;True;T. C. Frye;;;G. W. Freiberg;;Seattle. (Common in damp swampy places);;False;47.6038321 , -122.330062;;;;
B;Herbarium Berolinense;B101066337;8;8746725;TAXACEAE;Taxus;brevifolia;;Vereinigte Staaten von Amerika;False;;;;Washington;;;;15/07/1940 - 15/07/1940;False;False;J. William Thompson;;False;14 985;False;;;True;;True;Yakima Co: Base of Mt. Aix, Snoqualmie Nat. Forest, 3000 feet.;False;;46.794377 , -121.256635;;;;
B;Herbarium Berolinense;B101066338;8;8746725;TAXACEAE;Taxus;brevifolia;;Vereinigte Staaten von Amerika;;;;False;Washington;;;False;14/11/1881 - 14/11/1881;;;C. G. Pringle;;;13610;;;;True;J. H. Redfield;;Near Vancouver;;False;45.66449852717379 , -122.49824523925783;;;;
B;Herbarium Berolinense;B101066339;8;8746725;TAXACEAE;Taxus;brevifolia;;Vereinigte Staaten von Amerika;False;;;;California;;;;14/06/1955 - 14/06/1955;False;False;John Thomas Howell;;False;30417;False;;;True;;True;Coniferous forest, 2 miles west of Buckhorn Mt. summit, 2600 ft. Trinity C.;;False;40.61751952328142 , -122.74393558502199;;;;False
B;Herbarium Berolinense;B101066340;8;8746725;TAXACEAE;Taxus;brevifolia;;Vereinigte Staaten von Amerika;;;;False;California;;;False;06/06/1932 - 06/06/1932;;;Ora M. Clark;;;5354;;;;True;;True;Canyons E. Crescent City;;False;41.85153220662839 , -124.12628173828126;;;;
B;Herbarium Berolinense;B101066341;8;8746725;TAXACEAE;Taxus;brevifolia;;Vereinigte Staaten von Amerika;False;;;;California;;;;14/06/1955 - 14/06/1955;False;False;Lewis S. Rose;;False;;True;;;True;;True;Trinity County. 9 mi. w. of Buckhorn Mt. summit. Alt. 2600 ft. Coniferous forest;False;;40.617926 , -122.913724;;;;False
B;Herbarium Berolinense;B101066342;8;8746725;TAXACEAE;Taxus;brevifolia;;Vereinigte Staaten von Amerika;False;;;;California;;;;01/04/1896 - 30/04/1896;False;False;R. M. Austin;;False;;True;;;True;;True;Chico;False;;39.7284945 , -121.8374777;;;;False
B;Herbarium Berolinense;B101066343;8;8746725;TAXACEAE;Taxus;brevifolia;;Kanada;False;;;;British Columbia / Colombie Britanique;;;;25/06/1976 - 25/06/1976;False;False;H. Ern;;False;;True;H. Ern;;False;;True;New Denver. An Bächen im Thuja-Tsuga-Wald, 700 - 1000 m;False;;49.989765 , -117.372046;;;;False
B;Herbarium Berolinense;B101066344;8;8746725;TAXACEAE;Taxus;brevifolia;;Vereinigte Staaten von Amerika;False;;;;Oregon;;;;01/01/1871 - 31/12/1871;False;False;Elihu Hall;;False;485;False;;;True;;True;;;True;;;;;True
B;Herbarium Berolinense;B101066345;8;8746725;TAXACEAE;Taxus;brevifolia;;Vereinigte Staaten von Amerika;False;;;;Montana;;;;;;True;M. J. Elrod;;;;True;;;True;;True;Flathead Lake;False;;47.8777706 , -114.12688417098818;;;;False
B;Herbarium Berolinense;B101066346;8;8746725;TAXACEAE;Taxus;brevifolia;;Vereinigte Staaten von Amerika;False;;;;Montana;;;;02/07/1932 - 02/07/1932;False;False;Ora M. Clark;;False;5812;False;;;True;;True;Dense wooded Mt Sides. Glacier Natl. Park.;False;;;;;;True
B;Herbarium Berolinense;B101066347;8;8746725;TAXACEAE;Taxus;brevifolia;;Vereinigte Staaten von Amerika;False;;;;Oregon;;;;01/01/1871 - 31/12/1871;False;False;E. Hall;;False;187 und 485;False;;;True;;True;Oregon;False;;;;;;True
B;Herbarium Berolinense;B101066348;8;8746725;TAXACEAE;Taxus;brevifolia;;Vereinigte Staaten von Amerika;False;;;;Oregon;;;;01/01/1871 - 31/12/1871;False;;Hall;;False;;True;;;True;;True;Oregon;False;;;;;;True
B;Herbarium Berolinense;B101066349;8;8746725;TAXACEAE;Taxus;brevifolia;;Vereinigte Staaten von Amerika;;;;False;Idaho;;;False;01/07/1884 - 31/07/1884;False;False;J. H. Sandberg;;;;True;;;True;Henry Eggert,J. H. Sandberg;False;Kootenai Co;;False;;;;;True
B;Herbarium Berolinense;B100568981;8;8746725;TAXACEAE;Torreya;californica;;Vereinigte Staaten von Amerika;;;;False;California;;;False;25/04/1972 - 25/04/1972;;;John Thomas Howell;;;48715;;;;True;;True;Sierra Nevada. Transition Zone forest in Merced River canyon, 1 miles from Arch Rock on road to Cascade Falls, e. 3000 feet. Mariposa County.;;False;37.717403 , -119.722456;;;;
B;Herbarium Berolinense;B100568982;8;8746725;TAXACEAE;Taxus;brevifolia;;Vereinigte Staaten von Amerika;False;;;;California;;;;27/05/1970 - 27/05/1970;False;False;John Thomas Howell, Gordon H. True;;False;;True;;;True;;True;Mixed coniferous woods near headquarters, Blodgett Experimental Forest, El Dorado County. Elevation 4200 feet.;False;;38.90988659478905 , -120.6626057624817;;;;False
B;Herbarium Berolinense;B100568983;8;8746725;TAXACEAE;Taxus;brevifolia;;Vereinigte Staaten von Amerika;;;;False;California;;;False;28/04/1966 - 28/04/1966;;;Gordon H. True;;;;True;;;True;;True;Nevada County. Shady canyon on banks of creek. Arbogast Road on north fork of Rock Creek, abt. 1 1/2 mi. east of Blue Tent, el. 3200 ft.;;False;39.2932765 , -120.9538559;;;;False
B;Herbarium Berolinense;B100570446;8;8746725;TAXACEAE;Taxus;baccata;;Türkei;False;;;;Hatay;;;;22/05/1989 - 22/05/1989;False;False;H. Kehl;;False;K89/2205-18;False;;;True;H. Kehl;False;Amanos Mountains between Dörtyol, Cökek Y., Topaktas Y. and Harmankaya T. (Daz Dagi), limestone, calcaric Phaeozem, Alt.: 1100 m;False;;36.8257940123983 , 36.32989883422852;;;;False
B;Herbarium Berolinense;B100571187;8;8746725;TAXACEAE;Taxus;baccata;;Deutschland;;;;False;Berlin;;;False;01/05/1995 - 31/05/1995;;;R. Böcker;;;KEIM.HDD 36;;;;True;;True;Hermsdorf. 3345 Hennigsdorf. Zehdenick-Spandauer Havelniederung. Oswinsteig 12;;False;52.627243 , 13.3056217;;;;
B;Herbarium Berolinense;B100574030;8;8746725;TAXACEAE;Taxus;baccata;;Deutschland;True;;;False;Berlin;;;False;01/01/1967 - 31/12/1967;;;R. Böcker;;;NEO.HDD 74;;;;True;R. Böcker;;Berlin Kladow. 3543 Ketzin. Baumschule Kronberg;;False;52.4564332 , 13.1127413;;;;
B;Herbarium Berolinense;B100574800;8;8746725;TAXACEAE;Taxus;baccata;;Österreich;;;;False;Steiermark;;;False;01/09/1908 - 30/09/1908;;;A. et F. v. Hayek;;;;True;;;True;;True;"In silvis montis Kulmberg ad Ramsau prope pagum Schladming; solo dolomitico, 1050 m. s. m.";;False;47.4171416867488 , 13.671112060546877;;;;
B;Herbarium Berolinense;B100606267;8;8746725;TAXACEAE;Taxus;baccata;;Rumänien;;;;False;Prahova;;;False;20/12/1938 - 20/12/1938;;;P. Cretzoiu;;;;True;P. Cretzoiu;;;;True;"Muntenia. Montibus Bucegi, loco ""Sfânta Ana"" dicto, supra oppid. Sinaia. Alt. cca 1200 m s. m.";;False;45.35166 , 25.51111;;;;
B;Herbarium Berolinense;B101066325;8;8746725;TAXACEAE;Taxus;baccata f. glauca;;Polen;True;;;;Dolnośląskie;;;;24/08/1901 - 24/08/1901;False;False;Ziesché;;False;;True;;;True;Bothe,C. Baenitz;False;"Breslau; Königl. sächsischer Park in Sibyllenort. 130 m.";False;;51.1955183 , 17.192732257049467;;;;False
B;Herbarium Berolinense;B100609701;8;8746725;TAXACEAE;Taxus;baccata;;Deutschland;True;;;;Berlin;;;;21/08/1945 - 21/08/1945;False;False;C. Risch;;False;;True;;;True;C. Risch;False;"in horto publ. ""Sachsenpark""";False;;52.5189985 , 13.255370197973772;;;;False
B;Herbarium Berolinense;B100609702;8;8746725;TAXACEAE;Taxus;baccata;;Deutschland;True;;;False;Berlin;;;False;22/10/1927 - 22/10/1927;;;C. Risch;;;;True;;;True;C. Risch;;in horto bot. Berol. col.;;False;;;;;True
B;Herbarium Berolinense;B100609705;8;8746725;TAXACEAE;Taxus;baccata var. cuspidata;;Deutschland;True;;;False;Berlin;;;False;18/09/1946 - 18/09/1946;;;C. Risch;;;;True;;;True;C. Risch;;in hort. bot. Berol., col.;;False;;;;;True
B;Herbarium Berolinense;B100609706;8;8746725;TAXACEAE;Taxus;canadensis;;Deutschland;True;;;False;Berlin;;;False;10/04/1946 - 10/04/1946;;;C. Risch;;;;True;;;True;C. Risch;;in horto bot. Berol. col.;;False;;;;;True
B;Herbarium Berolinense;B100616392;8;8746725;TAXACEAE;Taxus;canadensis;;Vereinigte Staaten von Amerika;False;;;;New York;;;;27/07/1975 - 27/07/1975;False;False;R. Böcker;;False;USA.HDD 41;;;;True;;True;Catskill Mountains;False;;;;;;True
B;Herbarium Berolinense;B100646174;8;8746725;TAXACEAE;Torreya;californica;;Vereinigte Staaten von Amerika;True;;;;California;;;;03/03/2005 - 03/03/2005;False;False;R. Böcker;;False;KAL 120;False;;;True;;True;Sta Barbara/Bot. Garten;False;;34.45671316665038 , -119.7093229291204;;;;False
B;Herbarium Berolinense;B100654654;8;8746725;TAXACEAE;Taxus;brevifolia;;Vereinigte Staaten von Amerika;;;;False;California;;;False;08/06/1972 - 08/06/1972;;;John Thomas Howell, Gordon H. True;;;48862;;;;True;;True;Mixed coniferous forest south of summit on road from Takilma to Happy Camp, Siskiyou County;;False;;;;;True
B;Herbarium Berolinense;B100654688;8;8746725;TAXACEAE;Taxus;canadensis;;Vereinigte Staaten von Amerika;;;;False;Michigan;;;False;13/07/1976 - 13/07/1976;;;Scott Purvis;;;58;;;;True;;True;Saugatuck Dunes, Allegan Co. Woods area behind beach dunes;;False;42.69378498084273 , -86.20628356933594;;;;
B;Herbarium Berolinense;B100654828;8;8746725;TAXACEAE;Taxus;baccata;;Rumänien;False;;;;Botoşani;;;;18/10/1968 - 18/10/1968;False;False;I. Lupu;;False;;True;I. Lupu;;False;;True;Moldavia. In silva Vorona pagi Tudora. Alt. cca. 575 m s.m.;False;;47.559212 , 26.630422;;;;
B;Herbarium Berolinense;B100659548;8;8746725;TAXACEAE;Taxus;baccata;;Irland;;;;False;Kerry;;;False;29/07/2002 - 29/07/2002;;;Kaule;;;Gb-Ir 377;;;;True;;True;Mucross Lake. Taxus Wald;;False;52.01543212247792 , -9.51295852661133;;;;
B;Herbarium Berolinense;B100662429;8;8746725;TAXACEAE;Taxus;baccata;;Schweden;;;;False;Västra Götalands län;;;False;09/07/1912 - 09/07/1912;;;Nils Sylvén;;;;True;;;True;;True;Bohuslän: N. Nelsön;;False;58.939133899607505 , 11.18082046508789;;;;False
B;Herbarium Berolinense;B100664354;8;8746725;TAXACEAE;Taxus;baccata;;Deutschland;;;;False;Berlin;;;False;03/08/1972 - 03/08/1972;;;;;True;;True;;;True;U. Matthäs;;Gebüsch in der Arminallee an der Königin-Luise-Straße, Dahlem.;;False;52.45799684957056 , 13.299722671508789;;;;
B;Herbarium Berolinense;B100664729;8;8746725;TAXACEAE;Taxus;baccata;;Deutschland;True;;;False;Berlin;;;False;17/12/1971 - 17/12/1971;;;;;True;;True;;;True;U. Matthäs;;angepflanzt im Garten des 1. Zoologischen Instituts, Königin-Luise-Straße, Dahlem;;False;;;;;True
B;Herbarium Berolinense;B100667550;8;8746725;TAXACEAE;Taxus;baccata;;Schweiz;;;;False;Zürich(Zurich);;;False;22/03/2000 - 22/03/2000;;;P. Hein;;;7022;;;;True;;True;NE-flank of the Ütliberg near Zürich. - N-facing steep slopes with rich decidous wood, here a big population of Taxus trees;;False;47.3496439 , 8.4911346;;;;
B;Herbarium Berolinense;B100670810;8;8746725;TAXACEAE;Taxus;x media;;Kanada;True;;;;Quebec / Québec;;;;13/09/1949 - 13/09/1949;False;False;J.-P. Bernard;;False;B79-519;False;;;True;Louis-Marie;;Cite Universitaire. Université Laval, Ste-Foy. Planté dans la plantation Vandal. Alt. 300';False;;46.7833333 , -71.275;;;;False
B;Herbarium Berolinense;B100675570;8;8746725;TAXACEAE;Taxus;baccata;;Deutschland;;;;False;Baden-Württemberg;;;False;09/05/1999 - 09/05/1999;;;R. Böcker;;;NEO.HDD 253;;;;True;R. Böcker;False;Limburg/Weilheim. 73233 Weilheim an der Teck. Mittleres (Schwäbisches) Albvorland;;False;48.6045085 , 9.536204;;;;
B;Herbarium Berolinense;B101004932;8;8746725;TAXACEAE;Taxus;baccata;;Deutschland;False;;;;Thüringen;;;;01/05/1873 - 31/05/1873;False;False;C. S.;;False;;True;;;True;;True;bei Heiligenstadt Elisabethhöhe;False;;51.362347806960415 , 10.101928710937502;;;;False
B;Herbarium Berolinense;B101010148;8;8746725;TAXACEAE;Taxus;baccata;;Deutschland;True;;;False;Brandenburg;;;False;13/05/1894 - 13/05/1894;;;O. et R. Schulz;;;;True;;;True;Roman Schulz;;Angermünde: Im Stolper Park angepflanzt.;;False;52.980663932792964 , 14.113955497741701;;;;
B;Herbarium Berolinense;B101032877;8;8746725;TAXACEAE;Taxus;baccata;;Deutschland;True;;;False;Berlin;;;False;01/05/1949 - 31/05/1949;;;H. Ristow;;;;True;;;True;Hans Ristow;;Pfaueninsel.;;False;52.43513855 , 13.130273554765541;;;;
B;Herbarium Berolinense;B101036346;8;8746725;TAXACEAE;Taxus;baccata;;Schweiz;;;;False;Ticino(Tessin);;;False;04/04/1956 - 04/04/1956;;;A. Ludwig;;;;True;;;True;A. Ludwig;;Lugano: Garten in Castagnola.;;False;46.0011943 , 8.9780076;;;;
B;Herbarium Berolinense;B101036347;8;8746725;TAXACEAE;Taxus;baccata var. adpressa;;Deutschland;True;;;False;Hessen;;;False;06/07/1955 - 06/07/1955;;;H. Hupke;;;;True;;;True;A. Ludwig;;Frankfurt, Palmengarten, cult.;;False;50.123935450000005 , 8.655478006555516;;;;
B;Herbarium Berolinense;B101036348;8;8746725;TAXACEAE;Taxus;baccata;;Deutschland;;;;False;Sachsen-Anhalt;;;False;15/08/1934 - 15/08/1934;;;A. Ludwig;;;;True;;;True;A. Ludwig;;Nordhausen. Harz: im Bodetale bei der Rosstrappe;;False;51.736119753413746 , 11.017913818359377;;;;
B;Herbarium Berolinense;B101036349;8;8746725;TAXACEAE;Taxus;baccata;;Deutschland;;;;False;Thüringen;;;False;28/04/1957 - 28/04/1957;;;Meyer;;;;True;;;True;Haussknecht,A. Ludwig;;Heiligenstadt, an der Elisabethhöhe bei Luther, sehr reichlich;;False;51.3621359 , 10.1004494;;;;
B;Herbarium Berolinense;B101036350;8;8746725;TAXACEAE;TAXACEAE;sp.;;Deutschland;True;;;False;Hessen;;;False;30/08/1949 - 30/08/1949;;;Schulz;;;55;;;;True;Hermann Schulz,A. Ludwig;;Kassel, Wilhelmshöhe, Schloßgärtnerei;;False;51.314660366263844 , 9.41581964492798;;;;
B;Herbarium Berolinense;B101036352;8;8746725;TAXACEAE;Taxus;baccata var. adpressa;;Deutschland;True;;;False;Hessen;;;False;30/08/1949 - 30/08/1949;;;Schulz;;;54;False;;;True;Hermann Schulz,A. Ludwig;;Kassel, Wilhelmshöhe, Schloßgärtnerei;;False;51.31765106935203 , 9.41409230232239;;;;
B;Herbarium Berolinense;B101036353;8;8746725;TAXACEAE;Torreya;nucifera;;Deutschland;True;;;False;Hessen;;;False;30/08/1949 - 30/08/1949;;;Schulz;;;;True;;;True;Hermann Schulz,A. Ludwig;;Kassel, Wilhelmshöhe, Schlossgärtnerei;;False;51.31468274527549 , 9.415920575484051;;;;
B;Herbarium Berolinense;B101066118;8;8746725;TAXACEAE;Amentotaxus;argotaenia;;Vereinigtes Königreich;True;;;;City of Edinburgh;;;;12/03/1990 - 12/03/1990;False;False;J. Silba;;False;39710;False;;;True;;True;Scotland, Edinburgh, conservatory of Royal Botanic Garden [Wildherkunft from C. Page from China];False;;;;;;True
B;Herbarium Berolinense;B101066119;8;8746725;TAXACEAE;Amentotaxus;argotaenia;;Vietnam;;;;False;Hòa Bình;;;False;04/06/1995 - 04/06/1995;;;S. Ickert-Bond, R. Bond, Hiep, Phan Le Koc;;;201;;;;True;;True;District of Mai Châu, near Hmong village of Pa Co, 1200m, broadleaf evergreen tropical forest, limestone.;;False;20.7516679 , 104.8886021;;;;
