specimen - institute;specimen - collection;specimen - code;mission - id;mission - originalID;specimen - family;specimen - genus;specimen - specific_epithet;unusable - cause;country - country;country - growned_plant;country - guessed;country - not_sure;country - no_info;region1 - region;region1 - guessed;region1 - not_sure;region1 - no_info;onecollector - collector;onecollector - not_sure;onecollector - no_info;collect_date - collect_date;collect_date - not_sure;collect_date - no_info;collect_number - ;collect_number - no_info;identifier - identifier;identifier - not_sure;identifier - no_info;locality - locality;locality - not_sure;locality - no_info;owner - question_1;owner - no_info;geo - position;geo - radius;geo - description;geo - not_sure;geo - no_info;Berberidaceae_scientific_name - scientific_name;Berberidaceae_scientific_name - species_name_not_in_list;Berberidaceae_scientific_name - genus_name_not_in_list;Berberidaceae_scientific_name - not_sure;Berberidaceae_scientific_name - no_info
B;Herbarium Berolinense;B101199432;11;10043764;BERBERIDACEAE;indet.;sp.;;Brasilien;;;;False;Rio Grande do Sul;;;False;C. Jürgens;;;01/10/1923 - 31/10/1923;;;21;;María Cristina Orsi;;;Fazenda Soledade (Jürgens), Municipio Rio Pardo, Alt.: 70 m;;False;Rudolf Gross;;-29.9820554 , -52.3702447;;;;;Berberis laurina Billb.;;;;
B;Herbarium Berolinense;B101199431;11;10043764;BERBERIDACEAE;indet.;sp.;;Brasilien;;;;False;Rio Grande do Sul;;;False;A. Sehnem;;;19/12/1950 - 19/12/1950;;;5114;;B. Rambo;;;Taimbé. S. Francisco d. Paula. Arbustum in silvula nebulosi. Alt. 900 m. s. m.;;False;Aloysio Sehnem;;-29.4551249605499 , -50.57586193084717;;;;;Berberis laurina Billb.;;;;
B;Herbarium Berolinense;B101199429;11;10043764;BERBERIDACEAE;indet.;sp.;;Brasilien;False;;;;Rio Grande do Sul;;;;Camargo;;False;04/10/1957 - 04/10/1957;False;False;62168;False;Emrich-Rambo;;False;Farroupilha. In dumetosis;False;;;True;-29.22647 , -51.3468188;;;;False;Berberis laurina Billb.;;;;
B;Herbarium Berolinense;B101199428;11;10043764;BERBERIDACEAE;indet.;sp.;;Brasilien;False;;;;Rio Grande do Sul;;;;B. Rambo;;False;09/09/1952 - 09/09/1952;False;False;52971;False;Emrich-Rambo;;False;Salto p. Canela. In araucarieto;False;;;True;-29.363625468466303 , -50.80696105957032;;;;False;Berberis laurina Billb.;;;;
B;Herbarium Berolinense;B101199426;11;10043764;BERBERIDACEAE;indet.;sp.;;Brasilien;;;;False;Rio Grande do Sul;;;False;B. Rambo;;;15/01/1946 - 15/01/1946;;;31247;;B. Rambo;;;Vila Oliva p. Caxias. In araucarito;;False;;True;-29.2220854 , -50.8889807;;;;;Berberis laurina Billb.;;;;
B;Herbarium Berolinense;B101199427;11;10043764;BERBERIDACEAE;indet.;sp.;;Brasilien;;;;False;Rio Grande do Sul;;;False;H. Neubert;;;04/02/1986 - 04/02/1986;;;20;;Br. Irgang;;;Canela, Espinho São João;;False;;True;-29.3636094 , -50.8096844;;;;;Berberis laurina Billb.;;;;
B;Herbarium Berolinense;B101199430;11;10043764;BERBERIDACEAE;indet.;sp.;;Brasilien;False;;;;Rio Grande do Sul;;;;O. Camargo;;False;04/10/1957 - 04/10/1957;False;False;62176;False;B. Rambo;;;Farroupilha, 700m. Ad araucarietum;;False;;True;-29.22544392682779 , -51.344172326689105;;;;;Berberis laurina Billb.;;;;
B;Herbarium Berolinense;B101199424;11;10043764;BERBERIDACEAE;indet.;sp.;;Brasilien;False;;;;Rio Grande do Sul;;;;R. Wasum;;False;07/09/1999 - 07/09/1999;False;False;101;False;Stephen F. Smith;;False;Mun. São Francisco de Paula - Cerrito, arbust em beira da mata de Araucária, Alt. 800 m;False;;;True;-29.251341 , -50.506175;;;;;Berberis laurina Billb.;;;;
B;Herbarium Berolinense;B100126112;11;10043764;BERBERIDACEAE;indet.;sp.;;Brasilien;False;;;;Paraná;;;;G. Hatschbach, R. Goldenberg & J. M. Silva;;False;20/09/2001 - 20/09/2001;False;False;72439;False;G. Hatschbach;;False;Rio Bananas (Mun. Inácio Martins);False;;;True;-25.426871139339607 , -51.32434844970704;;;;False;Berberis laurina Billb.;;;;
B;Herbarium Berolinense;B101199425;11;10043764;BERBERIDACEAE;indet.;sp.;;Brasilien;False;;;;Paraná;;;;E. Barbosa, J. M. Silva & J. Cordeiro;;False;18/09/1999 - 18/09/1999;False;False;374;False;G. Hatschbach;;False;Morro Itapiroca, Fazenda Kielse (Mun. Campina Grande do Sul);False;;;True;-25.24560824497797 , -48.83435726165772;;;;False;Berberis laurina Billb.;;;;
B;Herbarium Berolinense;B101199423;11;10043764;BERBERIDACEAE;indet.;sp.;;;False;;;True;;;;True;;;True;;;True;;True;;;True;;;True;Ruiz & Pavon;False;;;;;True;Berberis latifolia Ruiz & Pav.;;;;
B;Herbarium Berolinense;B101199422;11;10043764;BERBERIDACEAE;indet.;sp.;;China;False;;;;Zhejiang(浙江);;;False;Faber;;False;01/01/1891 - 31/12/1891;False;False;;True;Julian Harber;;False;Tien tai;False;;;True;29.178843 , 121.042213;;;;False;Berberis L.;;;;
B;Herbarium Berolinense;B101199355;11;10043764;BERBERIDACEAE;indet.;sp.;;Mexiko;;;;False;Michoacán de Ocampo;;;False;Arsène et autres;;;28/03/1910 - 28/03/1910;;;;True;;;True;Morelia, 2100 m;;False;;True;19.7027116 , -101.1923818;;;;;Berberis moranensis Hebenstr. & Ludw. ex Schult. & Schult.fil.;;;;
B;Herbarium Berolinense;B101199356;11;10043764;BERBERIDACEAE;indet.;sp.;;Mexiko;False;;;;;;;True;Arsène et autres;;False;28/07/1927 - 28/07/1927;False;False;19130;False;;;True;Morá, 2400 m;False;;;True;;;;;True;Berberis fendleri A.Gray;;;;
B;Herbarium Berolinense;B100206343;11;10043764;BERBERIDACEAE;indet.;sp.;;Chile;;;;False;La Araucanía;;;False;Thora Martina Herrmann;;;20/01/2001 - 20/01/2001;;;;True;Thora Martina Herrmann;;;Provinz Malleco, Kommune Lonquimay, comunidad indigena/Indianergemeinde Quinquen. Zentral-südchilenische Anden. Berghang, 1250 m NN;;False;;True;-38.66151153210572 , -71.39027662634174;;;;;Berberis montana Gay;;;;
B;Herbarium Berolinense;B101199354;11;10043764;BERBERIDACEAE;indet.;sp.;;Chile;False;;;;Libertador General Bernardo O'Higgins;;;;Philippi;;False;;;True;;True;;;True;prov. Colchagua;False;;;True;;;;;True;Berberis montana Gay;;;;
B;Herbarium Berolinense;B100352396;11;10043764;BERBERIDACEAE;indet.;sp.;;Taiwan;False;;;;Taichung County(台中縣);;;;M. Tamura;;False;12/07/1963 - 12/07/1963;False;False;21067;False;Julian Harker;;False;Mt. Hsueh-shan: Shikayou-ta-shan, 3300 m. Bush among Arundinaria niitakayamensis;;False;;True;24.357778 , 121.250556;;;;;Berberis morrisonensis Hayata;;;;
B;Herbarium Berolinense;B101199352;11;10043764;BERBERIDACEAE;indet.;sp.;;China;;;;False;Yunnan(云南);;;False;J. M. Delavay;;False;05/08/1885 - 05/08/1885;False;False;;True;Julian Harker;;False;"Rocailles calcaires; montagne de Koua-la-po (Ho Kin) à 3600 m d'altit.";;False;;True;26.432073507604937 , 100.09553432464601;;;;;Berberis minutiflora C.K.Schneid.;;;;
B;Herbarium Berolinense;B100472204;11;10043764;BERBERIDACEAE;indet.;sp.;;China;False;;;;Tibet(西藏);;;;J. A. Soulié;;False;01/07/1894 - 31/07/1894;False;False;2274;False;;;True;Tibet oriental: Tatsienlou [Kangding 康定];;False;;True;30.0002558 , 101.9545581;;;;;Berberis minutiflora C.K.Schneid.;;;;
B;Herbarium Berolinense;B101199353;11;10043764;BERBERIDACEAE;indet.;sp.;;Chile;False;;;;Magallanes y de La Antártica Chilena;;;;Naumann;;False;01/02/1876 - 29/02/1876;False;False;;True;María Cristina Orsi;;False;Magalhaesstrasse, Tuesday-Bay. In Buchenwäldern;False;;A. Engler;False;-52.84922988205268 , -74.51614379882814;;;;False;Berberis microphylla G.Forst.;;;;
B;Herbarium Berolinense;B101050819;11;10043764;BERBERIDACEAE;indet.;sp.;;Argentinien;False;;;;Río Negro;;;;V. Melzheimer;;False;15/12/1999 - 15/12/1999;False;False;;True;;;True;Steppe 2 km nach dem Ort Pilcaniyeu.;False;;Melzheimer;False;-41.1223885 , -70.722091;;;;False;Berberis microphylla G.Forst.;;;;
B;Herbarium Berolinense;B101050818;11;10043764;BERBERIDACEAE;indet.;sp.;;Chile;False;;;;Los Lagos;;;;V. Melzheimer;;False;10/12/1999 - 10/12/1999;False;False;;True;;;True;Refugio Antillanca im Nationalpark Puyehue, Waldgrenze, ca. 1000 m.;False;;Melzheimer;False;-40.77422814589559 , -72.20462630339226;;;;False;Berberis microphylla G.Forst.;;;;
B;Herbarium Berolinense;B101199350;11;10043764;BERBERIDACEAE;indet.;sp.;;Deutschland;True;;;;Berlin;;;;C. Koch;;False;;;True;;True;;;True;H. Berol.;;False;;True;;;;;True;Berberis ×macracantha Schrad.;;;;
B;Herbarium Berolinense;B101199351;11;10043764;BERBERIDACEAE;indet.;sp.;;Deutschland;True;;;;Berlin;;;;[E. Koehne];;False;30/05/1899 - 05/10/1899;False;False;216;False;;;True;Hort. bot. Berol.;False;;E. Koehne;False;;;;;True;Berberis ×macracantha Schrad.;;;;
B;Herbarium Berolinense;B101199348;11;10043764;BERBERIDACEAE;indet.;sp.;;Pakistan;False;;;;Khyber Pakhtunkhwa;;;False;K. H. Rechinger;;;02/06/1965 - 02/06/1965;False;False;30582;False;Browicz;;;NW-Pakistan, Swat: Inter Khawazakhiela et Shangla, 1300-1900 m;;False;;True;34.911096282289904 , 72.53422737121583;;;;;Berberis lycium Royle;;;;
B;Herbarium Berolinense;B101199461;11;10043764;BERBERIDACEAE;indet.;sp.;;Pakistan;False;;;;Gilgit-Baltistan;;;;O. Polunin;;False;10/09/1960 - 10/09/1960;False;False;6460;False;;;True;Chalt (Nagar State). approx. 6,000 ft. Dry banks, irrigated and cultivated area.;False;;;True;36.24528001338459 , 74.32281017303468;;;;False;Berberis lycium Royle;;;;
B;Herbarium Berolinense;B101199460;11;10043764;BERBERIDACEAE;indet.;sp.;;Indien;False;;;;Uttarakhand;;;False;Stuchlik et Walther;;False;28/03/1976 - 28/03/1976;False;False;421;False;;;True;Western Himalaya, Mussoorie region, Kamptee Fall, alt. 1500 m a.s.l. W-slope;;False;;True;30.4871044 , 78.036116;;;;;Berberis lycium Royle;;;;
B;Herbarium Berolinense;B101199349;11;10043764;BERBERIDACEAE;indet.;sp.;;Indien;False;;;;Jammu and Kashmir;;;;O. Polunin;;False;28/08/1956 - 28/08/1956;False;False;56/427;False;;;True;Kashmir, Batakut Liddar Valley. 6,500 ft., Waste ground among cultivation.;False;;;True;33.8154757 , 75.2094085;;;;False;Berberis lycium Royle;;;;
B;Herbarium Berolinense;B101199459;11;10043764;BERBERIDACEAE;indet.;sp.;;Italien;;;;False;Toscana;;;False;O. Fiedler;;;15/06/1936 - 15/06/1936;;;12892;;;;True;"Florenz: Angepflanzt im Arboretum zu Vallombrosa; 1000 m.";;False;Otto Fiedler;;43.73119523644892 , 11.556479930877686;;;;;Berberis lycium Royle;;;;
B;Herbarium Berolinense;B100778418;11;10043764;BERBERIDACEAE;indet.;sp.;;Deutschland;True;;;;Berlin;;;;C. Risch;;False;24/09/1947 - 24/09/1947;False;False;;True;;;True;col. in horto bot. Berol.;False;;C. Risch;False;;;;;True;Berberis lycium Royle;;;;
B;Herbarium Berolinense;B101199458;11;10043764;BERBERIDACEAE;indet.;sp.;;Deutschland;True;;;;Berlin;;;;C. Koch;;False;;;True;;True;;;True;H. Berol.;False;;;True;;;;;True;Berberis lycium Royle;;;;
B;Herbarium Berolinense;B101199456;11;10043764;BERBERIDACEAE;indet.;sp.;;Ecuador;False;;;;Cotopaxi;;;;;;True;03/01/1968 - 03/01/1968;False;False;67016;False;Luis Camargo C. M. F.;;False;Paramo Ruminales;False;;W. Schwabe;False;;;;;True;Berberis lutea Ruiz & Pav.;;;;
B;Herbarium Berolinense;B101199457;11;10043764;BERBERIDACEAE;indet.;sp.;;Ecuador;;;;False;Cotopaxi;;;False;;;True;03/01/1968 - 03/01/1968;;;68016;False;Luis Camargo C. M. F.;;False;Paramo Ruminales;;False;W. Schwabe;;;;;;True;Berberis lutea Ruiz & Pav.;;;;
B;Herbarium Berolinense;B101199462;11;10043764;BERBERIDACEAE;indet.;sp.;;Peru;;;;False;Amazonas;;;False;John D. Ambrose;;;12/09/1970 - 12/09/1970;;;2377;;;;True;Cos. de Calla-Calla, on road 18 km SW  of Leimebamba (Km 403). Ichu zone, near grove of trees in moist area by pond, below road.;;False;;True;-6.751896464843375 , -77.88414001464845;;;;;Berberis lutea Ruiz & Pav.;;;;
B;Herbarium Berolinense;B101199454;11;10043764;BERBERIDACEAE;indet.;sp.;;Ecuador;False;;;;Bolívar;;;;A. Rimbach;;False;01/09/1934 - 30/09/1934;False;False;224;False;P. C. Standley;;False;W. cordillera above Balsapampa, alt. 2500 m;False;;;True;-1.76701 , -79.18617;;;;False;Berberis loxensis Benth.;;;;
B;Herbarium Berolinense;B101199455;11;10043764;BERBERIDACEAE;indet.;sp.;;Ecuador;False;;;;Bolívar;;;;A. Rimbach;;;01/09/1934 - 30/09/1934;False;False;231;;P. C. Standley;;False;W. cordillera above Balsapampa, 2600 m. alt.;False;;;True;-1.7578576359599791 , -79.1022771356435;;;;False;Berberis loxensis Benth.;;;;
B;Herbarium Berolinense;B101199453;11;10043764;BERBERIDACEAE;indet.;sp.;;Peru;False;;;;Huanuco;;;;Dr. A. Weberbauer;;False;10/07/1903 - 10/07/1903;False;False;3305;False;Camillo Karl Schneider;;False;Berge südwestlich von Monzon (Prov. Huamalies). Aus Gras-Steppe, Moosen und kleinen Strauchbeständen gemischte Formation - 3500-3700 m.;;False;A. Weberbauer;False;-9.436531011248231 , -76.45284891128541;;;;;Berberis lobbiana (C.K.Schneid.) C.K.Schneid.;;;;
B;Herbarium Berolinense;B101199452;11;10043764;BERBERIDACEAE;indet.;sp.;;Libanon;;;;False;Mount Lebanon(جبل لبنان);;;False;Tanus Botros;;;01/01/1910 - 31/12/1910;;;;True;Julian Harber;;;el-Fuar di Qartaba;False;False;Schweinfurth;;34.0943096 , 35.8473775;;;;;Berberis libanotica Ehrenb. ex C.K.Schneid.;;;;
B;Herbarium Berolinense;B101038639;11;10043764;BERBERIDACEAE;indet.;sp.;;China;False;;;;Sichuan(四川);;;;D. E. Boufford, B. Bartholomew, S. L. Kelley, R. H. Ree, H. Sun, J. P. Yue, L. L. Yue, D. C. Zhang & W. D. Zhu;;False;14/08/2006 - 14/08/2006;False;False;36427;False;Julian F. Harber;;False;Dêgê Xian: W of Dêgê (highway 317) from Dege to Jinsha Jiang (upper Chang Jiang) just W of Gongya Xiang along Serqu Ge (Serqu River). 3100 m. Dry slope above river with spinescent shrubs (ca. 2 m tall) of Rosa, Caragana and Berberis. Dry, gravelly slope below cliff.;False;;;True;31.68611111111111 , 98.59416666666667;;;;False;Berberis polyantha Hemsl.;;;;
B;Herbarium Berolinense;B100049399;11;10043764;BERBERIDACEAE;indet.;sp.;;China;;;;False;Inner Mongolia(内蒙古);;;False;H. Kürschner & M. Sonnentag;;;26/07/2000 - 26/07/2000;;;00-612;;U. Herzschuh, H. Kürschner & M. Sonnentag;;;Provinz Nei Menggu: E Ejina Qi, Richtung Ya Gan. 1200 m, Amygdalus mongolica-Gebüsche am Gebirgsfuß auf sandigen Depressionen;;False;;True;42.0672 , 102.4502;;;;;Berberis poiretii C.K.Schneid.;;;;
B;Herbarium Berolinense;B101038641;11;10043764;BERBERIDACEAE;indet.;sp.;;China;False;;;;Hebei(河北);;;;D. E. Boufford, Panwei Li, Wenheng Zhang & Xianchun Zhang;;False;13/07/2014 - 13/07/2014;False;False;43759;False;;;True;Zhuolu Xian, Zhangjiakou: Xiaowutai Shan, NW facing ravine and slope on NW side of mountain in vicinity of Forestry Research Station. 1390 m. Dry, rocky slopes with thickets of Ostryopsis. Wikstroemia, Rosa, Hippophaë, Ribes. Rhamnus, Berberis and Cotoneaster and intermittent openings with coarse herbs and grasses. Margin of small Pinus plantation at crest of rocky slope.;False;;;True;40.00416666666667 , 115.05972222222222;;;;False;Berberis poiretii C.K.Schneid.;;;;
B;Herbarium Berolinense;B101199375;11;10043764;BERBERIDACEAE;indet.;sp.;;Vereinigte Staaten von Amerika;True;;;;Maryland;;;;W. van Fleet;;False;19/05/1917 - 19/05/1917;False;False;;True;;;True;Glenn Dale YND.;False;;;True;38.9876104 , -76.8205265;;;;False;Berberis poiretii C.K.Schneid.;;;;
B;Herbarium Berolinense;B101199374;11;10043764;BERBERIDACEAE;indet.;sp.;;China;False;;;;Yunnan(云南);;;;B. Bartholomew, D. E. Boufford, H. W. Li, C. G. Ma, D. H. Nicolson, T. S. Ying, S. W. Yu;;False;26/06/1984 - 26/06/1984;False;False;567;False;;;True;Yangbi Xian, W side of Diancang Shan mountain range. Vicinity of Baiyunfeng Peak above Malutang. Elevation 3500-3800 m;False;;;True;25.77145055275306 , 100.01575469970705;;;;False;Berberis platyphylla (Ahrendt) Ahrendt;;;;
B;Herbarium Berolinense;B100548630;11;10043764;BERBERIDACEAE;indet.;sp.;;Vereinigte Staaten von Amerika;False;;;;California;;;;John Thomas Howell, T. C. Fuller, G. D. Barbe;;False;29/04/1980 - 29/04/1980;False;False;53430;False;;;True;Shaded flat along East Fork Scott River 2 miles east of Callahan on road to Gazelle, el. 3250 ft., Siskiyou County.;False;;;True;41.309412636362346 , -122.77002811431886;;;;False;Berberis piperiana (Abrams) McMinn;;;;
B;Herbarium Berolinense;B101199373;11;10043764;BERBERIDACEAE;indet.;sp.;;Indien;;;;False;Jammu and Kashmir;;;False;R. R. Stewart;;;14/08/1945 - 14/08/1945;;;21677;;;;True;Pahlgam;;False;;True;34.035874215162735 , 75.33359274707135;;;;;Berberis petiolaris Wall. ex G.Don;;;;
B;Herbarium Berolinense;B101199372;11;10043764;BERBERIDACEAE;indet.;sp.;;Argentinien;False;;;;Neuquén;;;;Schachovskoj;;False;30/12/1951 - 30/12/1951;False;False;;True;;;True;Chapelco 1300 m - 1700 m. Wächst ausschließlich in N. pumilio Wäldern von 1000 m bis 1700 m.;False;;Baschant;False;-40.206899360412585 , -71.26634471086092;;;;False;Berberis pearcei Phil.;;;;
B;Herbarium Berolinense;B101199371;11;10043764;BERBERIDACEAE;indet.;sp.;;Bolivien;False;;;;La Paz;;;;G. E. White;;False;13/07/1921 - 13/07/1921;False;False;189;False;;;True;Pongo de Quime, Alt. 11500 ft.;False;;;True;-16.998611 , -67.255278;;;;False;Berberis paucidentata Rusby;;;;
B;Herbarium Berolinense;B101199369;11;10043764;BERBERIDACEAE;indet.;sp.;;;;;;True;;;;True;;;True;;;True;;True;Camillo Schneider;;False;;;True;;True;;;;;True;Berberis ×parsonsii C.K.Schneid.;;;;
B;Herbarium Berolinense;B101199370;11;10043764;BERBERIDACEAE;indet.;sp.;;;False;;;True;;;;True;;;True;;;True;;True;;;True;;;True;;True;;;;;True;Berberis ×parsonsii C.K.Schneid.;;;;
B;Herbarium Berolinense;B101199368;11;10043764;BERBERIDACEAE;indet.;sp.;;Indien;False;;;;Himachal Pradesh;;;;R. E. Cooper;;False;30/08/1916 - 30/08/1916;False;False;5522;False;;;True;Punjab. Gondla Lahul, Altitude 10,000';;False;;True;32.50146 , 77.03014;;;;;Berberis parisepala Ahrendt;;;;
B;Herbarium Berolinense;B101199367;11;10043764;BERBERIDACEAE;indet.;sp.;;China;False;;;;Yunnan(云南);;;;"B. Bartholomew; D. E. Boufford; H. W. Li; C. G. Ma; D. H. Nicolson; T. S. Ying; S. W. Yu";;;18/07/1984 - 18/07/1984;False;False;1114;False;;;True;Dali Xian, Diancang Shan mountain ränge. Vicinity of Huadianba herbal medicine farm. Disturbed forests & thickets along N facing ravines. Elevation 2900-3300 m;;False;;True;25.883333333333333 , 100.01666666666667;;;;;Berberis papillifera (Franch.) Koehne;;;;
B;Herbarium Berolinense;B101199365;11;10043764;BERBERIDACEAE;indet.;sp.;;Indien;False;;;False;Jammu and Kashmir;;;;O. Polunin;;False;13/09/1956 - 13/09/1956;False;False;56/801;False;Anonymous (Brit. Museum);;False;Khelanmarg. 8,000 ft. In forest clearings;False;;;True;34.029526853220766 , 74.38838481903078;;;;False;Berberis pachyacantha Bien. ex Koehne;;;;
B;Herbarium Berolinense;B101199364;11;10043764;BERBERIDACEAE;indet.;sp.;;Indien;;;;False;Jammu and Kashmir;;;False;O. Polunin;;;13/08/1956 - 13/08/1956;;;56/252;;Anonymous (Brit. Museum);;;Khelanmarg, 10,800 ft. Tall scrub in forest clearing.;;False;;True;34.0371 , 74.3537;;;;;Berberis pachyacantha Bien. ex Koehne;;;;
B;Herbarium Berolinense;B101199366;11;10043764;BERBERIDACEAE;indet.;sp.;;Indien;;;;False;Jammu and Kashmir;;;False;O. Polunin;;False;08/09/1956 - 08/09/1956;False;False;748;False;;;True;Kashmir. Gangabal. 12,000 ft. Among Juniperus scrub.;;False;;True;34.42475258189121 , 74.93774457610299;;;;;Berberis pachyacantha Bien. ex Koehne;;;;
B;Herbarium Berolinense;B101199362;11;10043764;BERBERIDACEAE;indet.;sp.;;Pakistan;;;;False;Gilgit-Baltistan;;;False;Nüsser;;False;20/06/1994 - 20/06/1994;;;1154;False;B. Dickoré;;False;Nanga Parbat. Northern Areas. Sommersiedlung Martal, buschbestandene Artemisia-Steppe 2920 m, Exposition 150, Neigung 15;False;;;True;35.52505851153312 , 74.48544523273189;;;;False;Berberis orthobotrys Bien. ex Aitch.;;;;
B;Herbarium Berolinense;B101199361;11;10043764;BERBERIDACEAE;indet.;sp.;;Pakistan;;;;False;Gilgit-Baltistan;;;False;Nüsser;;;17/06/1994 - 17/06/1994;;;1079;;B. Dickoré;;;Northern Areas, Sommersiedlung Martal, Gor-Region, Übergangsbereich zwischen Flur und Koniferenwald, 2930 m, Exposition 90, Neigung 20;;False;;True;35.52629532883827 , 74.48657512664796;;;;;Berberis orthobotrys Bien. ex Aitch.;;;;
B;Herbarium Berolinense;B101199886;11;10043764;BERBERIDACEAE;indet.;sp.;"""mehrere Belege mit widersprüchlichen Angaben""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B;Herbarium Berolinense;B100140331;11;10043764;BERBERIDACEAE;indet.;sp.;;Zypern;;;;False;Lemesos(Λεμεσός);;;;R. Hand;;;10/05/1999 - 10/05/1999;;;3175;;R. Hand;;;Kyperounta S slope Madhari c. 1 km N/NE, open banks of ways in macchia, alt. c. 1350 m;False;;Ralf Hand;;34.949518441363196 , 32.983789443969734;;;;False;Berberis cretica L.;;;;
B;Herbarium Berolinense;B100163203;11;10043764;BERBERIDACEAE;indet.;sp.;;Zypern;;;;False;Lemesos(Λεμεσός);;;False;A. Charalambous;;;13/07/2002 - 13/07/2002;;;3574;;R. Hand;;;Pano Platres, c. 200 m above Caledonia Falls at the track alt. c. 1500 m;;False;Ralf Hand;;34.898603089632246 , 32.867424488067634;;;;;Berberis cretica L.;;;;
B;Herbarium Berolinense;B101199889;11;10043764;BERBERIDACEAE;indet.;sp.;;Türkei;False;;;;Denizli;;;;C. Regel;;False;13/08/1932 - 13/08/1932;False;False;;True;C. Regel;;False;In monte Honaz-Dag, Asia Minor, alt. 1850 m.;False;;C. Regel;False;37.6807830088387 , 29.2646598815918;;;;False;Berberis cretica L.;;;;
B;Herbarium Berolinense;B101199880;11;10043764;BERBERIDACEAE;indet.;sp.;;Griechenland;;;;False;Kreta (Kríti);;;False;G. C. Spreitzenhofer;;;21/07/1882 - 21/07/1882;;;;True;;;True;Auf den Bergen westlich von Askyphos in 1 bis 2 Fuß hohen Sträuchern. In der Alpenregion des Hagios Theodoros in Zwergform knapp an die Felsen sich anschmiegend.;False;;G. C. Spreitzenhofer;False;35.29074879702828 , 24.164428710937504;;;;;Berberis cretica L.;;;;
B;Herbarium Berolinense;B101199877;11;10043764;BERBERIDACEAE;indet.;sp.;;Deutschland;True;;;;Berlin;;;;Lind. [Lindblad];;False;01/01/1855 - 31/12/1855;;;;True;;;True;H. Ber. [Hortus Berolinensis];;False;;True;;;;;True;Berberis cretica L.;;;;
B;Herbarium Berolinense;B101199876;11;10043764;BERBERIDACEAE;indet.;sp.;;Deutschland;True;;;;Berlin;;;;C. Koch;;;;;True;;True;;;True;H. Berol. [Hortus Berolinensis];False;;;True;;;;;True;Berberis cretica L.;;;;
B;Herbarium Berolinense;B101199879;11;10043764;BERBERIDACEAE;indet.;sp.;;Griechenland;;;;False;Attika (Attikí);;;False;De Heldreich;;;24/05/1896 - 02/07/1896;;;;True;;;True;in regione abietina m. Parnethis, alt. 3000'–4500';;False;;True;38.151634917030165 , 23.73072624206543;;;;;Berberis cretica L.;;;;
B;Herbarium Berolinense;B101199878;11;10043764;BERBERIDACEAE;indet.;sp.;;Griechenland;;;;False;Kreta (Kríti);;;False;E. Reverchon;;;20/06/1883 - 20/06/1883;;;;True;;;True;Montagnes de Lakous;;False;Victor Engelhardt;False;35.36931531378165 , 23.909769058227543;;;;;Berberis cretica L.;;;;
B;Herbarium Berolinense;B109004243;11;10043764;BERBERIDACEAE;indet.;sp.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B;Herbarium Berolinense;B101199885;11;10043764;BERBERIDACEAE;indet.;sp.;;Griechenland;;;;False;Kreta (Kríti);;;False;Kurt Faber;;;10/05/1975 - 10/05/1975;;;KR50;;;;True;Samaria-Schlucht, 1200 m;;False;Kurt Faber;False;35.3075 , 23.91861111111111;;;;;Berberis cretica L.;;;;
B;Herbarium Berolinense;B101199882;11;10043764;BERBERIDACEAE;indet.;sp.;;Griechenland;;;;False;Attika (Attikí);;;False;Orphanides;;;;;True;;True;;;True;In M. Ozia Atticae.;;False;L. C. Treviranus;False;38.161286123338385 , 23.730640411376953;;;;;Berberis cretica L.;;;;
B;Herbarium Berolinense;B101199883;11;10043764;BERBERIDACEAE;indet.;sp.;;Griechenland;;;;False;Kreta (Kríti);;;False;Sieberus;;;03/01/1817 - 25/11/1817;;False;;True;;;True;In Ins. Creta;;False;L. C. Treviranus;False;;;;;True;Berberis cretica L.;;;;
B;Herbarium Berolinense;B101199884;11;10043764;BERBERIDACEAE;indet.;sp.;;Polen;True;;;False;Dolnośląskie;;;False;;;True;01/01/1825 - 31/12/1825;;;;True;;;True;Ex h. bot. Wratisl.;;False;L. C. Treviranus;;;;;;True;Berberis cretica L.;;;;
B;Herbarium Berolinense;B101199881;11;10043764;BERBERIDACEAE;indet.;sp.;;Griechenland;;;;False;Thessalien (Thessalía);;;False;K. H. Rechinger;;False;15/08/1969 - 15/08/1969;;;38039;;;;True;Mons Olympos, in declivibus austro-orientalibus inter Leptokarya et Karya, 800-1200 m;;False;;True;40.02557697781649 , 22.480301856994632;;;;;Berberis cretica L.;;;;
B;Herbarium Berolinense;B100725705;11;10043764;BERBERIDACEAE;indet.;sp.;;Griechenland;;;;False;Peloponnes (Pelopónnisos);;;False;M. Erben;;;25/06/1986 - 25/06/1986;;;;True;;;True;Nom. Messinia: Taygetos, am Aufstieg vom Kataphygion des Alpin-Klubs Sparta über die Ostflanke des Profitis Ilias bis zur Scharte. 1800-2000 m.;;False;M. Erben;;36.95582585938702 , 22.36151218414307;;;;;Berberis cretica L.;;;;
