specimen - institute;specimen - collection;specimen - code;mission - id;mission - originalID;specimen - family;specimen - genus;specimen - specific_epithet;unusable - cause;country - country;country - growned_plant;country - guessed;country - not_sure;country - no_info;region1 - region;region1 - guessed;region1 - not_sure;region1 - no_info;collect_date - collect_date;collect_date - not_sure;collect_date - no_info;region2 - region;region2 - guessed;region2 - not_sure;region2 - no_info;onecollector - collector;onecollector - not_sure;onecollector - no_info;collector - collector;collector - other_collectors;collector - not_sure;collector - no_info;collect_number - ;collect_number - no_info;owner - question_1;owner - no_info;identifier - identifier;identifier - not_sure;identifier - no_info;locality - locality;locality - not_sure;locality - no_info;geo4 - position;geo4 - description;geo4 - not_sure;geo4 - no_info;scientific_name - scientific_name;geo - position;geo - radius;geo - description;geo - not_sure;geo - no_info
B;Herbarium Berolinense;B 10 1181654;6;7214637;ACANTHACEAE;Blepharis;procumbens;;;;;;True;;;;True;;;True;;;;;;;True;;;;;;True;;True;K. Vollesen;;;;;True;;;;;;;;;;True
B;Herbarium Berolinense;B 10 1181703;6;7214637;ACANTHACEAE;Brillantaisia;lamium;;Kamerun;False;;;;Sud;;;;01/10/1913 - 31/10/1913;False;False;;;;;G. Zenker;;False;;;;;396;False;;True;;;True;Bipinde [Bipindi];False;;;;;;;3.0778339 , 10.4111532;;;;False
B;Herbarium Berolinense;B 10 1181737;6;7214637;ACANTHACEAE;Brillantaisia;vogeliana;;Kamerun;False;;;;Sud-Ouest;;;;01/10/1929 - 31/10/1929;;;;;;;T. D. Maitland;;;;;;;757;;;True;;;True;Britsh Cameroons: Victoria, by river;;False;;;;;;4.0108069704860965 , 9.205383531475691;;;;
B;Herbarium Berolinense;B 10 1181735;6;7214637;ACANTHACEAE;Brillantaisia;ulugurica;;Tansania;False;;;;Mbeya;;;;01/01/1910 - 31/12/1910;False;False;;;;;A. Stolz;;False;;;;;152;False;;True;;;True;Nyassa Hochland – Station Kyimbila, Seehöhe;False;;;;;;;-9.4833387 , 33.916029;;;;False
B;Herbarium Berolinense;B 10 0557184;6;7214637;ACANTHACEAE;Carlowrightia;californica;;Mexiko;False;;;;Baja California Sur;;;;21/02/1947 - 21/02/1947;False;False;;;;;Lincoln Constance;;False;;;;;3181;False;;True;;;True;Hills 2 miles north of Miraflores,  Distrito del Sur. Dense thickest of Bursea, Jatropha, Opuntia and other cacti.;False;;;;;;;23.380943854776763 , -109.7798538208008;;;;False
B;Herbarium Berolinense;B 10 0677803;6;7214637;ACANTHACEAE;Chlamydacanthus;sp.;;Tansania;False;;;;Tanga;;;;18/03/1918 - 18/03/1918;False;False;;;;;A. Peter;;False;;;;;60649;False;A. Peter, Reisen in Afrika 1913/16;False;;;True;D Ost Afrika, Tanga: Kilomoni [Kiomoni] →  die Siga Höhlen, Wald. Z.3;False;;;;;;;-5.071455 , 39.009619;;;;
B;Herbarium Berolinense;B 10 1181780;6;7214637;ACANTHACEAE;Chaetothylax;tocantinus;;Brasilien;False;;;;Mato Grosso;;;;01/01/1899 - 31/12/1899;False;False;;;;;Pilger;;False;;;;;696;False;;True;;;True;;;True;;;;;;;;;;True
B;Herbarium Berolinense;B 10 1181766;6;7214637;ACANTHACEAE;Chaetacanthus;burchellii;;Südafrika;True;;;;Mpumalanga;;;False;23/09/1989 - 24/09/1989;False;False;;;;;W. Greuter;;False;;;;;21445;False;W. Greuter;False;;;True;"E. Transvaal: Lowveld Botanic Garden N. of Nelspruit, Crocodile river valley; granite; alt. c. 650 m. Cultivated";False;;;;;;;-25.443972602744743 , 30.975009308520445;;;;False
B;Herbarium Berolinense;B 10 0013519;6;7214637;ACANTHACEAE;Chaetacanthus;burchellii;;Südafrika;False;;;;KwaZulu-Natal;;;;15/11/1989 - 15/11/1989;False;False;;;;;K. Balkwill & M-J. Balkwill;;False;;;;;5045;False;;True;K. Balkwill;;False;Natal, Weenen District, Tugela River Valley, on the farm Kaisha. On hill above camp. Alt.: 850 m. Valley Bushveld. In hot valley, on north-facing slope.;False;;;;;;;-28.734444444444446 , 30.124444444444446;;;;False
B;Herbarium Berolinense;B 10 0113109;6;7214637;ACANTHACEAE;Crossandra;johanninae;;Jemen;False;;;;Abyan;;;;22/11/2000 - 22/11/2000;False;False;;;;;Bruno Mies;;False;;;;;1773;False;Bruno Mies;False;P. Hein;;False;Wadi An Saria S of Jebel Urays, volcanic caldeira 25 km E of Shuqra. 400-780 m a.s.l. Expos S. soil from volcanic tuffits. woodland.;False;;;;;;;13.4666 , 45.9166;;;;False
B;Herbarium Berolinense;B 10 1181832;6;7214637;ACANTHACEAE;Crossandra;guineensis;;Kamerun;;;;False;Sud;;;False;01/01/1897 - 31/12/1897;;;;;;;G. Zenker;;;;;;;1348;;;True;;;True;Bipinde. Urwaldgebiet.;;False;;;;;;3.0778339 , 10.4111532;;;;
B;Herbarium Berolinense;B 10 0652779;6;7214637;ACANTHACEAE;Crossandra;guineensis;;Tansania;False;;;;Tanga;;;;07/04/1915 - 07/04/1915;False;False;;;;;Kirchheim;;;;;;;60136;;;True;;;True;D Ost Afrika, O Usambara: bei Ngambo. c. 950 m ü. M.;False;;;;;;;-5.05 , 38.65;;;;False
B;Herbarium Berolinense;B 10 0677184;6;7214637;ACANTHACEAE;Crossandra;guineensis;;Tansania;;;;False;Tanga;;;False;10/10/1915 - 10/10/1915;;;;;;;A. Peter;;;;;;;60330;;A. Peter, Reisen in Afrika 1913-1915;False;;;True;D Ost Afrika, O Usambara: am Bomole bei Amani. c. 1000 m ü. M.;;False;;;;;;-5.1006912468256465 , 38.59771728515626;;;;
B;Herbarium Berolinense;B 10 0677151;6;7214637;ACANTHACEAE;Crossandra;guineensis;;Tansania;False;;;;Tanga;;;;25/05/1917 - 25/05/1917;False;False;;;;;A. Peter;;False;;;;;60522;False;A. Peter, Reisen in Afrika 1913/16;False;;;True;D Ost Afrika, O Usambara: Derema → Nganbo, Urwald. c. 850 m ü. M., V.2 Z.2;False;;;;;;;-5.055988173695376 , 38.62003326416016;;;;
B;Herbarium Berolinense;B 10 0677338;6;7214637;ACANTHACEAE;Crossandra;guineensis;;Tansania;False;;;;Tanga;;;;14/05/1918 - 14/05/1918;False;False;;;;;A. Peter;;False;;;;;60658;False;A. Peter, Reisen in Afrika 1913/16;False;;;True;D Ost Afrika, O Usambara: Urwald Ngambo → Derema, im Schatten. c. 850 m ü. M.;False;;;;;;;-5.083953303987783 , 38.642435073852546;;;;
B;Herbarium Berolinense;B 10 0677269;6;7214637;ACANTHACEAE;Crossandra;guineensis;;Tansania;;;;False;Tanga;;;False;18/02/1917 - 18/02/1917;;;;;;;A. Peter;;;;;;;60511;;A. Peter, Reisen in Afrika 1913/16;False;;;True;"D Ost Afrika, O Usambara: Urwald Amani → Monga, alter verwark; c. 930 m ü. M.";False;;;;;;;-5.094876453376537 , 38.6265778541565;;;;
B;Herbarium Berolinense;B 10 1181857;6;7214637;ACANTHACEAE;Crossandra;pungens;;Tansania;;;;False;Tanga;;;False;05/11/1965 - 05/11/1965;;;;;;;H. G. Faulkner;;;;;;;3698;;;True;;;True;"Kiomooni [Kiomoni]; In shady clump of bushes. Altitude: Sea-level";False;;;;;;;-5.0667 , 39.05;;;;
B;Herbarium Berolinense;B 10 1181894;6;7214637;ACANTHACEAE;Crossandra;sp.;;Madagaskar;;;;False;Fianarantsoa;;;False;22/12/1959 - 22/12/1959;;;;;;;H-J Schlieben;;False;;;;;8245;;;True;;;True;Ranohira, Isalo-Gebirge. 900 m ü. M.;;False;;;;;;-22.56757326600543 , 45.36872863769532;;;;
B;Herbarium Berolinense;B 10 1066920;6;7214637;ACANTHACEAE;Anisotes;rogersii;;Südafrika;False;;;;Limpopo;;;;23/01/1959 - 23/01/1959;False;False;;;;;E. Werdermann et H.-D. Oberdieck;;False;;;;;1985;;;True;;;True;"Transvaal, Strasse Louis Prichardt [Trichardt]-Messina, Abzweigung Waterport; 1300 m.";;False;;;;;;-22.8861386653211 , 29.859037399291996;;;;False
B;Herbarium Berolinense;B 10 1066919;6;7214637;ACANTHACEAE;Anisotes;rogersii;;Südafrika;False;;;;Limpopo;;;;08/01/1963 - 08/01/1963;False;False;;;;;B. de Winter;;False;;;;;7808;False;;True;Claus Baden;;False;Prov. Transvaal, Dist. Soutpansberg. 1 - 2 m N. of Tschipise on road to Messina (from rd. junction). Open gravelly flats with mixed bush.;False;;;;;;;-22.493 , 30.633;;;;False
B;Herbarium Berolinense;B 10 1066917;6;7214637;ACANTHACEAE;Anisotes;rogersii;;Simbabwe;False;;;;Masvingo;;;;27/04/1961 - 27/04/1961;False;False;;;;;R. O. B. Rutherford-Smith;;False;;;;;704;False;;True;Claus Baden;;False;Rhodesia, Nuanetsi [Mwenezi]. By Nuanetsi R., below gorge. Grassy slope facing watercourse.;False;;;;;;;-21.42630499769706 , 30.720777511596683;;;;False
B;Herbarium Berolinense;B 10 1066915;6;7214637;ACANTHACEAE;Anisotes;parvifolius;;Kenia;False;;;;Coast;;;False;11/09/1953 - 11/09/1953;False;False;;;;;R. B. Drummond and J. H. Hemsley;;False;;;;;4265;False;;True;Claus Baden;;False;Kwale District. Near Taru between Samburu and Mackinnon Road, 350 m. Acacia Commiphora thornbush.;False;;;;;;;-3.740346302060729 , 39.13269996643067;;;;False
B;Herbarium Berolinense;B 10 1067217;6;7214637;ACANTHACEAE;Barleria;eranthemoides;;Somalia;;;;False;Togdheer;;;False;01/03/1895 - 31/03/1895;;;;;;;Edith Cole;;;;;;;;True;;True;C. B. Clarke;;;Somali Land. Dooloo, shrub;;False;;;;;;;;;;True
B;Herbarium Berolinense;B 10 1067215;6;7214637;ACANTHACEAE;Barleria;eranthemoides;;Äthiopien;;;;False;;;;True;01/01/1854 - 31/12/1854;;;;;;;W. Schimper;;;;;;;1175;;;True;C. B. Clarke;;;Abyssinie.;;False;;;;;;;;;;True
B;Herbarium Berolinense;B 10 0158365;6;7214637;ACANTHACEAE;Acanthus;greuterianus;;Griechenland;;;;False;Westmakedonien (Dytikí Makedonía);;;False;24/05/1993 - 24/05/1993;;;;;;;Willing;;;;;;;28.135;;Willing;False;Sven & Britt Snogerup;;;"Nom. Kozanis, Ep. Kozanis, 3,3 km OSO Metaxas (Koz 116 b); Felsfluren auf Kalk. Höhe: 850 m";;False;;;;;;40.07 , 21.996666666666666;;;;
B;Herbarium Berolinense;B 10 1066650;6;7214637;ACANTHACEAE;Acanthus;eminens;;Äthiopien;False;;;;Southern Nations;;;;19/12/1963 - 19/12/1963;False;False;;;;;W. J. J. O. de Wilde et B. E. E. de Wilde-Duyfjes;;False;;;;;9344;False;;True;G. J. H. Amshoff;;False;Bonga, beyond R.C.Mission. Alt.: ± 1900 m. Montane forest. Along creek in more or less open places.;False;;;;;;;7.266352581182727 , 36.27136230468751;;;;False
B;Herbarium Berolinense;B 10 1066649;6;7214637;ACANTHACEAE;Acanthus;eminens;;Äthiopien;False;;;;Oromia;;;False;07/12/1952 - 07/12/1952;False;False;;;;;J. B. Gillett;;False;;;;;14665;False;;True;;;True;"Alt. 6600 ft., S. Ethiopia, Alt. 1750 - 2100 m. Dissected plateau; lavas, humus - rich forest soils and red loams where the forest is destroyed. Border between Combretum-Faurea etc. fire-swept tree-grassland to west and Podocarpus-Albizzia etc. evergreen forest to east, the latter mostly degraded by shifting cultn. Rainfall possibly c. 900 m., maximum in May, dry from Nov. - March.";False;;;;;;;5.604794798936655 , 38.238000869750984;;;;False
B;Herbarium Berolinense;B 10 1067229;6;7214637;ACANTHACEAE;Barleria;galpinii;;Südafrika;False;;;;Limpopo;;;;20/01/1955 - 20/01/1955;False;False;;;;;A. D. J. Meeuse;;False;;;;;9596;False;;True;;;True;Transvaal, Pietersburg. nr. Chuniespoort about 2 miles on road to Malipsdrif. Rocky slope;False;;;;;;;-24.24 , 29.53;;;;False
B;Herbarium Berolinense;B 10 0205937;6;7214637;ACANTHACEAE;Barleria;galpinii;;Südafrika;False;;;;Limpopo;;;;29/04/1995 - 29/04/1995;False;False;;;;;K. Balkwill & M-J. Balkwill;;False;;;;;9265;False;;True;K. Balkwill;;False;Soutpansberg District, Waterpoort area, Vancollers Pass. Alt.: 900 m;False;;;;;;;-22.915791007325883 , 29.617424011230472;;;;False
B;Herbarium Berolinense;B 10 1067259;6;7214637;ACANTHACEAE;Barleria;kaloxytona;;Angola;False;;;;Huambo;;;;01/02/1908 - 28/02/1908;False;False;;;;;Wellmann;;False;;;;;1598;False;;True;;;True;Quiaca, 1360 m. Meereshöhe.;False;;;;;;;-12.733333333333333 , 15.083333333333334;;;;False
B;Herbarium Berolinense;B 10 1067261;6;7214637;ACANTHACEAE;Barleria;kaloxytona;;Namibia;False;;;;Erongo;;;;03/04/1955 - 03/04/1955;False;False;;;;;R. Seydel;;False;;;;;457;False;R. Seydel;False;;;True;Namibrand Karibib, Nudis, auf steinigem Boden. Altitudo: ca. 1000 m;False;;;;;;;-22.166666666666668 , 15.583333333333334;;;;False
B;Herbarium Berolinense;B 10 0423613;6;7214637;ACANTHACEAE;Barleria;lancifolia;;Botswana;False;;;;Ghanzi;;;;27/03/1969 - 27/03/1969;False;False;;;;;R. J. de Hoogh;;False;;;;;195;False;;True;;;True;Farm 47, plot 3.;False;;;;;;;-21.7 , 21.65;;;;False
B;Herbarium Berolinense;B 10 1067279;6;7214637;ACANTHACEAE;Barleria;lanceolata;;Namibia;False;;;;Karas;;;;28/11/1963 - 28/11/1963;False;False;;;;;R. Seydel;;False;;;;;3764;False;R. Seydel;False;;;True;Kalaharirand.  Regio: Oas  ca. 1400 m;False;;;;;;;-22.6 , 19.4;;;;False
B;Herbarium Berolinense;B 10 1067274;6;7214637;ACANTHACEAE;Barleria;lanceolata;;Namibia;;;;False;Khomas;;;False;;;True;;;;;J. W. Giess;;;;;;;1806;;J. W. H. Giess,H. u. E. Walter;False;Merxmüller;;;Südwestafrika, F. Bergland - Arovley, Bez. Rehoboth, südl. von Windhoek;;False;;;;;;-22.98702 , 17.144476;;;;
B;Herbarium Berolinense;B 10 1067273;6;7214637;ACANTHACEAE;Barleria;lanceolata;;Namibia;False;;;;Omaheke;;;False;01/05/1949 - 31/05/1949;False;False;;;;;Liebenberg;;False;;;;;4591;False;;True;;;True;32 m from Omitara, S.W.A. Sandy gravely soils. Low scattered.;False;;;;;;;;;;;True
B;Herbarium Berolinense;B 10 1067328;6;7214637;ACANTHACEAE;Barleria;lancifolia;;Namibia;;;;False;Khomas;;;False;10/05/1953 - 10/05/1953;;;;;;;G. Schwerdtfeger;;;;;;;2/ 320;;H. u. E. Walter;;Merxmüller;;;Südwestafrika, Erosgebirge, Bez. Windhuk;;False;;;;;;-22.533333333333335 , 17.116666666666667;;;;
B;Herbarium Berolinense;B 10 1067381;6;7214637;ACANTHACEAE;Barleria;meyeriana;;Südafrika;False;;;;KwaZulu-Natal;;;;21/02/1999 - 21/02/1999;False;False;;;;;K. Balkwill, M-J. Balkwill, R. K. Brummitt and T. Daniels;;False;;;;;10995;False;;True;K. Balkwill;;False;Umzinto District, Vernon Crookes Nature Reserve. Near north west corner of reserve. Alt.: 400 m. Edge of valley bushveld.;False;;;;;;;-30.25740027765503 , 30.566668510437015;;;;False
B;Herbarium Berolinense;B 10 1067364;6;7214637;ACANTHACEAE;Barleria;mackenii;;Namibia;False;;;;Kunene;;;;01/04/1957 - 01/04/1957;False;False;;;;;B. de Winter + Leistner;;False;;;;;5297;False;;True;;;True;Kaokoveld. Brown loam Flats at foot of Koppies near Ohopoho [Opuwo].;False;;;;;;;-18.06263870801125 , 13.819770812988283;;;;False
B;Herbarium Berolinense;B 10 0013488;6;7214637;ACANTHACEAE;Barleria;ovata;;Südafrika;False;;;;Mpumalanga;;;;30/01/1991 - 30/01/1991;False;False;;;;;M. Stalmans;;False;;;;;2137;False;;True;K. Balkwill;;False;Transvaal, White River District. Mthethomusa. Road between Matsulu and Bongani. Alt.: 800 m. Woodland. Rocky, well drained loamy sand. In partial shade.;False;;;;;;;-25.459782326443783 , 31.29069328308106;;;;False
B;Herbarium Berolinense;B 10 0013487;6;7214637;ACANTHACEAE;Barleria;ovata;;Südafrika;False;;;;Mpumalanga;;;;20/02/1992 - 20/02/1992;False;False;;;;;M. Stalmans;;False;;;;;2672;False;;True;K. Balkwill;;False;Transvaal, Eerstehoek District, Songimvelo Game Reserve, On the farm Geluk. Western boundary fence. Alt.: 1420 m. Recently burned Protea shrubland. In well drained rocky, clayey loam.;False;;;;;;;-25.931571823906857 , 30.988397598266605;;;;False
B;Herbarium Berolinense;B 10 1066746;6;7214637;ACANTHACEAE;Acanthus;mollis;"""Zu viele Belege""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B;Herbarium Berolinense;B 10 0029095;6;7214637;ACANTHACEAE;Barleria;heterotricha;;Südafrika;False;;;;Limpopo;;;;04/02/1959 - 04/02/1959;False;False;;;;;A. D. J. Meeuse;;False;;;;;10547;False;;True;;;True;"Transvaal; Dist. Waterberg ±41.6 mls. N of Vaalwater on Beauty rd, rocky ledges in semi-shade.";False;;;;;;;-23.62297039253968 , 28.120193481445316;;;;False
B;Herbarium Berolinense;B 10 1051055;6;7214637;ACANTHACEAE;Barleria;gueinzii;;Südafrika;False;;;;Mpumalanga;;;;13/03/2014 - 13/03/2014;False;False;;;;;"K. Balkwill, Reddy, R. A.; Turpin, B. C.; Loocke, L. & Kruger";;False;;;;;12954;False;;True;Balkwill, K.;;False;Barberton District, on the farm Dycedale 368 JU. Between the gate and reception centre. Forest margin, climbing on a tree.;False;;;;;;;-25.7797 , 31.0997;;;;False
B;Herbarium Berolinense;B 10 1067238;6;7214637;ACANTHACEAE;Barleria;gueinzii;;Südafrika;False;;;;Limpopo;;;;17/02/1985 - 17/02/1985;False;False;;;;;J. E. Burrows;;False;;;;;3508;False;;True;J. E. Burrows;;False;Transvaal, Letaba District, The Downs. Upper Mohlapitse River Valley, W. of The Downs. Alt.: 1000 m. Rocky hillside in thick scrub.;;False;;;;;;-24.052754010296656 , 30.03642797470093;;;;False
B;Herbarium Berolinense;B 10 1067255;6;7214637;ACANTHACEAE;Barleria;kaloxytona;;Namibia;False;;;;Otjozondjupa;;;;08/01/1953 - 08/01/1953;False;False;;;;;H. u. E. Walter;;False;;;;;932;False;H. u. E. Walter;False;Merxmüller;;False;Südwestafrika, F. Osib, Bez. Grootfontein;False;;;;;;;-19.552777777777777 , 17.218055555555555;;;;False
B;Herbarium Berolinense;B 10 1067241;6;7214637;ACANTHACEAE;Barleria;induta;"""Kein Belege""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1067340;6;7214637;ACANTHACEAE;Barleria;lancifolia;;Namibia;;;;False;Kunene;;;False;15/01/1953 - 15/01/1953;;;;;;;G. Schwerdtfeger, H. u. E. Walter;;False;;;;;1/183;;H. u. E. Walter;False;Meyer;;;Südwestafrika, F. Ondaura Bez. Ontjo, Quarzkopf;;False;;;;;;-19.604007 , 14.759695;;;;
B;Herbarium Berolinense;B 10 1067335;6;7214637;ACANTHACEAE;Barleria;lancifolia;;Namibia;;;;False;Khomas;;;False;15/11/1952 - 15/11/1952;;;;;;;H. u. E. Walter;;;;;;;51;;H. u. E. Walter;;Hainz;;;Südwestafrika, F. Voigtland, Bez. Windhoek, Bismarckberge;;False;;;;;;-22.5610317 , 17.3231961;;;;
B;Herbarium Berolinense;B 10 1067380;6;7214637;ACANTHACEAE;Barleria;merxmuelleri;;Namibia;False;;;;Erongo;;;;13/05/1959 - 13/05/1959;False;False;;;;;R. Seydel;;False;;;;;1985;False;;True;;;True;Südwest-Afrika, Okongawa, Marmorriff;;False;;;;;;-22.1 , 15.933333333333334;;;;
B;Herbarium Berolinense;B 10 1067378;6;7214637;ACANTHACEAE;Barleria;merxmuelleri;;Namibia;False;;;;Erongo;;;;09/05/1958 - 09/05/1958;False;False;;;;;R. Seydel;;False;;;;;1552;False;R. Seydel;False;;;True;Randgebiet, Karibib. Altitudo: ca 1300m;False;;;;;;;-21.962230911768298 , 15.87155342102051;;;;False
B;Herbarium Berolinense;B 10 1067376;6;7214637;ACANTHACEAE;Barleria;merxmuelleri;;Namibia;False;;;;Erongo;;;;27/03/1957 - 27/03/1957;False;False;;;;;R. Seydel;;False;;;;;1052;False;R. Seydel;False;;;True;Marmorriff Karibib;False;;;;;;;-21.9156257767371 , 15.858764648437502;;;;False
B;Herbarium Berolinense;B 10 1066992;6;7214637;ACANTHACEAE;Asteracantha;longifolia;;Äthiopien;False;;;;Oromia;;;;16/12/1952 - 16/12/1952;False;False;;;;;J. B. Gillett;;False;;;;;14747;False;;True;;;True;Valley east of Amaro Mts., S. Ethiopia, Alt. 1320-1500 m. Lava ridges with Acacia - Commophora - Combretum scrub alternating with Acacia spirocarpa etc. Capparidaceae tree-grass-land on alluviam, probably flooded in rains.;False;;;;;;;5.583333333333333 , 38.06666666666667;;;;False
B;Herbarium Berolinense;B 10 1066647;6;7214637;ACANTHACEAE;Acanthus;dioscoridis var. strausii;;Iran;False;;;;West Azarbaijan;;;;01/01/1898 - 31/12/1898;False;False;;;;;Th. Strauss;;False;;;;;;True;J. Bornmüller;False;J. Bornmüller;;False;[...] Tachti-Soleiman [Takht-i Suleiman];True;;;;;;;36.60452295 , 47.2347636124424;;;;False
B;Herbarium Berolinense;B 10 0643025;6;7214637;ACANTHACEAE;Acanthus;arboreus;;Burundi;;;;False;Makamba;;;False;08/03/1926 - 08/03/1926;;;;;;;A. Peter;;;;;;;38433;;A. Peter, Reisen in Afrika 1925/26;;;;True;Deutsch-Ost Afrika [sic!], Urundi: Mukayagoro [Kayogoro] → Mugeni, breiter Talgrund. 1400-1350 m ü. M., V.- Z.3;False;;;;;;;-4.105968621445777 , 29.987783432006836;;;;
B;Herbarium Berolinense;B 10 0643021;6;7214637;ACANTHACEAE;Acanthus;arboreus;;Burundi;False;;;;Makamba;;;;04/03/1926 - 04/03/1926;False;False;;;;;A. Peter;;False;;;;;38227;False;A. Peter, Reisen in Afrika 1925/26;False;;;True;Deutsch-Ost Afrika [sic!], Urundi: bei Niakassu nördlich. c. 1900 m ü. M., V.1 Z.3;;False;;;;;;-3.9 , 30.116666666666667;;;;False
B;Herbarium Berolinense;B 10 0675094;6;7214637;ACANTHACEAE;Acanthus;arboreus;;Tansania;;;;False;Kigoma;;;False;24/02/1926 - 24/02/1926;;;;;;;A. Peter;;;;;;;37502;;A. Peter, Reisen in Afrika 1925/26;;;;True;Deutsch-Ost Afrika [sic!], Uha: Kassulo [Kasulu] → Kivumba, starker Bach. c. ±1350 m ü. M., V.- Z.3;False;;;;;;;-4.587 , 30.436;;;;
B;Herbarium Berolinense;B 10 0013437;6;7214637;ACANTHACEAE;Acanthus;arboreus;;Ruanda;;;;False;Est;;;False;19/08/1974 - 19/08/1974;;;;;;;P. Van der Veken;;;;;;;10877;;;True;;;True;Rusumo, collines en amont des chutes, près de l'Akagera. Altitude: ± 1500 m, Préfecture: Kibungo. Savane à Hyparrhenia (10850), Beckeropsis, Setaria kagerensis, Andropogon duemmeri, Acacia gerrardii, Lannea schimperi etc.;False;;;;;;;-2.381973 , 30.801888;;;;
B;Herbarium Berolinense;B 10 0215090;6;7214637;ACANTHACEAE;Aphelandra;squarrosa;;Brasilien;False;;;;Rio de Janeiro;;;;07/06/1982 - 07/06/1982;False;False;;;;;R. R. Guedes et al;;False;;;;;285;False;;True;;;True;Magé;False;;;;;;;-22.6604221 , -43.0426162;;;;False
B;Herbarium Berolinense;B 10 1066943;6;7214637;ACANTHACEAE;Aphelandra;micans;;Deutschland;True;;;;Berlin;;;;10/11/1921 - 10/11/1921;False;False;;;;;R. Schlechter;;False;;;;;;True;;True;;;True;Cult. in Hort. Bot. Dahlem: [Heimat] Venezuela;False;;;;;;;;;;;True
B;Herbarium Berolinense;B 10 1066941;6;7214637;ACANTHACEAE;Aphelandra;maculata;;Peru;False;;;;;;;True;;;True;;;;;;;True;;;;;;True;Ruiz & Pavon;False;Mildbraed;;False;;;True;;;;;;;;;;True
B;Herbarium Berolinense;B 10 0070164;6;7214637;ACANTHACEAE;Aphelandra;chamissoniana;;Brasilien;False;;;;Paraná;;;;23/03/2001 - 23/03/2001;False;False;;;;;J. M. Silva, E. Barbosa & E. F. Costa;;False;;;;;3360;False;;True;G. Hatschbach;;False;Estrada de Pacas para o Parque das Lauráceas (Mun. Tunas do Paraná).;False;;;;;;;-24.97197477462504 , -49.093780517578125;;;;False
B;Herbarium Berolinense;B 10 0046485;6;7214637;ACANTHACEAE;Barleria;cristata;;Pakistan;;;;False;Khyber Pakhtunkhwa;;;False;04/10/1970 - 04/10/1970;;;;;;;S. A. Farooqui & M. Qaiser;;;;;;;3426;;;True;;;True;C. 12 miles from Nathia Gali on way to Abbotabad;;False;;;;;;34.092473191457664 , 73.35605621337892;;;;
B;Herbarium Berolinense;B 10 1066745;6;7214637;ACANTHACEAE;Acanthus;mollis;;Algerien;;;;False;Alger;;;False;01/05/1837 - 31/05/1837;;;;;;;N. Bové;;;;;;;;True;;True;;;True;Alger. Lieux ombragés.;;False;;;;;;36.75183673408234 , 3.045272827148438;;;;
B;Herbarium Berolinense;B 10 1066759;6;7214637;ACANTHACEAE;Acanthus;polystachius;;Äthiopien;;;;False;Oromia;;;False;14/11/1965 - 14/11/1965;;;;;;;W. J. J. O. de Wilde et B. E. E. de Wilde-Duyfjes;;;;;;;8900;;;True;G. J. H. Amshoff;;;About 5 km. E. of Lekemti. Alt.: ± 1800 m. Scrub border.;;False;;;;;;9.07497574020783 , 36.61331176757813;;;;
B;Herbarium Berolinense;B 10 1066681;6;7214637;ACANTHACEAE;Acanthus;ilicifolius;;Sri Lanka;;;;False;Colombo;;;False;27/01/1966 - 27/01/1966;;;;;;;;;True;;;;;041;;W. Schwabe;;;;True;in der Nähe von Colombo/ (Boralessa?;;False;;;;;;7.3199021 , 79.86318450164089;;;;False
B;Herbarium Berolinense;B 10 0266889;6;7214637;ACANTHACEAE;Aphelandra;hieronymii;;Argentinien;False;;;;Jujuy;;;;15/05/1987 - 15/05/1987;False;False;;;;;Lazaro J. Novara;;False;;;;;6735;False;;True;Novara;;False;Dpto. Capital. Sierra de Zapla. Mina 9 de Octubre. Proximo al Cerro Zapla. Alt. 1300 - 1500 m s.m. Piso superior de selva y transicion con pastizal serrano.;False;;;;;;;-24.24015583637579 , -65.08391976356508;;;;False
B;Herbarium Berolinense;B 10 0266888;6;7214637;ACANTHACEAE;Aphelandra;hieronymii;;Argentinien;False;;;False;Jujuy;;;;15/05/1987 - 15/05/1987;False;False;;;;;Lazaro J. Novara;;False;;;;;6735;False;;True;Novara;;False;Dpto. Capital. Sierra de Zapla. Mina 9 de Octubre. Proximo al Cerro Zapla. Alt. 1300-1500 m s.m.;False;;;;;;;-24.244722222222222 , -65.08555555555554;;;;False
B;Herbarium Berolinense;B 10 1007160;6;7214637;ACANTHACEAE;Aphelandra;cristata;;Deutschland;True;;;;Berlin;;;;01/01/1822 - 31/12/1822;False;False;;;;;;;True;;;;;;True;Alexander Braun;False;;;True;ex h. b. B.;False;;;;;;;52.4910382451696 , 13.357787132263184;;;;False
B;Herbarium Berolinense;B 10 0653530;6;7214637;ACANTHACEAE;Asteracantha;sp.;;Tansania;False;;;;;;;True;15/08/1926 - 15/08/1926;False;False;;;;;A. Peter;;False;;;;;44310;False;;True;;;True;Deutsch-Ostafrika, Uassi: Bégolo → Géle, Bach c. 1500 m. ü. M.;False;;;;;;;;;;;True
