specimen - institute;specimen - collection;specimen - code;mission - id;mission - originalID;specimen - family;specimen - genus;specimen - specific_epithet;unusable - cause;country - country;country - growned_plant;country - guessed;country - not_sure;country - no_info;region1 - region;region1 - guessed;region1 - not_sure;region1 - no_info;collect_date - collect_date;collect_date - not_sure;collect_date - no_info;collector - collector;collector - other_collectors;collector - not_sure;collector - no_info;collect_number - ;collect_number - no_info;identifier - identifier;identifier - not_sure;identifier - no_info;locality - locality;locality - not_sure;locality - no_info;geo - position;geo - description;geo - not_sure;geo - no_info
B;Herbarium Berolinense;B 10 1028655;2;5006053;Ephedraceae;Ephedra;americana;;Peru;False;;;;Junín;;;;27/01/1968 - 27/01/1968;False;False;;;;True;;True;S. Ickert-Bond;;False;Junin/Tarma, circa 3200-3300 m Höhe;False;;-11.418888888888889 , -75.69;;;
B;Herbarium Berolinense;B 10 1028654;2;5006053;Ephedraceae;Ephedra;americana;;Peru;False;;;;Junín;;;;27/01/1968 - 27/01/1968;False;False;;;;True;68515;False;S. Ickert-Bond;;False;Tarma, circa 3200-3300 m Höhe.;False;;-11.419333333333332 , -75.68895;;;
B;Herbarium Berolinense;B 10 0603971;2;5006053;Ephedraceae;Ephedra;americana;;Bolivien;False;;;;Tarija;;;;06/12/1986 - 06/12/1986;False;False;R. Ehrich;;;False;250;False;J. H. Hunziker;;False;Prov. Cercado, de la tranca 40 km hacia Entre Rios, alt. 2800 m.;False;;-21.45 , -64.48333333333333;;;
B;Herbarium Berolinense;B 10 0641729;2;5006053;Ephedraceae;Ephedra;americana;;Bolivien;False;;;;Tarija;;;;06/12/1986 - 06/12/1986;False;False;R. Ehrich;;;False;250;False;J. H. Hunziker;;False;Tarija, Prov. Cercado, de la tranca 40 kms hacia Entre Rios;False;;-21.45 , -64.48333333333333;;;
B;Herbarium Berolinense;B 10 0449513;2;5006053;Ephedraceae;Ephedra;americana;;Peru;False;;;;Junín;;;;21/05/1960 - 21/05/1960;False;False;G. Kunkel;;;;5571 (57);;G. Kunkel;;;Huancayo - Tambo bajo orilla de cortes;;False;-12.084646655343024 , -75.22888866803538;;;False
B;Herbarium Berolinense;B 10 0539800;2;5006053;Ephedraceae;Ephedra;americana;;Peru;False;;;;Huancavelica;;;;10/06/1960 - 10/06/1960;False;False;G. W. H. Kunkel;;;False;5570a;False;;;True;Izcuchaca, Entre rocas;False;;-12.496388888888887 , -75.01361111111112;;;
B;Herbarium Berolinense;B 10 1028653;2;5006053;Ephedraceae;Ephedra;americana;;Peru;;;;False;Cusco;;;False;10/07/1959 - 10/07/1959;;;J. Infantes;;;False;6164;;S. Ickert-Bond;;;Dpto. Cuzco, Prov. Cuzco, Kcaira, 3.550m;False;;-15.3610201 , -72.6785922;Kcaira Pampa, Condesuyos, Arequipa, Peru;;
B;Herbarium Berolinense;B 10 1028652;2;5006053;Ephedraceae;Ephedra;americana;;Bolivien;False;;;;La Paz;;;;22/10/1921 - 22/10/1921;False;False;Otto Buchtien;;;;25;;S. Ickert-Bond;;;La Paz: Am Wege nach Obrajes 3500 m;;False;-16.52470836288935 , -68.11204834047268;;;False
B;Herbarium Berolinense;B 10 1028683;2;5006053;Ephedraceae;Ephedra;aphylla;;Griechenland;;;;False;Dodecanese(Νομός Δωδεκανήσου);;;False;22/05/1983 - 22/05/1983;;;Th. Raus;;;;8363;;Th. Raus;;;"Pflanzen von Saria (Dodekanes) Südostflanke des Hauptberges (""Monte Grosso"", Pachivouno) 400 - 500 m. ü. NN";;False;35.8444 , 27.2305;Etikett;;False
B;Herbarium Berolinense;B 10 1028682;2;5006053;Ephedraceae;Ephedra;aphylla;;Griechenland;;;;False;Dodecanese(Νομός Δωδεκανήσου);;;False;26/05/1982 - 26/05/1982;;;Th. Raus & R. Pleger;;;;6603;;;;True;Pflanzen von Karpathos: N-Flanke des Berges Asprovouno (zwischen Kalolimni und Bucht von Apella). 220 - 350 m.;;False;35.6083 , 27.1444;Etikett;;False
B;Herbarium Berolinense;B 10 1028681;2;5006053;Ephedraceae;Ephedra;aphylla;;Griechenland;;;;False;Rethymno(Νομός Ρεθύμνου);;;False;12/06/1982 - 12/06/1982;;;H. Risse;;;;573;;;;True;Eparchie Rethimni: Petres-Schlucht N von Karoti, Kalkfelstriften 10 - 30 m;;False;35.34166666666667 , 24.358333333333334;;;False
B;Herbarium Berolinense;B 10 1028680;2;5006053;Ephedraceae;Ephedra;aphylla;;Griechenland;;;;False;Chania(Νομός Χανίων);;;False;09/06/1982 - 09/06/1982;;;H. Risse;;;;543;;;;True;Eparchie Sfakia: Spathi, Kalkfelstrift, ca. 1500 m.;;False;35.35 , 24.05;Etikett;;False
B;Herbarium Berolinense;B 10 1028679;2;5006053;Ephedraceae;Ephedra;aphylla;;Griechenland;False;;;;Aetolia-Acarnania(Νομός Αιτωλοακαρνανίας);;;;24/05/1964 - 24/05/1964;False;False;K.H. Rechinger;;;False;25482;False;;;True;Aetolia, Makrinion, in saxosis calc.;False;;38.433491 , 22.123988;;False;
B;Herbarium Berolinense;B 10 1028678;2;5006053;Ephedraceae;Ephedra;aphylla;;Griechenland;;;;False;Heraklion(Νομός Ηρακλείου);;;False;22/06/1983 - 22/06/1983;;;H. Risse;;;;1162;;;;True;Ep. Monifatsi: Kofinias Oros, Ethiano-Schlucht zwischen Korifi und Asfendhilia, Kalkfelsklippen, 350 - 500 m.;;False;35.0 , 25.2;Etikett;;False
B;Herbarium Berolinense;B 10 1028675;2;5006053;Ephedraceae;Ephedra;aphylla;;Griechenland;;;;False;Chania(Νομός Χανίων);;;False;18/06/1884 - 18/06/1884;;;Elisée Reverchon;;;;161;;;;True;Kissamos, rochers à Topolia;;False;35.4283314 , 23.6861231;;;False
B;Herbarium Berolinense;B 10 1028677;2;5006053;Ephedraceae;Ephedra;aphylla;;Griechenland;False;;;;Rethymno(Νομός Ρεθύμνου);;;;08/09/1984 - 08/09/1984;False;False;H. Risse;;;False;1457;False;;;True;Ep. Amari: Oros Kedhros, Aufstieg vom Fahrwegende oberhalb Ano Meros zu einem Vorgipfel des Berges Kedhros. Kalkfelstriften mit Phrygana, Kalkklippen 900 - 1250 m.;;False;35.175 , 24.641666666666666;Etikettenangabe;;False
B;Herbarium Berolinense;B 10 1028676;2;5006053;Ephedraceae;Ephedra;aphylla;;Griechenland;False;;;;Chania(Νομός Χανίων);;;;30/08/1994 - 30/08/1994;;;E. Bergmeier & U. Matthäs;;;False;4155;False;E. Bergmeier & U. Matthäs;;False;Sfakia, Imbros gorge between Imbros and Komitadhes, foothpath along the bottom of the gorge, steep rocky slopes, cliffs and limestone rock walls and crevices, 240-700 m.;False;;35.213889 , 24.161111;Etikett;;False
B;Herbarium Berolinense;B 10 1028674;2;5006053;Ephedraceae;Ephedra;aphylla;;Griechenland;;;;False;Cyclades(Νομός Κυκλάδων);;;False;29/09/1986 - 29/09/1986;;;Th. Raus;;;;11988;;Th. Raus;;;Thirasia: Hafen und Dorf Manolas, 2 - 100 m ü. NN.;;False;36.434403811146254 , 25.346746444702152;;;False
B;Herbarium Berolinense;B 10 1028673;2;5006053;Ephedraceae;Ephedra;aphylla;;Griechenland;;;;False;Cyclades(Νομός Κυκλάδων);;;False;03/10/1986 - 03/10/1986;;;Th. Raus;;;;12067;;Th. Raus;;;Thira (Santorini): Berg Gavrillos im Südteil der Insel, 100 - 150 m. ü. NN;;False;36.345 , 25.4316;Etikettenangabe;;False
B;Herbarium Berolinense;B 10 1028672;2;5006053;Ephedraceae;Ephedra;aphylla;;Griechenland;;;;False;Cyclades(Νομός Κυκλάδων);;;False;29/09/1986 - 29/09/1986;;;Th. Raus;;;;11999;;Th. Raus;;;Thirasia: Ostseite der Insel, Berg Viglos und Siedlung Kera. Kulturterrassen und therophytenreiche Kleinstrauchgarigues mit Lava-Felsdurchragungen, Vulkanasche und Lava-Rohboden, 200-290 m ü.NN;;False;36.424 , 25.344;;;False
B;Herbarium Berolinense;B 10 1028669;2;5006053;Ephedraceae;Ephedra;aphylla;;Griechenland;False;;;;Cyclades(Νομός Κυκλάδων);;;;25/09/1986 - 25/09/1986;False;False;Th. Raus;;;False;11948;False;Th. Raus;;False;Kleininsel vor der Ostspitze von Palea Kaimeni, sublitorale Felsflur, 2 - 5- m ü. NN.;False;;36.3927 , 25.395;Etikett;;
B;Herbarium Berolinense;B 10 1028671;2;5006053;Ephedraceae;Ephedra;aphylla;;Griechenland;;;;False;Cyclades(Νομός Κυκλάδων);;;False;29/09/1986 - 29/09/1986;;;Th. Raus;;;;11995;;Th. Raus;;;Thirasia: Ostseite der Insel, Berg Viglos und Siedlung Kera. Kulturterrassen und therophytenreiche Kleinstrauchgarigues mit Lava-Felsdurchragungen, Vulkanasche und Lava-Rohboden, 200-290 m ü.NN;;False;36.42361111111111 , 25.344444444444445;Ortsbeschreibung;;False
B;Herbarium Berolinense;B 10 1028670;2;5006053;Ephedraceae;Ephedra;aphylla;;Griechenland;False;;;;Cyclades(Νομός Κυκλάδων);;;;25/09/1966 - 25/09/1966;False;False;Th. Raus;;;False;11948;False;Th. Raus;;False;Kleininsel vor der Ostspitze von Palea Kaimeni, sublitorale Felsflur, 2 - 5 m ü. NN;False;;36.39494631634969 , 25.386100584386067;;;False
B;Herbarium Berolinense;B 10 1028667;2;5006053;Ephedraceae;Ephedra;aphylla;;Griechenland;False;;;;Cyclades(Νομός Κυκλάδων);;;;28/09/1986 - 28/09/1986;False;False;Th. Raus;;;False;11966;False;Th. Raus;;False;Thira (Santorini): Südwesthang des Megalo Vouno im Nordteil der Insel, 200-300 m ü.NN;False;;36.461056903439406 , 25.406570434570312;Etikettangabe;;
B;Herbarium Berolinense;B 10 1028666;2;5006053;Ephedraceae;Ephedra;aphylla;;Griechenland;False;;;;Cyclades(Νομός Κυκλάδων);;;;28/09/1986 - 28/09/1986;False;False;Th. Raus;;;False;11966;;Th. Raus;;False;Thira (Santorini): Südwesthang des Megalo Vouno im Nordteil der Insel, 200 - 300 m. ü. NN;False;;36.46153433626982 , 25.40414721441562;+/- 200 m;;False
B;Herbarium Berolinense;B 10 1028668;2;5006053;Ephedraceae;Ephedra;aphylla;;Griechenland;;;;False;Cyclades(Νομός Κυκλάδων);;;False;28/09/1986 - 28/09/1986;;;Th. Raus;;;;11966;;Th. Raus;;;Thira (Santorini): Südwesthang des Megalo Vouno im Nordteil der Insel. Alte Kulturterrassen und Kleinstrauchgarrigues über andesitischer Lava, 200-300 m ü.NN;;False;36.462 , 25.404;+/- 200 m, nach Ortsbeschreibung;;False
B;Herbarium Berolinense;B 10 1028663;2;5006053;Ephedraceae;Ephedra;aphylla;;Griechenland;False;;;;Heraklion(Νομός Ηρακλείου);;;;14/09/1985 - 14/09/1985;False;False;H. Risse;;;False;1991;False;;;True;Ep. Kenourjio: E Ortseingang von Vorizia: Felswand, ca. 500 m;False;;35.15 , 24.841666666666665;35°09'N 24°50'30''E;;
B;Herbarium Berolinense;B 10 1028665;2;5006053;Ephedraceae;Ephedra;aphylla;;Griechenland;;;;False;Heraklion(Νομός Ηρακλείου);;;False;10/09/1983 - 10/09/1983;;;H. Risse;;;;1242;;;;True;Ep. Pedhias: Dhikti Oros, Aufstieg über Halasas-Schlucht S von Avdou zum Mt. Louloudhaki. Kalkfelsklippen, Geröllhänge, 425-1000 m;;False;35.21416666666667 , 25.44;;;False
B;Herbarium Berolinense;B 10 1028664;2;5006053;Ephedraceae;Ephedra;aphylla;;Griechenland;False;;;;Lasithi(Νομός Λασιθίου);;;;19/09/1984 - 19/09/1984;;;H. Risse;;;False;1606;;;;True;"Ep. Mirambello: Schlucht NE von Koudhoumalos oberhalb Ajios Andreas; Kalkfelstriften mit Phrygana, 175 - 225 m;";;False;35.333 , 25.68333;35°20'N/25°41'E lt. Etikett;;False
B;Herbarium Berolinense;B 10 0367966;2;5006053;Ephedraceae;Ephedra;aphylla;;Ägypten;False;;;;South Sinai;;;False;24/05/1835 - 24/05/1835;;;W. Schimper;;;;316;;H. Freitag u. M. Maier-Stolte;;;Loco Bestan ad radices montis Sinai;;False;28.534693513748625 , 33.96634613021131;;;False
B;Herbarium Berolinense;B 10 0296982;2;5006053;Ephedraceae;Ephedra;aphylla;;Israel;False;;;;מחוז תל אביב(Tel Aviv);;;;12/05/1897 - 12/05/1897;False;False;J.Bornmüller;;;False;1749;False;H. Freitag;;False;Palästina: Jaffa, in sepibus;False;;32.00924046613807 , 35.00793457031251;;;
B;Herbarium Berolinense;B 10 0664589;2;5006053;Ephedraceae;Ephedra;aphylla;;Israel;False;;;;מחוז הדרום(South);;;;29/04/1993 - 29/04/1993;False;False;P. Hein;;;False;93-198;False;P. Hein;;False;Westküste des Toten Meers. En Gedi-Oase. Spaalten in südexponierter Felswand, ca. -330 m.;False;;31.471425560658446 , 35.384928433594084;Ungenaue Geokoordinaten auf Etikett: 31°27'n.Br. 35°32'ö.L.;;
B;Herbarium Berolinense;B 10 1028720;2;5006053;Ephedraceae;Ephedra;aphylla;;Israel;False;;;;מחוז המרכז(Center);;;;27/03/1873 - 27/03/1873;False;False;Dingler;;;False;187;;H. Freitag u. M. Maier-Stolte;;;"Zw. Ramleh u. Bab el Wad;";False;;31.911532532959164 , 34.89406829829928;;;
B;Herbarium Berolinense;B 10 0611576;2;5006053;Ephedraceae;Ephedra;aphylla;;Israel;False;;;;מחוז תל אביב(Tel Aviv);;;;21/04/1935 - 21/04/1935;False;False;M. Zohary et A. Grizi;;;False;301;False;;;True;Ramat-Gan, near Tel Aviv;False;;32.071341576056895 , 34.83030796051026;;;
B;Herbarium Berolinense;B 10 1028722;2;5006053;Ephedraceae;Ephedra;aphylla;;Israel;False;;;;מחוז המרכז(Center);;;;27/03/1873 - 27/03/1873;False;False;Dingler;;;False;;True;H. Freitag u. M. Maier-Stolte;;False;Zwischen Gebüsch u. Hecken zwischen Ramleh und Bab el Wadi in Judaea.;False;;31.868995005984708 , 34.94496118090486;;;
B;Herbarium Berolinense;B 10 1028719;2;5006053;Ephedraceae;Ephedra;aphylla;;Ägypten;;;;False;South Sinai;;;False;03/04/1972 - 03/04/1972;;;A. Shmida;;;;;True;A. Danin;;;S. Sinai, Wadi Tauta, Alt. 1900 m.;;False;;;;
B;Herbarium Berolinense;B 10 1028718;2;5006053;Ephedraceae;Ephedra;aphylla;;Jordanien;False;;;;Tafilah;;;;24/07/1976 - 24/07/1976;False;False;Sawsan Oran;;;False;;True;H. Freitag u. M. Maier-Stolte;;False;'Ain Al-Baida;False;;30.774444444444445 , 35.60472222222222;;;
B;Herbarium Berolinense;B 10 0251732;2;5006053;Ephedraceae;Ephedra;aphylla;;Israel;False;;;;מחוז חיפה(Haifa);;;;09/05/1988 - 09/05/1988;False;False;Christoph Bayer;;;False;;True;;;True;Dünen südl. von Caesarea, 15 m ü. N.N.;False;;32.48830884021513 , 34.891891479492195;;;
B;Herbarium Berolinense;B 10 1028717;2;5006053;Ephedraceae;Ephedra;aphylla;;Israel;;;;False;מחוז המרכז(Center);;;False;18/07/1950 - 18/07/1950;;;I. Amdursky and T. Segal;;;;402;;H. Freitag u. M. Maier-Stolte;;;Ramleh, in Opuntia hedges;;False;31.929166666666667 , 34.86555555555556;;;False
B;Herbarium Berolinense;B 10 1028716;2;5006053;Ephedraceae;Ephedra;aphylla;;Israel;False;;;;מחוז המרכז(Center);;;;18/07/1950 - 18/07/1950;False;False;I. Amdursky and T. Segal;;;False;402;False;H. Freitag u. M. Maier-Stolte;;False;Ramleh, in Opuntia hedges.;False;;31.929722222222225 , 34.86277777777778;;;
B;Herbarium Berolinense;B 10 0251731;2;5006053;Ephedraceae;Ephedra;aphylla;;Israel;;;;False;מחוז הדרום(South);;;False;17/05/1988 - 17/05/1988;;;Christoph Bayer;;;;;True;;;True;Nord-Negev, 12 km westl. En Aqrabbim, 450m ü.N.N. Wadi;;False;30.867821980585006 , 35.05607416452629;;;False
B;Herbarium Berolinense;B 10 0251730;2;5006053;Ephedraceae;Ephedra;aphylla;;Israel;False;;;;מחוז חיפה(Haifa);;;;09/05/1988 - 09/05/1988;False;False;Christoph Bayer;;;False;;True;;;True;Israel, Küstendünen südl. von Caesarea, 15 m ü. N.N.;False;;32.5084464777084 , 34.894868026946945;;;
B;Herbarium Berolinense;B 10 0251733;2;5006053;Ephedraceae;Ephedra;aphylla;;Israel;False;;;;מחוז הדרום(South);;;;18/05/1988 - 18/05/1988;False;False;Christoph Bayer;;;False;;True;;;True;Negev, 5 km sw Biq' at Shizzaton, 450 m. ü. N.N.;False;;;;;
B;Herbarium Berolinense;B 10 1028715;2;5006053;Ephedraceae;Ephedra;aphylla;;Israel;;;;False;מחוז הדרום(South);;;False;17/05/1988 - 17/05/1988;;;S. Rilke;;;;1403;;S. Rilke;;;Zentrale negev Wüste, 12 km westlich von Mezad Aqrabbim (Skorpions-Paß), 450 m., Wadi;;False;30.92939551994111 , 35.14191627502442;;;False
B;Herbarium Berolinense;B 10 1028714;2;5006053;Ephedraceae;Ephedra;aphylla;;Israel;False;;;;מחוז הדרום(South);;;;29/03/1989 - 29/03/1989;False;False;A. Danin, T. Raus, W. Sauer, S. Brullo, B. Valdés,;;;;26.025;False;A. Danin;;False;Southern Negev: 8 km SE of Mizpe Ramon, Nahal Gevanim. Magmatic rocks (Nordmarkite), slopes, rock outcrops and wadi beds, Altim. 520 m.;False;;30.58877222222222 , 34.90329722222222;;;
B;Herbarium Berolinense;B 10 1028713;2;5006053;Ephedraceae;Ephedra;aphylla;;Palästina;;;;False;(Palestinien Occupé, Territoire);;;False;22/03/1989 - 22/03/1989;False;False;A. Danin, T. Raus, W. Sauer, S. Brullo, B. Valdés,;;;;06.005;False;A. Danin;;False;Dead Sea Valley: near Mizpe Dragot, 15 km N of En Gedi. Slopes and small cliffs of dolomite and wadis, Altim. 350 m.;;False;31.59126 , 35.39327;;;False
B;Herbarium Berolinense;B 10 1028712;2;5006053;Ephedraceae;Ephedra;aphylla;;Israel;False;;;;מחוז הדרום(South);;;;29/03/1989 - 29/03/1989;False;False;A. Danin, T. Raus, W. Sauer, S. Brullo, B. Valdés, F. Amrich, S. G. Gardner, R. C. H. J. van Ham, A. Gambino, F. Axelrod, Battia Pazy, Rivka Nokrian.;;;False;28.003;False;A. Danin;;False;Southern Negev: 6 km S of Zihor junction. Chalky ground in Eocene chalk hills, alt. 390 m.;False;;30.223180555555555 , 35.018027777777775;;;
B;Herbarium Berolinense;B 10 1028711;2;5006053;Ephedraceae;Ephedra;aphylla;;Israel;False;;;;מחוז המרכז(Center);;;;22/10/1995 - 22/10/1995;False;False;Royl;;;False;746;False;;;True;Israel, Samaria, Nathania, 5 km S der Stadt, Stranddünen;False;;32.3286181 , 34.8566246;;;
B;Herbarium Berolinense;B 10 1028710;2;5006053;Ephedraceae;Ephedra;aphylla;;Ägypten;;;;False;South Sinai;;;False;10/05/1979 - 10/05/1979;;;;;;True;;True;;;True;Wüste Sinai bei Ain Kudra [Khudra];;False;28.8962936 , 34.4216183109834;Ain Hudra Oasis, Wadi Khudra, Ain Hudra Oasis, Gouvernorat du Sinaï Sud, Égypte;;False
B;Herbarium Berolinense;B 10 1028706;2;5006053;Ephedraceae;Ephedra;aphylla;;Syrien;False;;;;Dimashq;;;;08/07/1874 - 08/07/1874;False;False;Dingler;;;False;X.50;False;H. Freitag u. M. Maier-Stolte;;False;Bergs. ober [?] Barradafluß [Barada] zw. Dumar [Dummar] u. Lalakiyeh bei Damascus;;False;33.52182448573002 , 36.25146746858904;;;False
B;Herbarium Berolinense;B 10 1028705;2;5006053;Ephedraceae;Ephedra;aphylla;;Syrien;False;;;;Dimashq;;;;17/06/1874 - 17/06/1874;False;False;Dingler;;;False;;True;H. Freitag u. M. Maier-Stolte;;False;auf Antilib[anon] bei Damascus.;False;;33.491732843714296 , 36.00437600053509;;;
B;Herbarium Berolinense;B 10 1028704;2;5006053;Ephedraceae;Ephedra;aphylla;;Israel;False;;;;מחוז תל אביב(Tel Aviv);;;;21/04/1935 - 21/04/1935;False;False;M. Zohary et A. Grizi;;;False;301;False;H. Freitag u. M. Maier-Stolte;;False;Ramat-Gan, near Tel Aviv;False;;32.05871832770345 , 34.84176635742188;;;
B;Herbarium Berolinense;B 10 1028703;2;5006053;Ephedraceae;Ephedra;aphylla;;Israel;False;;;;מחוז תל אביב(Tel Aviv);;;;02/05/1932 - 02/05/1932;False;False;Gunnar Samuelsson;;;False;741;False;H. Freitag u. M. Maier-Stolte;;False;Judaea: in vicin. opp. Jaffa, Tel Aviv;False;;32.0377662617334 , 34.8043441772461;;;
B;Herbarium Berolinense;B 10 1028702;2;5006053;Ephedraceae;Ephedra;aphylla;;Palästina;False;;;;(Palestinien Occupé, Territoire);;;;02/04/1897 - 02/04/1897;False;False;J. Bornmüller;;;False;1747;False;J. Bornmüller;;False;Palästina: ad Jericho;False;;31.864728887466658 , 35.48034667968751;;;
B;Herbarium Berolinense;B 10 1028700;2;5006053;Ephedraceae;Ephedra;aphylla;;Israel;False;;;;מחוז תל אביב(Tel Aviv);;;;22/05/1904 - 22/05/1904;False;False;A. Kneucker;;;False;303;False;H. Freitag;;False;Bei Jaffa;False;;32.0338372154108 , 34.77893829345704;;;
B;Herbarium Berolinense;B 10 0009716;2;5006053;Ephedraceae;Ephedra;aphylla;;Ägypten;False;;;;South Sinai;;;;12/04/1902 - 12/04/1902;False;False;A. Kneucker;;;False;203;False;H. Freitag u. M. Maier-Stolte;;False;Sinaihalbinsel. Zw. Wadi Charandel & Wadi Werdan, nahe bei letzterem.;False;;29.503958333333333 , 32.95768888888889;;;False
B;Herbarium Berolinense;B 10 0191990;2;5006053;Ephedraceae;Ephedra;aphylla;;Jordanien;False;;;;Ma'an;;;;01/05/1989 - 01/05/1989;False;False;Christoph Bayer;;;False;;True;Ludwig Martins;;False;Jordanien: Petra;False;;30.3273975 , 35.4464006;;;
B;Herbarium Berolinense;B 10 1028701;2;5006053;Ephedraceae;Ephedra;aphylla;"""Zu viele Belege""";;;;;;;;;;;;;;;;;;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1028698;2;5006053;Ephedraceae;Ephedra;aphylla;;Israel;False;;;;מחוז תל אביב(Tel Aviv);;;;12/05/1897 - 12/05/1897;False;False;J. Bornmüller;;;False;1746;False;H. Freitag u. M. Maier-Stolte;;False;Jaffa, in sepibus;False;;32.053567641807895 , 34.752775062701716;;;False
B;Herbarium Berolinense;B 10 1028699;2;5006053;Ephedraceae;Ephedra;aphylla;;Israel;False;;;;מחוז תל אביב(Tel Aviv);;;;12/05/1897 - 12/05/1897;False;False;J. Bornmüller;;;False;1746;False;J. Bornmüller;;False;Jaffa, in sepibus;False;;32.044577936738236 , 34.746585233509386;;;
B;Herbarium Berolinense;B 10 0559453;2;5006053;Ephedraceae;Ephedra;aphylla;;Israel;False;;;;מחוז הצפון(North);;;;27/04/1996 - 27/04/1996;False;False;R. Böcker;;;False;ISR.HDD 129;False;;;True;Gamla/Golan;False;;32.905447537290925 , 35.7478304357503;;;
B;Herbarium Berolinense;B 10 0667110;2;5006053;Ephedraceae;Ephedra;aphylla;;Ägypten;False;;;;South Sinai;;;;28/05/1999 - 28/05/1999;False;False;P. Hein;;;False;5775;False;;;True;Sinai, upper part of the Jabal Musa S of the Monastery St. Catherine, steep rocky slopes and shady vertical rocks, alt. 2000-3000 m.;False;;28.533333333333335 , 33.983333333333334;;;
B;Herbarium Berolinense;B 10 0488281;2;5006053;Ephedraceae;Ephedra;aphylla;;Israel;False;;;;מחוז המרכז(Center);;;;13/05/1980 - 13/05/1980;False;False;B. Nowak;;;False;;True;B. Nowak;;False;"2 km westl. Netanja am Green Beach in Dünen; 20 m ü. NN.";False;;32.266868119746036 , 34.8332477314485;"Der ""grüne Strand"" ist eher südlich als westlich von Netanja.";;
B;Herbarium Berolinense;B 10 1028694;2;5006053;Ephedraceae;Ephedra;aphylla;;Israel;False;;;;מחוז תל אביב(Tel Aviv);;;;12/05/1897 - 12/05/1897;False;False;J. Bornmüller;;;False;1746;False;H. Freitag;;False;Jaffa: in sepibus;False;;32.043077482257935 , 34.76117134094239;;;
B;Herbarium Berolinense;B 10 1028692;2;5006053;Ephedraceae;Ephedra;aphylla;;Griechenland;;;;False;Lasithi(Νομός Λασιθίου);;;False;22/05/1981 - 22/05/1981;;;H. Risse;;;;198/2 (R. Pleger);;H. Risse;;;"Ep. Merabéllou: Hang westlich von Kritsa (links vom Schluchteingang). 300-400 m ü. NN.; Kalkgestein, steiler Hang mit ± kleinen Felsbrocken";;False;35.156355382071524 , 25.640874541847808;nach Ortsbeschreibung;;False
B;Herbarium Berolinense;B 10 1028691;2;5006053;Ephedraceae;Ephedra;aphylla;;Griechenland;;;;False;Dodecanese(Νομός Δωδεκανήσου);;;False;20/05/1984 - 20/05/1984;;;Th. Raus;;;;9885;;Th. Raus;;;Karpathos, Berg Kollas, Ostflanke bei der Kapelle Agios Nikolaos oberhalb Mertonas. Sichernasse Quellwiese, 670 m ü.NN;;False;35.575833333333335 , 27.16444444444444;nach Ortsbeschreibung;;False
B;Herbarium Berolinense;B 10 1028693;2;5006053;Ephedraceae;Ephedra;aphylla;;Griechenland;;;;False;Lasithi(Νομός Λασιθίου);;;False;22/05/1981 - 22/05/1981;;;H. Risse;;;;198/1 (R. Pleger);;H. Risse;;;"Ep. Merabéllou: Hang westlich von Kritsa (links vom Schluchteingang). 300-400 m ü. NN.; Kalkgestein, steiler Hang mit ± kleinen Felsbrocken";;False;35.156 , 25.641;nach Ortsbeschreibung;;False
B;Herbarium Berolinense;B 10 1028690;2;5006053;Ephedraceae;Ephedra;aphylla;;Griechenland;;;;False;Cyclades(Νομός Κυκλάδων);;;False;03/05/1984 - 03/05/1984;;;Th. Raus;;;;9520;;Th. Raus;;;Palea Kameni, Nordteil der Insel. Nordexponierte Steilwand und vorgelagerter Felsstrand mit Brackwasserlagune. Lava-Rohboden von 1866, 5-20 m ü.NN;;False;36.40083333333333 , 25.379166666666666;Nach Ortsbeschreibung;;False
B;Herbarium Berolinense;B 10 1028688;2;5006053;Ephedraceae;Ephedra;aphylla;;Griechenland;;;;False;Cyclades(Νομός Κυκλάδων);;;False;06/05/1984 - 06/05/1984;;;Th. Raus;;;;9633;;Th. Raus;;;Nea Kameni, Nordspitze der Insel (Kap Stakti) und Lavafläche von 1710. Offene Therophyten-Pioniervegetation und geschlossene Hyparrhenia-Rasen, Lava-Rohboden, z.T. durch Silbermöwenkolonie guanotrophiert, 20-60 m ü.NN;;False;36.411 , 25.392;Nach Ortsbeschreibung;;False
B;Herbarium Berolinense;B 10 1028687;2;5006053;Ephedraceae;Ephedra;aphylla;;Griechenland;;;;False;Cyclades(Νομός Κυκλάδων);;;False;06/05/1984 - 06/05/1984;;;Th. Raus;;;;9633;;Th. Raus;;;Nea Kameni, Nordspitze der Insel (Kap Stakti) und Lavafläche von 1710. Offene Therophyten-Pioniervegetation und geschlossene Hyparrhenia-Rasen, Lava-Rohboden, z.T. durch Silbermöwenkolonie guanotrophiert, 20-60 m ü.NN;;False;36.410555555555554 , 25.391666666666666;Nach Ortsbeschreibung;;False
B;Herbarium Berolinense;B 10 1028686;2;5006053;Ephedraceae;Ephedra;aphylla;;Griechenland;False;;;;Dodecanese(Νομός Δωδεκανήσου);;;;02/06/1983 - 02/06/1983;False;False;R. Pleger;;;False;1091;False;;;True;Karpathos. Gadapronisi (9 m);False;;35.50416666666667 , 27.21944444444444;35°30'15''N 27°13'10''E;;
B;Herbarium Berolinense;B 10 1028684;2;5006053;Ephedraceae;Ephedra;aphylla;;Griechenland;False;;;;Corfu(Νομός Κέρκυρας);;;;30/06/1974 - 30/06/1974;False;False;J. Damboldt;;;False;;True;;;True;Kerkyra, Nissaki, Strandfelsen, c. 15 m.;False;;39.724222016330366 , 19.903621673583988;;;
