specimen - institute;specimen - collection;specimen - code;mission - id;mission - originalID;specimen - family;specimen - genus;specimen - specific_epithet;unusable - cause;country - country;country - growned_plant;country - guessed;country - not_sure;country - no_info;region1 - region;region1 - guessed;region1 - not_sure;region1 - no_info;region2 - region;region2 - guessed;region2 - not_sure;region2 - no_info;collect_date - collect_date;collect_date - not_sure;collect_date - no_info;onecollector - collector;onecollector - not_sure;onecollector - no_info;collector - collector;collector - other_collectors;collector - not_sure;collector - no_info;collect_number - ;collect_number - no_info;owner - question_1;owner - no_info;identifier - identifier;identifier - not_sure;identifier - no_info;locality - locality;locality - not_sure;locality - no_info;geo4 - position;geo4 - description;geo4 - not_sure;geo4 - no_info;scientific_name - scientific_name;geo - position;geo - radius;geo - description;geo - not_sure;geo - no_info
B;Herbarium Berolinense;B 10 1021764;4;7214750;Xyridaceae;Xyris;capensis;;Nigeria;False;;;;Plateau;;;;;;;;29/10/1957 - 29/10/1957;False;False;F. N. Hepper;;False;;;;;1184;False;;True;;;True;Northern Nigeria: Jos Plateau. Rafin Bauna North Forest Reserve. 2 miles west of Jos. At edge of silting up pond in dense clumps. Alt. 1310 m. (4300 ft.);False;;;;;;;9.8650253781024 , 8.843135833740236;;;;False
B;Herbarium Berolinense;B 10 1021763;4;7214750;Xyridaceae;Xyris;capensis;;Äthiopien;;;;False;Oromia;;;False;;;;;30/06/1969 - 30/06/1969;;;J. J. F. E. De Wilde;;;;;;;5286;;Herbarium Vadense (WAG);;G. J. H. Amshoff;;;Kaffa Prov., about 7 km. along the road from Jimma to Bongo, Alt.: ± 1600 m. Gently sloping, open country with rather tall grasses, partly planted with young Eucalyptus. Fertile, brownish-red, rather humid soil. Some scarce trees.;;False;;;;;;7.612316908604266 , 36.751327514648445;;;;
B;Herbarium Berolinense;B 10 1021762;4;7214750;Xyridaceae;Xyris;capensis;;Demokratische Republik Kongo;False;;;;Nord-Kivu;;;False;;;;;01/04/1929 - 31/05/1929;False;False;H. Humbert;;False;;;;;8105;False;;True;Conert;;False;Plaines de laves entre les lacs Kivu et Edouard (Congo Belge) Marais du cratère Tchikéré à la base Sud de Mikeno. Altitude : 2200 m.;False;;;;;;;-1.4820664111888757 , 29.37360367577739;;;;
B;Herbarium Berolinense;B 10 1021760;4;7214750;Xyridaceae;Xyris;capensis;;Nigeria;False;;;;Adamawa;;;;;;;;25/01/1958 - 25/01/1958;False;False;F. N. Hepper;;False;;;;;1768;False;;True;;;True;"British Cameroons (N. Trusteeship Territory): Mambila District (Mambila Plateau: undulating montane grassland, forest at Nguroje, otherwise nearly treeless; general level 1500 m. alt.; rainfall heavy Mar.-Nov.; population small.)";False;;;;;;;7.0 , 11.166666666666666;;;;False
B;Herbarium Berolinense;B 10 1021798;4;7214750;Xyridaceae;Xyris;caroliniana var. major;;Brasilien;False;;;;Amapá;;;;;;;;18/09/1961 - 18/09/1961;False;False;J. M. Pires, Wm. Rodrigues, G. C. Irvine;;False;;;;;51091;False;;True;;;True;"Rio Araguari; in wet sandy exposed area, along road between Porto Platón and Macapá.";False;False;;;;;;0.4410807517442447 , -51.05072021484376;;;;
B;Herbarium Berolinense;B 10 1021796;4;7214750;Xyridaceae;Xyris;caroliniana var. major;;Brasilien;False;;;;Rio de Janeiro;;;;;;;;28/12/1962 - 28/12/1962;False;False;E. Fromm, E. Santos;;False;;;;;Fromm 1265, Santos 1287;False;;True;L. B. Smith & R. J. Downs;;False;José Bulhões;False;;;;;;;-22.679526 , -43.442371;;;;False
B;Herbarium Berolinense;B 10 0029202;4;7214750;Zingiberaceae;Aframomum;makandensis;;Gabun;False;;;;Ogooué-Lolo;;;;;;;;06/12/1993 - 06/12/1993;False;False;Dhetchuvi Matchu-Mand;;False;;;;;1610;False;Université Libre de Bruxelles, Laboratoire de Botanique Systématique et de Phytosociologie (BRLU);False;;;True;Route Makandé-Gongué, Bord de route;False;;;;;;;11.9 , -0.6833333333333333;;;;False
B;Herbarium Berolinense;B 10 1022602;4;7214750;Zingiberaceae;Aframomum;limbatum;;Tansania;False;;;;Morogoro;;;;;;;;31/03/1953 - 31/03/1953;False;False;R. B. Drummond and J. H. Hemsley;;False;;;;;1954;False;Ex Herbario Kewensi;False;D. J. Harris;;False;Tanganyika: Morogoro District    Lusunguru forest reserve, nr. Mtibwa saw mill, 4 miles N of Turiani, 500 m;False;;;;;;;-5.500872811755492 , 38.40949058532715;;;;False
B;Herbarium Berolinense;B 10 1022598;4;7214750;Zingiberaceae;Aframomum;glaucophyllum;;Kamerun;False;;;;Sud;;;;;;;;01/01/1902 - 31/12/1902;False;False;G. Zenker;;False;;;;;2466;False;G. Zenker;False;D. J. Harris;;False;Bipinde [Bipindi], Urwaldgebiet;False;;;;;;;3.0778339 , 10.4111532;;;;False
B;Herbarium Berolinense;B 10 1022656;4;7214750;Zingiberaceae;Alpinia;maclurei;;China;False;;;;Hainan(海南);;;;;;;;30/04/1928 - 30/04/1928;False;False;Tsang, Wai-Tak;;False;;;;;149;False;;True;Kai Larsen;;False;Na Lin Shan (Taam Chau District). Growing on dry ground in a forest.;False;;;;;;;19.7148909 , 109.3112806;;;;
B;Herbarium Berolinense;B 10 0597377;4;7214750;Velloziaceae;Xerophyta;rosea;;Südafrika;False;;;;Limpopo;;;;;;;;03/04/2004 - 03/04/2004;False;False;Adendorff;;False;;;;;6;False;;True;;;True;Abel Erasmus-Pass, highest point, 1254 m;False;;;;;;;-24.53712939907993 , 30.63773632049561;;;;False
B;Herbarium Berolinense;B 10 1022925;4;7214750;Zingiberaceae;Globba;albiflora;;Thailand;;;;False;Satun(สตูล);;;;;;;;16/10/1970 - 16/10/1970;False;False;Ch. Charoenphol, Kai Larsen & E. Warncke;;False;;;;;3900;;Herbarium Jutlandicum (AAU) Botanisk Institut Aarhus Universitet;False;K. Larsen;;False;Peninsular: Nam Tok Baripath, 70 km N. of Satun;;False;;;;;;7.033333333333333 , 100.18333333333334;;;;
B;Herbarium Berolinense;B 10 1023017;4;7214750;Zingiberaceae;Hedychium;sp.;;Nepal;False;;;;Sagarmatha;;;;;;;;03/08/1966 - 03/08/1966;False;False;H. J. Lange;;False;;;;;48;False;;True;;;True;Gadhela, Khumbu Himalaya, 3100 m;False;;;;;;;;;;;True
B;Herbarium Berolinense;B 10 1023018;4;7214750;Zingiberaceae;Hedychium;sp.;;Indonesien;;;;False;North Sumatra;;;False;;;;;;;True;H. S. Yates;;;;;;;1992;;;True;;;True;Haranggaol;;False;;;;;;2.8791689 , 98.6758988;;;;
B;Herbarium Berolinense;B 10 1023020;4;7214750;Zingiberaceae;Hedychium;sp.;;Indonesien;False;;;;West Java;;;;;;;;01/01/1886 - 31/12/1887;False;False;O. Warburg;;False;;;;;2636;False;;True;;;True;Preanger;False;;;;;;;;;;;True
B;Herbarium Berolinense;B 10 1023014;4;7214750;Zingiberaceae;Hedychium;sp.;;Indonesien;False;;;;West Java;;;;;;;;28/08/1976 - 28/08/1976;False;False;;;True;;;;;;True;W. Schwabe;False;Kai Larsen;;False;Tjibodas [Cibodas], am Wasserfall;False;;;;;;;-6.738571858279295 , 107.00350999832155;;;;False
B;Herbarium Berolinense;B 10 1023016;4;7214750;Zingiberaceae;Hedychium;sp.;;Indien;False;;;;Punjab;;;;;;;;03/11/1916 - 03/11/1916;False;False;R. E. Cooper;;False;;;;;5945;False;;True;;;True;Arni Seoraj. Altitude 5000', Herb-fruit on moist shady rocks in ravine.;False;;;;;;;;;;;True
B;Herbarium Berolinense;B 10 1023015;4;7214750;Zingiberaceae;Hedychium;sp.;;Indonesien;False;;;;West Java;;;;;;;;28/08/1976 - 28/08/1976;False;False;;;True;;;;;;True;W. Schwabe;False;Kai Larsen;;False;Tjibodas [Cibodas], am Wasserfall;False;;;;;;;-6.759290580622296 , 107.00679302215578;;;;False
B;Herbarium Berolinense;B 10 1021751;4;7214750;Xyridaceae;Xyris;capensis;;Togo;False;;;;Kara;;;;;;;;01/12/1978 - 31/12/1978;False;False;Brunel + Heitz;;False;;;;;6038;False;;True;Butzin;;False;Kaboo - Lamakara;False;;;;;;;9.533 , 1.183;;;;False
B;Herbarium Berolinense;B 10 1021804;4;7214750;Xyridaceae;Xyris;caroliniana var. caroliniana;;Uruguay;False;;;;Montevideo;;;;;;;;01/03/1926 - 31/03/1926;False;False;Herter;;False;;;;;356;False;Guil. Herter;False;;;True;Carrasco (Lit. Platens.) Alt. M. S. M. 5-10;True;;;;;;;-34.8855774 , -56.0581498;;;;False
B;Herbarium Berolinense;B 10 1021799;4;7214750;Xyridaceae;Xyris;caroliniana var. caroliniana;;Brasilien;False;;;;Rio de Janeiro;;;;;;;;08/04/1962 - 08/04/1962;False;False;G. Pabst, M. Emerich e E. Fromm;;False;;;;;6905;False;;True;L. B. Smith & R. J. Downs;;False;Guanabara, Rio de Janeiro, Estr. do Corcovado na base da Cabeça do Indio;False;;;;;;;-23.33 , -44.73;;;;False
B;Herbarium Berolinense;B 10 0029203;4;7214750;Zingiberaceae;Aframomum;sceptrum;;Elfenbeinküste;False;;;;Bas-Sassandra;;;;;;;;29/11/1968 - 29/11/1968;False;False;F. J. Breteler;;False;;;;;6129;False;Herbarium Vadense (WAG);False;J. M. Lock;;False;[I]vory Coast. 46 km NEE of Sassandra. Secondary forest.;False;;;;;;;5.11 , -5.66;;;;False
B;Herbarium Berolinense;B 10 0674365;4;7214750;Zingiberaceae;Aframomum;melegueta;;Elfenbeinküste;False;;;;Lagunes;;;;;;;;22/01/1986 - 22/01/1986;False;False;L. Aké Assi;;False;;;;;17237;False;;True;D. J. Harris;;False;Parc National d' Azagny, entre Sonayé et le Campement Touristique;False;;;;;;;5.293168 , -4.795715;;;;False
B;Herbarium Berolinense;B 10 0674374;4;7214750;Zingiberaceae;Aframomum;melegueta;;Uganda;;;;False;Wakiso;;;False;;;;;01/03/1939 - 31/03/1939;;;P. Chandler;;;;;;;2765;;;True;D. J. Harris;;;Entebbe. 3750' - 3800';;False;;;;;;0.0611715 , 32.4698564;;;;
B;Herbarium Berolinense;B 10 1022638;4;7214750;Zingiberaceae;Alpinia;flabellata;;Philippinen;False;;;;Aurora;;;;;;;;01/05/1925 - 30/06/1925;False;False;M. Ramos, G. Edaño;;False;;;;;45547;False;Herbarium, Bureau of Science, Philippines;False;Kai Larsen;;False;Casiguran, Tayabas Province, Luzon;False;;;;;;;16.278786686905526 , 122.11878776550294;;;;False
B;Herbarium Berolinense;B 10 1022636;4;7214750;Zingiberaceae;Alpinia;calcarata;;Indien;False;;;;West Bengal;;;;;;;;01/01/1836 - 31/12/1838;False;False;J. W. Helfer;;False;;;;;200;False;Reliquiae Helferianae e Sectione botanica Musei Nationalis Pragae editae anno 1937;False;;;True;India orientalis, in Bengalia circa Calcuttam;False;;;;;;;22.5726723 , 88.3638815;;;;False
B;Herbarium Berolinense;B 10 1022685;4;7214750;Zingiberaceae;Alpinia;zerumbet;;Kuba;False;;;;Ciudad de La Habana;;;;;;;;16/04/1905 - 16/04/1905;False;False;Van Hermann;;False;;;;;4984;False;Rudolf Gross;False;Kai Larsen;;False;Santiago de las Vegas;False;;;;;;;22.9688161 , -82.3875473;;;;False
B;Herbarium Berolinense;B 10 1022684;4;7214750;Zingiberaceae;Alpinia;zerumbet;;Dominica;False;;;;Saint John;;;;;;;;07/06/1967 - 07/06/1967;False;False;D. C. Wasshausen & E. S. Ayensu;;False;;;;;375;False;;True;Kai Larsen;;False;North of Portsmouth on road between Bernard Estate and Peineville. Alt. 2100 ft.;False;;;;;;;15.614977360180013 , -61.44172668457032;;;;False
B;Herbarium Berolinense;B 10 0140143;4;7214750;Zingiberaceae;Alpinia;purpurata;;Samoa;False;;;;Tuamasaga;;;;;;;;18/01/1981 - 18/01/1981;False;False;Art Whistler;;False;;;;;4752;False;;True;;;True;"Upolu. A 3 m high sterile ginger lining the banks of the stream in a dense thicket, just to the east of Fale o le Fe'e; elevation 460 m.";False;;;;;;;-13.9125 , -171.7456;;;;False
B;Herbarium Berolinense;B 10 1022930;4;7214750;Zingiberaceae;Globba;macrocarpa;;Thailand;False;;;;Nakhon Sawan(นครสวรรค์);;;False;;;;;30/08/1931 - 30/08/1931;False;False;Put;;False;;;;;4088;False;;True;;;True;Hua Wai Nakawn Sawan [vermutlich Nakhon Sawan];;False;;;;;;15.3691 , 100.273;;;;
B;Herbarium Berolinense;B 10 1022926;4;7214750;Zingiberaceae;Globba;bracteolata;;Indien;False;;;;West Bengal;;;;;;;;01/01/1836 - 31/12/1838;False;False;J. W. Helfer;;False;;;;;192;False;Reliquiae Helferianae e Sectione botanica Musei Nationalis Pragae;False;K. Biswas;;False;India orientalis, in Bengalia circa Calcuttam;False;;;;;;;22.5726723 , 88.3638815;;;;False
B;Herbarium Berolinense;B 10 1023013;4;7214750;Zingiberaceae;Hedychium;spicatum;;;False;;;True;;;;True;;;;;;;True;;;True;;;;;;True;;True;;;True;;;True;;;;;;;;;;True
B;Herbarium Berolinense;B 10 1023012;4;7214750;Zingiberaceae;Hedychium;spicatum;;China;False;;;;Yunnan(云南);;;;;;;;10/10/1886 - 10/10/1886;False;False;J. M. Delavay;;False;;;;;4196;False;Herbier E. Drake;False;Gagnepain;;False;Les bois de Ta long tan;False;;;;;;;26.07 , 100.53;;;;
B;Herbarium Berolinense;B 10 1023011;4;7214750;Zingiberaceae;Hedychium;spicatum;;Nepal;False;;;;Bagmati;;;;;;;;04/09/1966 - 04/09/1966;False;False;H. J. Lange;;False;;;;;67;False;;True;;;True;Kathmandu-Valley, Godawari, Phulshok, 2300 m.;False;;;;;;;27.5710397 , 85.4067119;;;;
B;Herbarium Berolinense;B 10 1023037;4;7214750;Zingiberaceae;Mantisia;saltatoria;;Deutschland;True;;;False;Nordrhein-Westfalen;;;False;;;;;01/01/1830 - 31/12/1830;;;[L. C. Treviranus];;;;;;;;True;L. C. Treviranus;;Kai Larsen;;;H. b. [Hortus botanicus] Bonn;;False;;;;;;50.72433950022088 , 7.093262672424317;;;;
B;Herbarium Berolinense;B 10 1023053;4;7214750;Zingiberaceae;Renealmia;alpinia;;Panama;False;;;;Colón;;;;;;;;22/09/1972 - 22/09/1972;False;False;M. Nee;;False;;;;;7091;False;Missouri Botanical Garden Herbarium;False;;;True;"N side of Rio Guanche, 1/2 km upstream from Puerto Pilon-Portobelo Hwy. bridge; alt. 5-30 m,";False;;;;;;;9.502503167245886 , -79.67892408370973;;;;False
B;Herbarium Berolinense;B 10 1023052;4;7214750;Zingiberaceae;Renealmia;alpinia;;Panama;False;;;False;Chiriquí;;;;;;;;18/03/1974 - 19/03/1974;False;False;M. Nee;;False;;;;;10683;False;;True;P. Maas;;False;"17 km NE of San Feliz on new road to Cerro Colorado copper mines; alt. 1000 m; disturbed forest. ( 13-14 km by road NE of bridge over Rio San Felix.";False;;;;;;;8.346029338263937 , -81.83140754699708;;;;False
B;Herbarium Berolinense;B 10 1023051;4;7214750;Zingiberaceae;Renealmia;alpinia;;;False;;;True;;;;True;;;;;;;True;Tonduz;;False;;;;;12960;False;;True;Th. Loesener;;False;;;True;;;;;;;;;;True
B;Herbarium Berolinense;B 10 1023040;4;7214750;Zingiberaceae;Plagiostachys;philippinensis;;Philippinen;False;;;;Central Luzon (Region III);;;;;;;;01/05/1925 - 30/06/1925;False;False;M. Ramos, G. Edano;;False;;;;;;True;;True;;;True;Casiguran, Tayabas Province, Luzon;False;;;;;;;16.2770406 , 122.1233258;;;;False
B;Herbarium Berolinense;B 10 1023079;4;7214750;Zingiberaceae;Renealmia;aromatica;;Brasilien;False;;;;Mato Grosso;;;;;;;;01/11/1908 - 30/11/1908;False;False;Fred. C. Hoehne;;False;;;;;731;False;Fred. C. Hoehne;False;P. J. M. & H. Maas;;False;Matto Grosso-Acre, Rio Jauri [Rio Jari];True;;;;;;;;;;;True
B;Herbarium Berolinense;B 10 0140228;4;7214750;Zingiberaceae;Renealmia;densiflora;;Dominikanische Republik;False;;;;Barahona;;;;;;;;09/06/1990 - 09/06/1990;False;False;T. Zanoni, F. Jiménez;;False;;;;;44415;False;;True;P. J. M. & H. Maas;;False;Sierra de Bahoruco: Arroyo La Travesía, (lado de la Mina de Larimar), cerca del Batey de la Travesía, entrada por El Arroyo (carretera de Barahona-Paraiso, y 6 km. al oeste en el camino vecinal, bosque latifoliado y húmedo con un río de agua permanente, con algunas palmas de Prestoea montana, en la ladera de Loma La Traversía, con un manaclar de la misma palma. Elev. 800-1000m.;False;;;;;;;18.232777225728825 , -71.15415573120119;;;;False
B;Herbarium Berolinense;B 10 1023130;4;7214750;Zingiberaceae;Renealmia;puberula;;;False;;;True;;;;True;;;;;15/09/1933 - 15/09/1933;False;False;L. Diels;;False;;;;;1047;False;;True;P. J. M. & H. Maas;;False;Amerika;False;;;;;;;;;;;True
B;Herbarium Berolinense;B 10 1023121;4;7214750;Zingiberaceae;Renealmia;orinocensis;;Guyana;False;;;;Cuyuni-Mazaruni;;;;;;;;20/02/1987 - 20/02/1987;False;False;J. J. Pipoly With: Ganeshwar Gharbarran and Gary Samuels;;False;;;;;10340;False;;True;P. J. M. Maas;;False;"Chinoweing Village; Ayanganny-Plateau. Elev. 650-675 m.";False;;;;;;;5.5333 , -60.1166;;;;False
B;Herbarium Berolinense;B 10 1023122;4;7214750;Zingiberaceae;Renealmia;orinocensis;;Guyana;;;;False;Potaro-Siparuni;;;False;;;;;16/10/1987 - 16/10/1987;;;L. P. Kwist with: X. Londoño, O. C. Steele & S. Tiwari;;;;;;;318;;;True;P. J. M. Maas;;;Chenapou, Amerindian village (Patumona) 50 km upstream from Kaieteur Falls. Elev. 450 m. Farmland and secondary growth around village. Typical lateritic rainforest soil.;False;;;;;;;4.977265371545739 , -59.575424194335945;;;;
B;Herbarium Berolinense;B 10 0431901;4;7214750;Zingiberaceae;Renealmia;thyrsoidea;;Venezuela;False;;;;Monagas;;;;;;;;13/12/2004 - 13/12/2004;False;False;Meier, W. & Struppek, R.;;False;;;;;10768;False;;True;H. Maas;;False;Municipio Caripe, parroquia Teresén, sector Quebrada Grande. Cordillera de la Costa: 10 km al este de Caripe (distancia aérea): propriedad de Rolf Struppek: rastrojo, 1250-1350 m s.n.m.;False;;;;;;;10.174999999999999 , -66.4;;;;False
B;Herbarium Berolinense;B 10 0454019;4;7214750;Zingiberaceae;Renealmia;thyrsoidea;;Venezuela;False;;;False;Yaracuy;;;False;;;;;01/01/1999 - 31/12/1999;;;Meier, W. & Rösler, M.;;;;;;;940;;;True;Meier;;;Distrito Nirgua, Cerro La Chapa: en selva nublada, altitud: 1200-1350 m. s. n. m.;;False;;;;;;10.20170245254371 , -68.5930109024048;;;;
B;Herbarium Berolinense;B 10 1023212;4;7214750;Zingiberaceae;Siphonochilus;kirkii;;Tansania;False;;;;Rukwa;;;;;;;;23/11/1960 - 23/11/1960;False;False;Mrs. H. M. Richards;;False;;;;;13606;False;Ex Herbario Kewensi;False;Kai Larsen;;False;Ufipa District. Mzumbi Estate near L. Sundu. Alt. 1900 m. On very dry soil on rocky slope in woodland.;False;;;;;;;-8.27 , 31.39;;;;
B;Herbarium Berolinense;B 10 1023204;4;7214750;Zingiberaceae;Siphonochilus;kirkii;;Tansania;False;;;;Morogoro;;;;;;;;25/03/1953 - 25/03/1953;False;False;R. B. Drummond & J. H. Hemsley;;False;;;;;1774;False;;True;Kai Larsen;;False;9 miles north of Morogoro, Morogoro - Dakawa road. 600 m. Scattered thornbush with poorly developed field & ground cover.;False;;;;;;;-6.653728060765275 , 37.62819161866401;;;;False
B;Herbarium Berolinense;B 10 1023242;4;7214750;Zingiberaceae;Zingiber;zerumbet;;China;False;;;;Hainan(海南);;;;;;;;07/07/1929 - 07/07/1929;False;False;Tsang and Fung;;False;;;;;435;False;Herbarium of Lignan University;False;P. J. M. Maas;;False;Hung Mo Shan, and vicinity, (Lai [Loi] area). Beside the stream on the level-land.;False;;;;;;;19.02583333333333 , 109.66638888888889;;;;False
B;Herbarium Berolinense;B 10 1023272;4;7214750;Zingiberaceae;Indet;(ZINGI);;Papua-Neuguinea;False;;;;Western;;;;;;;;05/02/1971 - 05/02/1971;False;False;W. Schiefenhoevel;;False;;;;;153;False;;True;;;True;East New Guinea near Bosset Mission-Station;False;;;;;;;-7.2426954 , 141.0921122;;;;False
B;Herbarium Berolinense;B 10 1023287;4;7214750;Zingiberaceae;Indet;(ZINGI);;Papua-Neuguinea;False;;;;Morobe;;;;;;;;12/10/1938 - 12/10/1938;False;False;M. S. Clemens;;False;;;;;;True;;True;;;True;Samanzing, wet hill-bush, Altitude: 5500 ft;False;;;;;;;-6.4599031 , 147.0666711;;;;False
B;Herbarium Berolinense;B 10 1021814;4;7214750;Xyridaceae;Xyris;complanata;;Brunei;;;;False;Belait;;;False;;;;;29/08/1960 - 29/08/1960;;;J. Sinclair & Kadim bin Tassim;;;;;;;10483;;;True;J. Sinclair;;;Bukit Puan, sandy soil by roadside.;;False;;;;;;4.5379421 , 114.4677469;;;;
B;Herbarium Berolinense;B 10 1021812;4;7214750;Xyridaceae;Xyris;complanata;;Thailand;False;;;;Loei(เลย);;;;;;;;11/07/1959 - 11/07/1959;False;False;F. Floto;;False;;;;;7484;False;E Museo botanico Hauniense;False;B. Hansen;;False;Poo Kradeng [Phu Kradueng] open grassy pine forest, Alt. 1300 m.;;False;;;;;;16.8907 , 101.5902;;;;False
B;Herbarium Berolinense;B 10 1021826;4;7214750;Xyridaceae;Xyris;decipiens;;Liberia;False;;;;Grand Bassa;;;;;;;;21/11/1908 - 21/11/1908;False;False;Max Dinklage;;False;;;;;2292;False;;True;J. Lewis;;False;"Grand Bassa. Sandige Kamyine des Vorlandes; sumpfiger Boden. Höhe ü. d. M.: c. 3 m.";False;;;;;;;;;;;True
B;Herbarium Berolinense;B 10 1021843;4;7214750;Xyridaceae;Xyris;filiformis;;Liberia;False;;;;Grand Bassa;;;;;;;;21/11/1908 - 21/11/1908;False;False;Max Dinklage;;False;;;;;2294;False;;True;J. Lewis;;False;Grand Bassa. Sandige Kamyine des Vorlandes. Höhe ü. d. M.: c. 3 m.;False;;;;;;;;;;;True
B;Herbarium Berolinense;B 10 1021705;4;7214750;Xyridaceae;Xyris;anceps;;Elfenbeinküste;False;;;;;;;True;;;;;17/10/1961 - 17/10/1961;False;False;J. J. F. E. de Wilde;;False;;;;;3166;False;Herb. Hort. Bot. Reg. Kew.;False;;;True;Ivory Coast, Abovabov Forest, c. 15 km ESE of Abidjan.;False;;;;;;;5.287032759316079 , -3.9186000823974614;;;;False
B;Herbarium Berolinense;B 10 1021398;4;7214750;Velloziaceae;Vellozia;graminea;;Brasilien;False;;;;;;;True;;;;;;;True;Sellow;;False;;;;;1162;False;;True;R. Mello-Silva;;;Brasilia;;False;;;;;;;;;;True
B;Herbarium Berolinense;B 10 0603464;4;7214750;Velloziaceae;Vellozia;glauca;;Brasilien;False;;;;Goiás;;;;;;;;04/12/2007 - 04/12/2007;False;False;M. L. O. Trovó, P. T. Sano, A. Nogueira, M. T. C. Watanabe;;False;;;;;442;False;Universidade de São Paulo  Herbário SPF;False;;;True;Alto Paraíso: Parque Nacional da Chapada dos Veadeiros. Estrada para o cruzeiro.;False;;;;;;;-13.969444444444445 , -47.49897222222222;;;;False
B;Herbarium Berolinense;B 10 1021417;4;7214750;Velloziaceae;Vellozia;modesta;;Brasilien;False;;;;Minas Gerais;;;False;;;;;09/03/1969 - 09/03/1969;False;False;A. B. Joly e N. J. Menezes;;False;;;;;20;False;Universidade de Sao Paulo  Herbario SPF,United States National Herbarium;;;;True;Ca. 115 km Serra do Cipó. Terreno arenoso, semi alagado;False;False;;;;;;;;;;True
B;Herbarium Berolinense;B 10 1021414;4;7214750;Velloziaceae;Vellozia;minima;;;False;;;True;;;;True;;;;;;;True;Pohl;;False;;;;;;True;Museum botanicum Berolinense;False;;;True;;;True;;;;;;;;;;True
B;Herbarium Berolinense;B 10 0470087;4;7214750;Velloziaceae;Vellozia;hirsuta;;Brasilien;False;;;;Minas Gerais;;;;;;;;30/03/2004 - 30/03/2004;False;False;R. Mello--Silva, J. R. Pirani, J. Lovo, M. A. Farinaccio, P. D. Oliveira & D. Y. A. C. Santos;;False;;;;;2559;False;;True;R. Mello-Silva;;False;Grão-Mogol: Ribeirão dos Bois, à saída da cidade na estrada para o rio Ventania. Elev. 780 m. Vegetação arbustiva entre afloramentos rochosos mais ou menos planos.;False;;;;;;;-16.558611111111112 , -42.88583333333333;;;;False
B;Herbarium Berolinense;B 10 0470398;4;7214750;Velloziaceae;Vellozia;hirsuta;;Brasilien;False;;;;Minas Gerais;;;;;;;;05/12/2004 - 05/12/2004;False;False;G. Hatschbach, M. Hatschbach & E. Barbosa;;False;;;;;78851;False;;True;R. Mello-Silva;;False;Serra do Cabral, estrada Várzea da Palma a Joaquím Felício (Mun. Várzea da Palma);False;;;;;;;-17.66037989429397 , -44.39643859863281;;;;False
B;Herbarium Berolinense;B 10 0471194;4;7214750;Velloziaceae;Vellozia;hemisphaerica;;Brasilien;False;;;;Bahia;;;;;;;;28/12/2004 - 28/12/2004;False;False;R. Mello-Silva & R. C. Forzza;;False;;;;;2800;False;;True;R. Mello-Silva;;False;"Piatã: Morro dos Três Morros, Serra do Gentio, São Bartolomeu (""Bertolameu""), base NNW do Morro do Navio. 9,3 km N de Piatã na estrada Piatã - Boninal (BA 148) e 7,1 km W na estrada vicinal para Inúbia, 6,8 km NNW desta última estrada. Elev. 1477 m. Afloramentos rochosos planos com Nanuza plicata, Vellozia tubiflora e areais brancos.";False;;;;;;;-13.033909814373878 , -41.90331459045411;;;;False
B;Herbarium Berolinense;B 10 1021403;4;7214750;Velloziaceae;Vellozia;hemisphaerica;;Brasilien;;;;False;Bahia;;;False;;;;;01/01/1838 - 31/12/1838;;;M. Blanchet;;;;;;;2544;;E. Drake;False;L. B. Smith;;;Jacobine (Jacobina);;False;;;;;;-11.1851561 , -40.5112434;;;;
B;Herbarium Berolinense;B 10 0351642;4;7214750;Velloziaceae;Vellozia;retinervis;;Südafrika;False;;;;Mpumalanga;;;;;;;;16/10/1963 - 18/10/1963;False;False;K. H. Rechinger;;False;;;;;A-4406;False;;True;P. Hein;;False;Transvaal: Kruger National Park, Skukuza.;False;;;;;;;-24.999366023972893 , 31.593461036682132;;;;False
B;Herbarium Berolinense;B 10 1021432;4;7214750;Velloziaceae;Vellozia;streptophylla;;Brasilien;False;;;;Minas Gerais;;;False;;;;;01/01/1836 - 31/12/1841;False;False;George Gardner;;False;;;;;5233;False;;True;L. B. Smith;;False;[vom Bestimmer hinzugefügt: Dist. Diamantina];;False;;;;;;-18.2440862 , -43.6006487;;;;False
B;Herbarium Berolinense;B 10 1021448;4;7214750;Velloziaceae;Vellozia;tubiflora;;Brasilien;False;;;;Roraima;;;;;;;;01/09/1909 - 30/09/1909;False;False;E. Ule;;False;;;;;8372;False;E. Ule;False;L. B. Smith;;False;"Str. auf Felsen der Serra de Mairary. Rio Branco; Surumu";False;;;;;;;4.196453635950612 , -60.788383483886726;;;;
B;Herbarium Berolinense;B 10 1021441;4;7214750;Velloziaceae;Vellozia;tenella;;Brasilien;False;;;;Minas Gerais;;;;;;;;01/01/1922 - 31/01/1922;False;False;Guilherme Santos;;False;;;;;;True;;True;RMS [Renato de Mello-Silva];;False;Itabira de Matto Dentro, 1000 m;False;False;;;;;;-19.58333 , -43.25;;;;
B;Herbarium Berolinense;B 10 1021435;4;7214750;Velloziaceae;Vellozia;taxifolia;;Brasilien;False;;;;Minas Gerais;;;;;;;;15/08/1840 - 15/08/1840;False;False;Gardner;;False;;;;;5231;False;;True;R. Mello-Silva;;False;Serro do Frio;False;;;;;;;-20.209729952862645 , -41.537504196167;;;;False
