specimen - institute;specimen - collection;specimen - code;mission - id;mission - originalID;specimen - family;specimen - genus;specimen - specific_epithet;unusable - cause;country - country;country - growned_plant;country - guessed;country - not_sure;country - no_info;region1 - region;region1 - guessed;region1 - not_sure;region1 - no_info;collect_date - collect_date;collect_date - not_sure;collect_date - no_info;onecollector - collector;onecollector - not_sure;onecollector - no_info;collect_number - ;collect_number - no_info;identifier - identifier;identifier - not_sure;identifier - no_info;locality - locality;locality - not_sure;locality - no_info;owner - question_1;owner - no_info;geo - position;geo - radius;geo - description;geo - not_sure;geo - no_info;apocynaceae_scientific_name - scientific_name;apocynaceae_scientific_name - species_name_not_in_list;apocynaceae_scientific_name - genus_name_not_in_list;apocynaceae_scientific_name - not_sure;apocynaceae_scientific_name - no_info
B;Herbarium Berolinense;B101097209;10;8501351;Apocynaceae;indet.;sp.;;Demokratische Republik Kongo;;;;False;Tshopo;;;False;22/03/1939 - 22/03/1939;;;Jean Louis;;;14.356;;;;True;Congo Belgica: Yangambi. Alt.: ± 470 m.;;False;;True;0.803383 , 24.489906;;;;;Dewevrella cochliostema De Wild.;;;;
B;Herbarium Berolinense;B101097208;10;8501351;Apocynaceae;indet.;sp.;;Namibia;;;;False;Erongo;;;False;03/01/1958 - 03/01/1958;;;R. Seydel;;;1273;False;;;True;Südwest-Afrika. Okomitundu;;False;;True;-22.117676 , 16.318761;;;;;;;;;
B;Herbarium Berolinense;B101097207;10;8501351;Apocynaceae;indet.;sp.;;Namibia;False;;;;Erongo;;;;03/01/1958 - 03/01/1958;False;False;R. Seydel;;False;1273;False;;;True;Südwest-Afrika. Okomitundu;False;;R. Seydel;False;-22.116789 , 16.31655;;;;False;Asclepiadaceae;;;;
B;Herbarium Berolinense;B101097205;10;8501351;Apocynaceae;indet.;sp.;;Namibia;False;;;;Otjozondjupa;;;;25/01/1925 - 25/01/1925;False;False;Dinter;;False;5521;False;;;True;Otavi;False;;;True;-19.638364 , 17.336817;;;;False;;;;;
B;Herbarium Berolinense;B101097206;10;8501351;Apocynaceae;indet.;sp.;;Namibia;False;;;;Otjozondjupa;;;;25/01/1925 - 25/01/1925;False;False;Dinter;;False;5521;False;;;True;Otavi;False;;;True;-19.6412405 , 17.3440906;;;;False;;;;;
B;Herbarium Berolinense;B101097203;10;8501351;Apocynaceae;indet.;sp.;;Namibia;False;;;;Erongo;;;;25/12/1933 - 25/12/1933;False;False;Dinter;;False;6777;False;;;True;Karibib: Kalksandige Buschsteppe;False;;;True;-21.9358722 , 15.8540947;;;;False;;;;;
B;Herbarium Berolinense;B101097202;10;8501351;Apocynaceae;indet.;sp.;;Namibia;False;;;;Erongo;;;;27/02/1958 - 27/02/1958;False;False;R. Seydel;;False;1273;False;;;True;Namibrand- Wilhelmstal, Okomitundu bei Wilhelmstal u. Otjimbingwe.;False;;R. Seydel;False;-22.116612 , 16.316906;;;;False;;;;;
B;Herbarium Berolinense;B101097204;10;8501351;Apocynaceae;indet.;sp.;;Namibia;;;;False;Otjozondjupa;;;False;23/03/1923 - 23/03/1923;;;Dinter;;;;True;;;True;Okahandja;;False;;True;-21.980357 , 16.908141;;;;;;;;;
B;Herbarium Berolinense;B101097201;10;8501351;Apocynaceae;indet.;sp.;;Namibia;False;;;;Oshana;;;False;05/02/1959 - 05/02/1959;False;False;B. de Winter & W. Giess;;False;6875;False;;;True;Ovamboland Native Reserve. Growing in shade of bushes. Ondangua. Open sandy flats with large trees of Diospyros mespiliformis, with Acacia ssp. and scrub Mopane.;False;False;;True;-17.91166 , 15.974498;;;;False;;;;;
B;Herbarium Berolinense;B101097249;10;8501351;Apocynaceae;indet.;sp.;;Gabun;False;;;;Estuaire;;;False;01/06/1897 - 30/06/1897;False;False;Klaine;;False;949;False;A. J. M. Leeuwenberg;;False;environs de Libreville;;False;Klaine,L. Pierre;False;0.413829 , 9.452009;;;;False;Dictyophleba ochracea (K. Schum. ex Hallier f.) Pichon;;;;
B;Herbarium Berolinense;B100013112;10;8501351;Apocynaceae;indet.;sp.;;Kamerun;False;;;;Sud;;;;02/07/1969 - 02/07/1969;False;False;J. J. Bos;;False;4985;False;A. J. M. Leeuwenberg;;False;9 km. N. of Kribi, forest edge on seashore.;False;;;True;3.0 , 9.933333333333334;;;;False;Dictyophleba ochracea (K. Schum. ex Hallier f.) Pichon;;;;
B;Herbarium Berolinense;B101097248;10;8501351;Apocynaceae;indet.;sp.;;Tansania;;;;False;Tanga;;;False;01/05/1915 - 01/05/1915;;;A. Peter;;;56994;;B. de Hoogh;;;D Ost Afrika, Handeï: Sigi → Pandeni, Urwald. c. 400 m ü. M. V.1 Z.1;False;False;A. Peter, Reisen in Afrika 1913-1915;;-5.0166 , 38.8;;;;False;Dictyophleba lucida (K.Schum.) Pierre;;;;
B;Herbarium Berolinense;B101097247;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;;Tanga;;;;08/05/1914 - 08/05/1914;False;False;A. Peter;;False;56984;False;B. de Hoogh;;False;D Ost Afrika, O Usambara: Dodwetal bei Amani, Urwald. 900 m. ü. M.;False;;A. Peter, Reisen in Afrika 1913-1919;False;-5.101679 , 38.637912;;;;False;Dictyophleba lucida (K. Schum.) Pierre;;;;
B;Herbarium Berolinense;B101097246;10;8501351;Apocynaceae;indet.;sp.;;Tansania;;;;False;Tanga;;;False;13/12/1916 - 13/12/1916;;;A. Peter;;;57009;;B. de Hoogh;;False;D Ost Afrika, O Usambara: Msituni bei Derema. c. 800 m ü. M.;False;False;A. Peter, Reisen in Afrika 1913/16;;-5.08 , 38.64;;;;False;Dictyophleba lucida (K. Schum.) Pierre;;;;
B;Herbarium Berolinense;B101097245;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;;Tanga;;;;27/12/1916 - 27/12/1916;False;False;A. Peter;;False;57010;False;B. de Hoogh;;False;D Ost Afrika, O Usambara: Urwald Kwamkoro → Sangerawe. C. 950 m ü. M. V.1 Z.1;False;;A. Peter, Reisen in Afrika 1913/16;False;-5.153011 , 38.612528;;;;False;Dictyophleba lucida (K. Schum.) Pierre;;;;
B;Herbarium Berolinense;B101097243;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;;Tanga;;;;07/03/1917 - 07/03/1917;False;False;A. Peter;;False;57012;False;B. de Hoogh;;False;D Ost Afrika, Handeï. Pandeni → Sigi. C. 400 m ü. M. V.1 Z.1;False;;A. Peter, Reisen in Afrika 1913/16;False;-5.029 , 38.778;;;;False;Dictyophleba lucida (K. Schum.) Pierre;;;;
B;Herbarium Berolinense;B101097244;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;;Tanga;;;;07/03/1917 - 07/03/1917;False;False;A. Peter;;False;57012;False;B. de Hoogh;;False;D Ost Afrika, O Usambara: an der Sigi Eisenbahn über Pandeni. c. 350 m ü. M.;False;;A. Peter, Reisen in Afrika 1913/16;False;-5.126121299701344 , 38.7016296456568;;;;False;Dictyophleba lucida (K.Schum.) Pierre;;;;
B;Herbarium Berolinense;B101097242;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;;Tanga;;;;13/03/1917 - 13/03/1917;False;False;A. Peter;;False;57014;False;B. de Hoogh;;False;D Ost Afrika, O Usambara: bei Msituni unter Derema. c. 800 m ü. M.;False;;A. Peter, Reisen in Afrika 1913/16;False;-5.084784243129603 , 38.64041805267335;;;;;Dictyophleba lucida (K.Schum.) Pierre;;;;
B;Herbarium Berolinense;B101097241;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;;Tanga;;;;28/05/1916 - 28/05/1916;False;False;A. Peter;;False;57005;False;B. de Hoogh;;False;D Ost Afrika, O Usambara: Amani, Urwald → den Bomole. c. 950 m ü. M., V.1 Z.1;False;;A. Peter, Reisen in Afrika 1913/16;False;-5.09364 , 38.628574;;;;False;Dictyophleba lucida (K.Schum.) Pierre;;;;
B;Herbarium Berolinense;B101097240;10;8501351;Apocynaceae;indet.;sp.;;Tansania;;;;False;Tanga;;;False;15/10/1915 - 15/10/1915;;;A. Peter;;;56999;;B. de Hoogh;;;D Ost Afrika, O Usambara: Amani, Urwald → den Berg Bomole. C. 940 m ü. M.;False;False;A. Peter, Reisen in Afrika 1913-1915;;-5.094637 , 38.627513;;;;False;Dictyophleba lucida (K. Schum.) Pierre;;;;
B;Herbarium Berolinense;B101097239;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;;Tanga;;;;15/10/1915 - 15/10/1915;False;False;A. Peter;;False;56999;False;B. de Hoogh;;False;"D. Ost-Afrika, O. Usambara. Amani; Urwald zum Berg Bomole. C. 940 m ü. M.";False;;A. Peter, Reisen in Afrika;False;-5.09456 , 38.629383;;;;False;Dictyophleba lucida (K. Schum.) Pierre;;;;
B;Herbarium Berolinense;B101097238;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;;Tanga;;;False;11/05/1914 - 11/05/1914;False;False;A. Peter;;False;56985;False;B. de Hoogh;;False;D Ost Afrika, O Usambara: Urwald bei Amani. 900 m. ü. M.;False;;A. Peter, Reisen in Afrika 1913-1919;False;-5.102607 , 38.635446;;;;False;Dictyophleba lucida (K. Schum.) Pierre;;;;
B;Herbarium Berolinense;B101097235;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;;Tanga;;;;12/05/1914 - 12/05/1914;False;False;A. Peter;;False;56986;False;B. de Hoogh;;False;D-Ost Afrika, O. Usambara: Urwald bei Amani. c. 900 m ü. M.;False;;A. Peter, Reisen in Afrika;False;-5.101129 , 38.634985;;;;False;Dictyophleba lucida (K. Schum.) Pierre;;;;
B;Herbarium Berolinense;B101097236;10;8501351;Apocynaceae;indet.;sp.;;Tansania;;;;False;Tanga;;;False;12/05/1914 - 12/05/1914;;;A. Peter;;;56986;;B. de Hoogh;;;D Ost Afrika, O Usambara: Urwald bei Amani. 900 m. ü. M.;;False;A. Peter, Reisen in Afrika 1913-1919;;-5.100381 , 38.635106;;;;;Dictyophleba lucida (K. Schum.) Pierre;;;;
B;Herbarium Berolinense;B101097237;10;8501351;Apocynaceae;indet.;sp.;;Tansania;;;;False;Tanga;;;False;12/05/1914 - 12/05/1914;;;A. Peter;;;56986;;B. de Hoogh;;False;D. Ost Afrika, O. Usambara. Urwald bei Amani;;False;A. Peter, Reisen in Afrika;;-5.10314 , 38.634155;;;;False;Dictyophleba lucida (K.Schum.) Pierre;;;;
B;Herbarium Berolinense;B101097234;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;;Lindi;;;;09/03/1935 - 09/03/1935;False;False;H. J. Schlieben;;False;6097;False;B. de Hoogh;;False;"45 Km. w. Lindi; 300 m. Buschwald, Liane auf Sträuchern u. Bäumen in Gruppen.";False;;;True;-10.030531 , 39.464694;;;;False;Dictyophleba lucida (K. Schum.) Pierre;;;;
B;Herbarium Berolinense;B101097233;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;;Lindi;;;;09/03/1935 - 09/03/1935;False;False;H. J. Schlieben;;False;6097;False;B. de Hoogh;;False;"Südliches Ostafrika. (Tanganjika Terr.) 45 km W. Lindi; 300 m. ü. M. Motoplateau, Buschwald (Mtondoli).";False;;;True;-10.053827 , 39.311818;;;;False;Dictyophleba lucida (K.Schum.) Pierre;;;;
B;Herbarium Berolinense;B101097231;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;;Lindi;;;;01/04/1935 - 01/04/1935;False;False;H. J. Schlieben;;False;6197a;False;B. de Hoogh;;False;"südliches Ostafrika. Tanganjika Terr. 40 km W. Lindi; 240 m. ü. M. Lutambesee, Hügel, l.[ichter] Wald";False;;;True;-10.031253 , 39.464324;;;;False;Dictyophleba lucida (K.Schum.) Pierre;;;;
B;Herbarium Berolinense;B101097232;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;;Lindi;;;;01/04/1935 - 01/04/1935;False;False;H. J. Schlieben;;False;6197a;False;B. de Hoogh;;False;"südl. Ostafrika (Tanganjika) 40 km. W. Lindi; 240 m. Lutambasee, Hügel, Wald.";False;;;True;-10.03064 , 39.464899;;;;False;Dictyophleba lucida (K. Schum.) Pierre;;;;
B;Herbarium Berolinense;B101097230;10;8501351;Apocynaceae;indet.;sp.;;Kenia;False;;;;Coast;;;;21/08/1953 - 21/08/1953;;;R. B. Drummond and J. H. Hemsley;;False;3932;;B. de Hoogh;;False;Kwale District. Buda Mafisini Forest, 8 miles WSW of Gazi, 80 m. Coastal forest.;False;;;True;-4.453778 , 39.405199;;;;False;Dictyophleba lucida (K. Schum.) Pierre;;;;
B;Herbarium Berolinense;B101097228;10;8501351;Apocynaceae;indet.;sp.;;Mosambik;False;;;;;;;True;01/10/1963 - 31/10/1963;;False;B. Goldsmith;;False;43/63;False;B. de Hoogh;;False;Buzi River Valley area. ± 2000 ft. Liane in evergreen forest patch.;False;;;True;;;;;True;Dictyophleba lucida (K. Schum.) Pierre;;;;
B;Herbarium Berolinense;B101097227;10;8501351;Apocynaceae;indet.;sp.;;Mosambik;False;;;;Manica;;;;01/10/1963 - 31/10/1963;False;False;B. Goldsmith;;False;43/63;False;B. de Hoogh;;False;P. E. Africa. Busi River valley area. Alt. ± 2000 ft. In evergreen forest patch.;False;;;True;-20.336740076913436 , 32.83580660820008;;;;False;Dictyophleba lucida (K.Schum.) Pierre;;;;
B;Herbarium Berolinense;B101097229;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;;Morogoro;;;;31/03/1953 - 31/03/1953;False;False;R. B. Drummond and J. H. Hemsley;;False;1941;False;B. de Hoogh;;False;Lusunguru forest reserve near Mtibwa sawmill, 4 miles N. of Turiani. 500 m. In shrub and small tree layer of groundwater forest.;False;;;True;-6.09462 , 37.672604;;;;False;Dictyophleba lucida (K. Schum.) Pierre;;;;
B;Herbarium Berolinense;B101097226;10;8501351;Apocynaceae;indet.;sp.;;Demokratische Republik Kongo;False;;;False;Tshopo;;;;16/08/1938 - 16/08/1938;False;False;Jean Louis;;False;10856;False;B. de Hoogh;;False;"Congo Belgica: Yangambi, île ""Esali""";False;;;True;0.7658281 , 24.4733629;;;;False;Dictyophleba lucida (K.Schum.) Pierre;;;;
B;Herbarium Berolinense;B101097225;10;8501351;Apocynaceae;indet.;sp.;;Demokratische Republik Kongo;False;;;False;Tshopo;;;False;20/10/1937 - 20/10/1937;False;False;J. Louis;;False;6391;False;B. de Hoogh;;False;Congo belge. Yangambi.;False;;;True;0.7658281 , 24.4733629;;;;;Dictyophleba lucida (K.Schum.) Pierre;;;;
B;Herbarium Berolinense;B101097224;10;8501351;Apocynaceae;indet.;sp.;;Demokratische Republik Kongo;False;;;;Tshopo;;;False;27/08/1937 - 27/08/1937;;;J. Louis;;;5863;;B. de Hoogh;;;"Congo belge, Yangambi; falaises de l'Isalowe.";False;False;;True;0.7529784271102238 , 24.448614120483402;;;;;Dictyophleba lucida (K.Schum.) Pierre;;;;
B;Herbarium Berolinense;B101097223;10;8501351;Apocynaceae;indet.;sp.;;Demokratische Republik Kongo;False;;;False;Équateur;;;False;20/05/1936 - 20/05/1936;False;False;Jean Louis;;False;1974;False;B. de Hoogh;;False;Congo Belgica au N. W. d'Eala. Alt: 470 m.;False;;;True;0.055654 , 18.310115;;;;False;Dictyophleba lucida (K. Schum.) Pierre;;;;
B;Herbarium Berolinense;B101097222;10;8501351;Apocynaceae;indet.;sp.;;Demokratische Republik Kongo;False;;;;Équateur;;;False;10/03/1928 - 10/03/1928;;;A. Corbisier;;;714;;B. de Hoogh;;;Congo Belgica: à la haut de Bolombo;;False;;True;0.09626661789724822 , 19.10934448242188;;;;;Dictyophleba lucida (K. Schum.) Pierre;;;;
B;Herbarium Berolinense;B101097221;10;8501351;Apocynaceae;indet.;sp.;;Demokratische Republik Kongo;False;;;;Équateur;;;False;01/08/1930 - 31/08/1930;False;False;Jean Lebrun;;False;1049;False;B. de Hoogh;;False;Congo Belgica: environs d'Eala;False;;;True;0.056532 , 18.314882;;;;False;Dictyophleba lucida (K.Schum.) Pierre;;;;
B;Herbarium Berolinense;B101097220;10;8501351;Apocynaceae;indet.;sp.;;Côte d'Ivoire;False;;;;Bas-Sassandra;;;;19/05/1907 - 21/05/1907;False;False;Aug. Chevalier;;False;16405;False;A. J. M. Leeuwenberg;;False;West Africa, Sassandra. Guidéko [Yabayo];;False;;True;5.94 , -6.59;;;;False;Dictyophleba leonensis (Stapf) Pichon;;;;
B;Herbarium Berolinense;B101097217;10;8501351;Apocynaceae;indet.;sp.;;Namibia;False;;;;Otjozondjupa;;;;15/02/1925 - 15/02/1925;False;False;Dinter;;False;5612;False;;;True;Auros (Otavi);False;;;True;-19.60895623060675 , 17.59254455394512;;;;False;;;;;
B;Herbarium Berolinense;B101097216;10;8501351;Apocynaceae;indet.;sp.;;Namibia;False;;;;Otjozondjupa;;;;01/01/1925 - 01/01/1925;False;False;Dinter;;False;5270;False;;;True;Otavi;False;;;True;-19.639577 , 17.33809;;;;False;;;;;
B;Herbarium Berolinense;B101097218;10;8501351;Apocynaceae;indet.;sp.;;Namibia;False;;;;Omaheke;;;;14/12/1937 - 14/12/1937;False;False;;;True;;True;;;True;Deutsch-Südwestafrika[sic!], Farm Okasondana, in einem Busch (Rhus) südl. des Hauses;False;;H. u. E. Walter;False;-21.442496487078095 , 18.66113662719727;;;;False;;;;;
B;Herbarium Berolinense;B101097219;10;8501351;Apocynaceae;indet.;sp.;;Namibia;;;;False;Khomas;;;False;14/01/1923 - 14/01/1923;;;Dinter;;;4292;;;;True;Lichtenstein;;False;;True;-22.8597 , 16.9774;;;;;;;;;
B;Herbarium Berolinense;B101097215;10;8501351;Apocynaceae;indet.;sp.;;Namibia;False;;;;Otjozondjupa;;;;;;True;H. + E. Walter;;False;662 A;False;Herbert Huber;;False;Südwestafrika. F. Hairabib 1. Bez. Grootfontein. Auf Omurambaboden mit Themeda;False;;H. u. E. Walter;False;-19.884776 , 17.9746;;;;False;Brachystelma R.Br.;;;;
B;Herbarium Berolinense;B101097214;10;8501351;Apocynaceae;indet.;sp.;;Namibia;;;;False;Otjozondjupa;;;False;23/12/1952 - 23/12/1952;;;H. + E. Walter;;;663;;Herbert Huber;;False;Südwestafrika. F. Hairabid 1, Bez. Grootfontein. Auf Omurambaboden mit Themeda.;;False;H. u. E. Walter;;-19.88611 , 17.97573;;;;;Brachystelma R.Br.;;;;
B;Herbarium Berolinense;B101097213;10;8501351;Apocynaceae;indet.;sp.;;Namibia;False;;;;Otjozondjupa;;;;23/12/1952 - 23/12/1952;False;False;H. + E. Walter;;False;664;False;Herbert Huber;;False;Südwestafrika. F. Hairabib 1, Bez. Grootfontein. Auf Omurambaboden mit Themeda;False;;H. u. E. Walter;False;-19.884388 , 17.976301;;;;False;Brachystelma R.Br.;;;;
B;Herbarium Berolinense;B101097212;10;8501351;Apocynaceae;indet.;sp.;;Namibia;False;;;;Otjozondjupa;;;;06/01/1953 - 06/01/1953;False;False;H. + E. Walter;;False;850;False;Herbert Huber;;False;Südwestafrika. F. Kumkauas. Bez.: Grootfontein;False;False;H. u. E. Walter;False;-19.684373 , 17.335013;;;;False;Brachystelma R.Br.;;;;
B;Herbarium Berolinense;B101097256;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;;Tanga;;;False;29/08/1915 - 29/08/1915;False;False;A. Peter;;False;59662;False;;;True;D Ost Afrika, Umbasteppe: südl. des Umbaflusses → Kivukoni ya juu. c. 230 m ü. M., V.1 Z.2;False;;A. Peter, Reisen in Afrika 1913-1915;False;-4.546308168096988 , 38.61471176147462;;;;False;Asclepiadaceae;;;;
B;Herbarium Berolinense;B101097255;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;;Arusha;;;;24/02/1965 - 24/02/1965;False;False;P. J. Greenway & Kanuri;;False;12,070;False;;;True;Mbulu Dist., T. 2, Mile 11.4 N. of Mto wa Mbu over a very winding track, 3,100 ft. alt. Local and very scattered amongst lava boulders with scattered Lonchocarpus-Lannea stuhlmannii-Balanites aegyptiacca in brown powdery loam at the foot of the W. Rift Wall.;;False;;True;-3.22538 , 35.92419;;;;;Diplostigma canescens K.Schum.;;;;
B;Herbarium Berolinense;B101097254;10;8501351;Apocynaceae;indet.;sp.;;Kenia;False;;;;Eastern;;;;13/09/1952 - 13/09/1952;False;False;J. B. Gillett;;False;13832;False;;;True;"Furroli, Northern Prov. Undulating lava plateau (c. 950 m.). Granite mountain to 1,890 m. with 'Halo' of red sandy loam around it. Rainfall of plain probably c. 250 mm. Vegetation of lava plains transition to open desert, grass-desert shrublet formation; on sand and hills, Commiphora-Acacia scrub; on mountain slopes, dry montane scrub; on mountain top, Juniperus-Olea-Tarchonanthus, etc., scrub. Alt. 3200 ft. Lava plain.";False;;;True;3.7 , 38.0;;;;False;Diplostigma canescens K.Schum.;;;;
B;Herbarium Berolinense;B101097253;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;;Tanga;;;;22/07/1915 - 22/07/1915;False;False;A. Peter;;False;59643;False;;;True;D Ost Afrika, Süd Pare: Gebirgsvorsprung bei Buiko, Kilom. 184. C. 700 m ü. M. V.1 Z.1;False;;A. Peter, Reisen in Afrika 1913-1915;False;-4.643688 , 38.051809;;;;False;Diplostigma canescens K.Schum.;;;;
B;Herbarium Berolinense;B101097252;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;;Tanga;;;;01/06/1915 - 01/06/1915;False;False;A. Peter;;False;59622;False;;;True;D Ost Afrika, Pare: Pori östl Buiko [Bwiko]. c. 560 m ü. M.;False;;A. Peter, Reisen in Afrika 1913-1915;False;-4.64351 , 38.055977;;;;False;Diplostigma canescens K.Schum.;;;;
B;Herbarium Berolinense;B101097251;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;;Tanga;;;False;29/05/1915 - 29/05/1915;False;False;A. Peter;;False;59620;False;;;True;D Ost Afrika, Pare: Buschpori bei Buiko. c. 560 m ü. M.;False;;A. Peter, Reisen in Afrika 1913-1915;False;-4.644081 , 38.054677;;;;False;Diplostigma canescens K.Schum.;;;;
B;Herbarium Berolinense;B101097392;10;8501351;Apocynaceae;indet.;sp.;;Sambia;;;;False;Western;;;False;08/12/1959 - 08/12/1959;;;;;True;;True;;;True;im Westen: Barotse Plain, Mongu;;False;W. Schwabe;;-15.267305 , 23.151065;;;;;Diplorhynchus Welw. ex Ficalho & Hiern;;;;
B;Herbarium Berolinense;B101097393;10;8501351;Apocynaceae;indet.;sp.;;Sambia;False;;;;Western;;;;08/12/1959 - 08/12/1959;False;False;;;True;;True;;;True;Barotse Plain, Mongu;False;;W. Schwabe;False;-15.267334 , 23.147553;;;;False;Diplorhynchus Welw. ex Ficalho & Hiern;;;;
B;Herbarium Berolinense;B100740365;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;;Tanga;;;;28/08/1918 - 28/08/1918;False;False;Salim;;False;;True;;;True;D Ost Afrika, O Usambara: Bergzug Bulwa (bei Sigi) → Makweli. c. 500 m ü. M.;False;;A. Peter, Reisen in Afrika 1913/16;False;-5.118908 , 38.547417;;;;False;Diplorhynchus Welw. ex Ficalho & Hiern;;;;
B;Herbarium Berolinense;B101097384;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;;Ruvuma;;;;19/12/1955 - 19/12/1955;False;False;E. Milne-Redhead and P. Taylor;;;7831;False;;;True;Tanganyika: Tunduru District. About 1.5 km. E. of R. Mawese in Brachystegia woodland on sand near edge of sandy grassland: 458 m.;;False;;True;-11.042279 , 37.335263;;;;False;;;;;
B;Herbarium Berolinense;B101097383;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;;Kigoma;;;;06/09/1958 - 06/09/1958;False;False;T. G. Jefford, B. E. Juniper & J. Newbould;;False;2390;False;;;True;Tanganyika, Mpanda District: Mahali Mts. Utahya. Altitude 4,000'. Occasional in Brachystegia-Isoberlinia woodland.;False;;;True;-6.222889933612814 , 29.886932373046875;;;;False;Diplorhynchus condylocarpon subsp. mossambicensis (Benth. ex Oliv.) P. A. Duvign.;;;;
B;Herbarium Berolinense;B101097382;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;;Morogoro;;;;01/03/1951 - 31/03/1951;False;False;W. J. Eggeling;;False;6061;False;;;True;Tanganyika: Eastern Prov.;False;;;True;;;;;True;Diplorhynchus condylocarpon subsp. mossambicensis (Benth. ex Oliv.) P. A. Duvign.;;;;
B;Herbarium Berolinense;B101097381;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;;Rukwa;;;;20/10/1949 - 20/10/1949;False;False;L. Silungwe;;False;18;False;;;True;Tanganyika. Mwenge (Mambwe). Chizungu T.4. Growing in Mutengo.;False;;;True;-8.86232 , 31.775341;;;;False;Diplorhynchus condylocarpon subsp. mossambicensis (Benth. ex Oliv.) P. A. Duvign.;;;;
B;Herbarium Berolinense;B101097380;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;;Tabora;;;;04/01/1951 - 04/01/1951;False;False;R. Shabani;;False;22;False;;;True;Tanganyika, District Kaliu[s]a;;False;;True;-5.0833333 , 31.75;;;;False;Diplorhynchus condylocarpon subsp. mossambicensis (Benth. ex Oliv.) P. A. Duvign.;;;;
B;Herbarium Berolinense;B101097391;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;False;Lindi;;;;03/10/1934 - 03/10/1934;False;False;H. J. Schlieben;;False;5426;False;Anonymos (Staff B);;;"südliches Ostafrika. (Tanganjika Terr.) 40 km w. Lindi; 160 m.ü.M. Lutambasee, Mirolatal";False;;;True;-10.020286028882603 , 39.47010040283204;;;;False;Diplorhynchus mossambicensis Benth. ex Oliv.;;;;
B;Herbarium Berolinense;B101097390;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;;Morogoro;;;False;26/11/1931 - 26/11/1931;False;False;H. J. Schlieben;;False;1478;False;;;True;Südliches Ostafrika. (Tanganjika Terr.) Stromgebiet des oberen Ruhudje, Landschaft Massagati nördlich des Flusses. ca 35°30'E. Mugwe Thal. Licht bewaldeter Hügel.;False;;;True;-9.418069687114487 , 35.506610870361335;;;;False;Diplorhynchus mossambicensis Benth. ex Oliv.;;;;
B;Herbarium Berolinense;B101097389;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;;Mbeya;;;;19/08/1972 - 19/08/1972;False;False;A. Stolz;;False;1505;False;;;True;Nyassa Hochland - Station Kyimbila, Seehöhe 400 Meter;False;;;True;-9.4833387 , 33.916029;;;;;Diplorhynchus mossambicensis Benth. ex Oliv.;;;;
B;Herbarium Berolinense;B101097388;10;8501351;Apocynaceae;indet.;sp.;;;False;;;True;;;;True;;;True;Surcouf;;False;;True;;;True;Rive droite du Zambèze.;False;;;True;;;;;True;Diplorhynchus mossambicensis Benth. ex Oliv.;;;;
B;Herbarium Berolinense;B101097387;10;8501351;Apocynaceae;indet.;sp.;;Demokratische Republik Kongo;False;;;;Haut-Katanga;;;;01/01/1938 - 31/12/1938;;;Quarré;;;5164;;;;True;Congo Belge: Elisabethville [Lubumbashi];;False;;True;-11.675449 , 27.498273;;;;;Diplorhynchus mossambicensis Benth. ex Oliv.;;;;
B;Herbarium Berolinense;B101097386;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;;Kigoma;;;;30/01/1926 - 30/01/1926;False;False;A. Peter;;False;35846;False;Anonymous (Herb. Kew);;False;Deutsch-Ost Afrika [sic!], Uvinsa: Felshügel südwestlich bei Malagarassi. c. 1062-1100 m ü. M.;False;;A. Peter, Reisen in Afrika 1925/26;False;-5.102922 , 30.823276;;;;False;Diplorhynchus mossambicensis Benth. ex Oliv.;;;;
