specimen - institute;specimen - collection;specimen - code;mission - id;mission - originalID;specimen - family;specimen - genus;specimen - specific_epithet;unusable - cause;country - country;country - growned_plant;country - guessed;country - not_sure;country - no_info;region1 - region;region1 - guessed;region1 - not_sure;region1 - no_info;collect_date - collect_date;collect_date - not_sure;collect_date - no_info;onecollector - collector;onecollector - not_sure;onecollector - no_info;collect_number - ;collect_number - no_info;identifier - identifier;identifier - not_sure;identifier - no_info;locality - locality;locality - not_sure;locality - no_info;owner - question_1;owner - no_info;geo - position;geo - radius;geo - description;geo - not_sure;geo - no_info;aizoaceae_scientific_name - scientific_name;aizoaceae_scientific_name - species_name_not_in_list;aizoaceae_scientific_name - genus_name_not_in_list;aizoaceae_scientific_name - no_info;aizoaceae_scientific_name - not_sure
B;Herbarium Berolinense;B100191798;9;8501354;Aizoaceae;indet.;sp.;;Jordanien;False;;;;Madaba;;;;09/04/1989 - 27/04/1989;False;False;Christoph Bayer;;False;;True;Ludwig Martins;;False;östl. Totes Meer, Wadi Mujib.;False;;;True;31.458752 , 35.589852;;;;False;Mesembryanthemum forskahlii Hochst. ex Boiss.;;;;
B;Herbarium Berolinense;B100472834;9;8501354;Aizoaceae;indet.;sp.;;Palästina;;;;False;(Palestinien Occupé, Territoire);;;False;17/05/1980 - 17/05/1980;False;False;B. Nowak;;False;;True;Danin;;False;West-Jordanien. Judäische Wüste. Westufer des Toten Meeres ca. 3 km südl. Ain Feshra;;False;Bernd Nowak;False;31.69446373456208 , 35.448932647705085;;;;;Mesembryanthemum forsskalii Hochst. ex Boiss.;;;;
B;Herbarium Berolinense;B101073018;9;8501354;Aizoaceae;indet.;sp.;;Südafrika;False;;;;Northern Cape;;;;15/10/1989 - 15/10/1989;False;False;W. Greuter;;False;21780;False;;;True;Bloukrans Pass 23 km S. of Calvinia, alt. 1000 m. S.-facing slopes, mountain karroo on sandy soil.;False;;;True;-31.66638 , 19.748998;;;;False;Phyllobolus N.E.Br.;;;;
B;Herbarium Berolinense;B101073017;9;8501354;Aizoaceae;indet.;sp.;;Südafrika;;;;False;Northern Cape;;;False;10/10/1989 - 10/10/1989;;;W. Greuter;;False;21575;;;;True;Along the road from Augrabies to Nous, 24 km W of the turnoff to Augrabies National Park, alt. 650 m. Sandy to gravelly road margins.;False;;;True;-28.84098 , 20.30941;;;;;Phyllobolus N.E.Br.;;;;
B;Herbarium Berolinense;B101073016;9;8501354;Aizoaceae;indet.;sp.;;Südafrika;;;;False;Northern Cape;;;False;11/10/1989 - 11/10/1989;;;W. Greuter;;;21640;;;;True;Namaqualand: 25 km E. of Springbok along the road to Pofadder, alt. 980 m. Sandy to gravelly granite slopes along the road.;;False;;True;-29.534 , 18.2789;;;;;Phyllobolus N.E.Br.;;;;
B;Herbarium Berolinense;B101073015;9;8501354;Aizoaceae;indet.;sp.;;Südafrika;False;;;;Northern Cape;;;;12/10/1989 - 12/10/1989;False;False;W. Greuter;;False;21674;False;;;True;Namaqualand: 7 km S. of Springbok on the Springbok camping ground, alt. 800 m. Clayey to sandy flats with low succulent scrub.;False;;;True;-29.699249116973935 , 17.883167266845707;;;;False;Phyllobolus N.E.Br.;;;;
B;Herbarium Berolinense;B101073014;9;8501354;Aizoaceae;indet.;sp.;;Südafrika;False;;;;Northern Cape;;;;12/10/1989 - 12/10/1989;False;False;W. Greuter;;False;21698;False;;;True;Namaqualand: 8 km W of Steinkopf, Aninaus Pass, alt 930-950 m.  Gravelly to sandy flats along the road.;False;;;True;-29.22859012388647 , 17.685928344726566;;;;False;Phyllobolus N.E.Br.;;;;
B;Herbarium Berolinense;B101073012;9;8501354;Aizoaceae;indet.;sp.;;Südafrika;False;;;;Western Cape;;;;15/10/1989 - 15/10/1989;False;False;W. Greuter;;False;21792;False;;;True;"80 km S. of Calvinia along road to Ceres, alt. 400 m. Semidesert vegetation on clayey soil. Shrublet, 20 cm; flowers pale yellow.";False;;W. Greuter;;-32.292064835804375 , 19.658660888671875;;;;;Phyllobolus N.E.Br.;;;;
B;Herbarium Berolinense;B101073011;9;8501354;Aizoaceae;indet.;sp.;;Südafrika;False;;;;Northern Cape;;;;10/10/1989 - 10/10/1989;False;False;W. Greuter;;False;21610;False;H. B. G.;;False;4 km NE. of Pofadder along the road to Onseepkans, alt. 900 m. Sandy to gravelly colluvions at the road margin.;False;;;True;-29.062021750467565 , 19.43764686584473;;;;False;Phyllobolus N.E.Br.;;;;
B;Herbarium Berolinense;B101073010;9;8501354;Aizoaceae;indet.;sp.;;Südafrika;False;;;;Western Cape;;;;21/10/1989 - 21/10/1989;False;False;W. Greuter;;False;22047;False;;;True;25 km NW. of Robertson along the road to Worcester, alt. 380 m. Hillside with finbos.;False;;;True;-33.737827 , 19.670388;;;;False;Phyllobolus N.E.Br.;;;;
B;Herbarium Berolinense;B101073009;9;8501354;Aizoaceae;indet.;sp.;;Südafrika;;;;False;Western Cape;;;False;21/10/1989 - 21/10/1989;;;W. Greuter;;;22048;;;;True;25 km NW. of Robertson along the road to Worcester, alt. 380 m. Hillside with finbos.;;False;;True;-33.7467 , 19.639866;;;;;Phyllobolus N.E.Br.;;;;
B;Herbarium Berolinense;B101073008;9;8501354;Aizoaceae;indet.;sp.;;Südafrika;False;;;False;Western Cape;;;;14/10/1989 - 14/10/1989;;False;W. Greuter;;False;21756;False;;;True;"Namaqualand: Kneersvlakte, 22 km N. of Vanrhynsdorp and 1 km E. of the highway to Garies, along track to ""Douse the Glim"", alt. 260 m. Gravelly granitic hillocks with succulent desert vegetation.";;False;;True;-31.41653221079203 , 18.70177745819092;;;;;Phyllobolus N.E.Br.;;;;
B;Herbarium Berolinense;B101073013;9;8501354;Aizoaceae;indet.;sp.;;Südafrika;False;;;;Northern Cape;;;;12/10/1989 - 12/10/1989;False;False;W. Greuter;;False;21699;False;;;True;Namaqualand: 8 km W. of Steinkopf, Aninaus Pass, alt. 930-950 m. Gravelly to sandy flats along the road.;False;;;True;-29.23785 , 17.59164;;;;False;Phyllobolus N.E.Br.;;;;
B;Herbarium Berolinense;B101073006;9;8501354;Aizoaceae;indet.;sp.;;Südafrika;False;;;;Western Cape;;;;31/07/1896 - 31/07/1896;False;False;R. Schlechter;;False;8357;False;M. Gerbaulet;;False;Terra Capensis. Regionis Occidentalis. Wind Hoek, In lapidosis. 400';False;;;True;-31.7766 , 18.3926;;;;;Phyllobolus viridiflorus (Aiton) Gerbaulet;;;;
B;Herbarium Berolinense;B101073005;9;8501354;Aizoaceae;indet.;sp.;;Südafrika;False;;;;Western Cape;;;;04/09/1900 - 04/09/1900;False;False;L. Diels;;False;374;False;M. Gerbaulet;;False;NW Capland: Clanwilliam. Ostseite des Olifant-Thales nahe Clanwilliam. Felsige Triften mit zerstreutem Gebüsch. 75 m ü. M.;;False;;True;-32.20253 , 18.901089;;;;False;Phyllobolus viridiflorus (Aiton) Gerbaulet;;;;
B;Herbarium Berolinense;B101073007;9;8501354;Aizoaceae;indet.;sp.;;Südafrika;False;;;;;;;True;;;True;Drège;;False;;True;M. Gerbaulet;;False;;;True;R. Schlechter;False;;;;;True;Phyllobolus viridiflorus (Aiton) Gerbaulet;;;;
B;Herbarium Berolinense;B101073004;9;8501354;Aizoaceae;indet.;sp.;;Südafrika;False;;;;Western Cape;;;;;;True;;;True;;True;M. Gerbaulet;;False;Cap bon spei;False;;W. v. Spruner,W. Sonder;False;-34.351066 , 18.478837;;;;False;Phyllobolus trichotomus (Thunb.) Gerbaulet;;;;
B;Herbarium Berolinense;B101073002;9;8501354;Aizoaceae;indet.;sp.;;Südafrika;False;;;;Western Cape;;;;01/12/1904 - 31/12/1904;False;False;H. Bolus;;False;11508;False;M. Gerbaulet;;False;Regionis Karrooccae, In collibus lapidosis - in dit. Prince Albert. alt. ca 2400 ped.;True;False;H. Bolus,R. Schlechter;False;-33.226828 , 22.079127;;;;False;Phyllobolus splendens (L.) Gerbaulet;;;;
B;Herbarium Berolinense;B101073001;9;8501354;Aizoaceae;indet.;sp.;;Südafrika;False;;;False;;;;True;;;True;Z. [Zeyher];;False;2599;False;M. Gerbaulet;;False;;;True;;True;;;;;True;Phyllobolus splendens (L.) Gerbaulet;;;;
B;Herbarium Berolinense;B101073003;9;8501354;Aizoaceae;indet.;sp.;;;False;;;True;;;;True;;;True;Kurt Sprengel;;False;;True;M. Gerbaulet;;False;;;True;Kurt Sprengel;;;;;;True;Phyllobolus splendens (L.) Gerbaulet;;;;
B;Herbarium Berolinense;B101073000;9;8501354;Aizoaceae;indet.;sp.;;Deutschland;True;;;;Thüringen;;;;01/01/1932 - 31/12/1932;False;False;;;True;;True;M. Gerbaulet;;;cult. K. v. Poellnitz, Oberlödla;False;;;True;50.995099680748844 , 12.388544082641603;;;;False;Phyllobolus splendens subsp. pentagonus (L.Bolus) Gerbaulet;;;;
B;Herbarium Berolinense;B100012154;9;8501354;Aizoaceae;indet.;sp.;;Südafrika;False;;;;Western Cape;;;False;01/10/1986 - 01/10/1986;False;False;C. Hilton-Taylor;;False;1564;False;M. Gerbaulet;;False;Cape. Alt.: 150m. Foot of Nardousberge below Witbakenkop on old Clanwilliam - Vanryhnsdorp road. Succulent Karoo on clay soils. Flat area;False;;;True;-31.9166667 , 18.733333333333334;;;;False;Phyllobolus saturatus (L.Bolus) Gerbaulet;;;;
B;Herbarium Berolinense;B101071999;9;8501354;Aizoaceae;indet.;sp.;;Südafrika;False;;;;Northern Cape;;;;18/09/1911 - 18/09/1911;False;False;H. H. W. Pearson;;False;6441;False;M. Gerbaulet;;False;Khamiesberg. Bailey's Vlakte , damp ground.;False;;;True;-30.163978 , 18.197126;;;;False;Phyllobolus resurgens Schwantes;;;;
B;Herbarium Berolinense;B101071997;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Karas;;;;27/07/1929 - 27/07/1929;False;False;Dinter;;False;6565;False;M. Gerbaulet;;False;Im Gebirgsschutt und auf bewachs. Dünen der Buchuberge;False;;;True;-27.897475 , 15.928995;;;;False;Phyllobolus oculatus (N.E.Br.) Gerbaulet;;;;
B;Herbarium Berolinense;B101071998;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Karas;;;;31/08/1929 - 31/08/1929;False;False;Dinter;;False;6663;False;M. Gerbaulet;;False;Halenberg [Haalenberg];False;;;True;-26.6122961 , 15.5134902;;;;False;Phyllobolus oculatus (N.E.Br.) Gerbaulet;;;;
B;Herbarium Berolinense;B100153169;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Karas;;;;24/09/1922 - 24/09/1922;False;False;Dinter;;False;3868;False;M. Gerbaulet;;False;Klinghardtgebirge;False;;;True;-27.314164055600074 , 15.742034912109377;;;;False;Phyllobolus oculatus (N.E.Br.) Gerbaulet;;;;
B;Herbarium Berolinense;B100153168;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Karas;;;;24/09/1922 - 24/09/1922;False;False;Dinter;;False;3868;False;M. Gerbaulet;;False;Klinghardtgebirge;False;;;True;-27.314164 , 15.742035;;;;False;Phyllobolus oculatus (N.E.Br.) Gerbaulet;;;;
B;Herbarium Berolinense;B100153170;9;8501354;Aizoaceae;indet.;sp.;;Namibia;;;;False;Karas;;;False;24/09/1922 - 24/09/1922;;;Dinter;;;3868;;M. Gerbaulet;;;Klinghardtgebirge;;False;;True;;;;;True;Phyllobolus oculatus (N.E.Br.) Gerbaulet;;;;
B;Herbarium Berolinense;B101071995;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Karas;;;;10/09/1922 - 10/09/1922;False;False;Dinter;;False;3789;False;M. Gerbaulet;;False;Buntfeldschuh;False;;;True;-27.51345 , 15.54136;;;;False;Phyllobolus melanospermus (Dinter & Schwantes) Gerbaulet;;;;
B;Herbarium Berolinense;B101071994;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Karas;;;;01/11/1913 - 30/11/1913;False;False;Schäfer;;False;627a;False;M. Gerbaulet;;False;Deutsch-Südwestafrika. Bogenfels;False;;;True;-27.451099 , 15.412936;;;;False;Phyllobolus melanospermus (Dinter & Schwantes) Gerbaulet;;;;
B;Herbarium Berolinense;B101071996;9;8501354;Aizoaceae;indet.;sp.;;Namibia;;;;False;Karas;;;False;21/05/1929 - 21/05/1929;;;Dinter;;;6382;;M. Gerbaulet;;False;Rheinpfalz b. Pomona;;False;;True;-27.197304 , 15.282484;;;;;Phyllobolus melanospermus (Dinter & Schwantes) Gerbaulet;;;;
B;Herbarium Berolinense;B101071993;9;8501354;Aizoaceae;indet.;sp.;;Deutschland;True;;;;Berlin;;;;01/06/1911 - 01/06/1911;False;False;H. Strauß;;False;;True;M. Gerbaulet;;False;h. Dahlem [Wildherkunft: Kapkolonie.];False;;;True;;;;;True;Phyllobolus grossus (Aiton) Gerbaulet;;;;
B;Herbarium Berolinense;B101071992;9;8501354;Aizoaceae;indet.;sp.;;Südafrika;True;;;;Western Cape;;;;01/01/1896 - 31/12/1896;False;False;;;True;;True;M. Gerbaulet;;False;Cult. Hort. Capetown.;False;False;R. Schlechter;False;;;;;True;Phyllobolus N.E.Br.;;;;
B;Herbarium Berolinense;B101073024;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Otjozondjupa;;;;05/03/1914 - 05/03/1914;False;False;Dinter;;False;3415;False;H.-Chr. Friedrich;;False;Eahero, sandig kalkige Buschsteppe;False;;;True;-21.44998022158979 , 17.959899902343754;;;;False;Plinthus rehmannii Schellenb.;;;;
B;Herbarium Berolinense;B101073025;9;8501354;Aizoaceae;indet.;sp.;;Namibia;;;;False;Karas;;;False;19/11/1934 - 19/11/1934;;;Dinter;;;8004;;H.-Chr. Friedrich;;;gesammelt auf der Fahrt von Farm Lichtenstein nach Aus, wahrscheinl. am Fuß der Tirasberge.;;False;;True;-26.307445812112874 , 16.551589965820316;;;;;Plinthus rehmannii Schellenb.;;;;
B;Herbarium Berolinense;B101073023;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Karas;;;;20/10/1922 - 20/10/1922;False;False;Dinter;;False;4131;False;H.-Chr. Friedrich;;False;Aus;False;;;True;-26.664342 , 16.259429;;;;False;Plinthus cryptocarpus Fenzl;;;;
B;Herbarium Berolinense;B101073022;9;8501354;Aizoaceae;indet.;sp.;;Namibia;;;;False;Karas;;;False;29/10/1923 - 29/10/1923;;;Dinter;;;5046;;H.-Chr. Friedrich;;;Dünen bei Gründorn;;False;;True;-27.444152919810552 , 18.24211120605469;;;;;Plinthus cryptocarpus Fenzl;;;;
B;Herbarium Berolinense;B101073021;9;8501354;Aizoaceae;indet.;sp.;;Südafrika;;;;False;Northern Cape;;;False;08/04/1953 - 08/04/1953;;;H. und E. Walter;;;2478;;H.-Chr. Friedrich;;;Farm Steenkampspan bei Upington Bezirk: Gordonia Kalkanhöhe;;False;H. u. E. Walter;;-28.240671 , 21.405016;;;;;Plinthus cryptocarpus Fenzl;;;;
B;Herbarium Berolinense;B101073020;9;8501354;Aizoaceae;indet.;sp.;;Südafrika;False;;;;Northern Cape;;;;21/10/1961 - 21/10/1961;False;False;O. A. Leistner;;False;2909;False;;;True;Gordonia Dist., Kalahari Gemsbok National Park. Auob River bed near Uri Karuus. Rare on calcareous silty sand in river bed. Alt. c 2,950;False;;;True;-26.00749 , 20.349112;;;;False;Plinthus cryptocarpus Fenzl;;;;
B;Herbarium Berolinense;B101073019;9;8501354;Aizoaceae;indet.;sp.;;Südafrika;False;;;;;;;True;01/11/1927 - 30/11/1927;False;False;Marloth;;;;True;H. F. Glen;;False;;;True;;True;;;;;True;Pleiospilos prismaticus (Schwantes) Schwantes;;;;
B;Herbarium Berolinense;B101073037;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Khomas;;;;26/04/1922 - 26/04/1922;False;False;Dinter;;False;3481;False;H.-Chr. Friedrich;;False;Auasberge;False;;;True;-22.828899 , 17.002088;;;;;Plinthus sericeus Pax;;;;
B;Herbarium Berolinense;B101073038;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Karas;;;;29/10/1923 - 29/10/1923;;;Dinter;;;5045;;H.-Chr. Friedrich;;False;Dünen bei Gründorn;;False;;True;-28.103990898965876 , 19.266757965087894;;;;False;Plinthus sericeus Pax;;;;
B;Herbarium Berolinense;B101073039;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Khomas;;;;28/02/1923 - 28/02/1923;False;False;Dinter;;False;4537;False;H.-Chr. Friedrich;;False;Leutwein;False;;;True;-22.919184914236503 , 16.97799682617188;;;;False;Plinthus sericeus Pax;;;;
B;Herbarium Berolinense;B101073040;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;;;;True;13/04/1911 - 13/04/1911;False;False;Dinter;;False;2225;False;H.-Chr. Friedrich;;False;Sandige Grassteppe Rehoboth - Aris;False;;;True;;;;;True;Plinthus sericeus Pax;;;;
B;Herbarium Berolinense;B101073036;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Omaheke;;;;27/04/1965 - 27/04/1965;False;False;H. J. Schlieben;;False;10373;False;;;True;S-W-Afrika. Dist. Gobabis, Farm Herrentofan bei Witvley. Im Trockenbett des White Nosop Flusses;False;;;True;-22.413210472917466 , 18.4923934802633;;;;;Plinthus sericeus Pax;;;;
B;Herbarium Berolinense;B101073035;9;8501354;Aizoaceae;indet.;sp.;;Südafrika;;;;False;Northern Cape;;;False;20/10/1961 - 20/10/1961;;;O. A. Leistner;;;2907;;;;True;Gordonia: Kalahari Gemsbok National Park: 35 miles NW of Twee Rivieren. Slopes of red sand dunes. Growing in association with P. laxifolius but well distinct from that sp. Occasional. alt. c. 2,900';;False;;True;-33.4553 , 21.9892;;;;;Plinthus sericeus Pax;;;;
B;Herbarium Berolinense;B101073032;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Khomas;;;;01/04/1961 - 01/04/1961;False;False;R. Seydel;;False;2712;False;;;True;Südwest-Afrika. Bodenhausenkamp, Farm Bodenhausen;False;;R. Seydel;False;-22.33445 , 17.616591;;;;False;Plinthus sericeus Pax;;;;
B;Herbarium Berolinense;B101073033;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Khomas;;;;01/04/1961 - 01/04/1961;False;False;R. Seydel;;False;2712;False;;;True;Windhuk Bergland Bodenhausen. Altitudo: ca 1600 m;False;;R. Seydel;False;-22.328079 , 17.62296;;;;False;Plinthus sericeus Pax;;;;
B;Herbarium Berolinense;B101073034;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Khomas;;;;01/04/1961 - 01/04/1961;False;False;R. Seydel;;False;2712;False;;;True;Südwest-Afrika. Bodenhausenkamp. Farm Bodenhausen.;False;False;R. Seydel;False;-22.332617 , 17.617808;;;;False;Plinthus sericeus Pax;;;;
B;Herbarium Berolinense;B101073031;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Khomas;;;;31/05/1963 - 31/05/1963;False;False;R. Seydel;;False;3526;False;;;True;Windhuk Bergland Avis. Auf Flussaue in Kleinem Rivier vor den Auasbergen. Altitudo: ca1600M;False;;R. Seydel;False;-22.604183 , 17.199914;;;;False;Plinthus sericeus Pax;;;;
B;Herbarium Berolinense;B101073030;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Khomas;;;False;31/05/1963 - 31/05/1963;False;False;R. Seydel;;False;3526;False;;;True;Windhuk Bergland, ca. 1600 m, Avis. Auf Flussaue in Kleinem Rivier vor den Auasbergen.;False;;R. Seydel;False;-22.568798 , 17.075932;;;;False;Plinthus sericeus Pax;;;;
B;Herbarium Berolinense;B101073029;9;8501354;Aizoaceae;indet.;sp.;;Südafrika;False;;;;Northern Cape;;;;08/04/1953 - 08/04/1953;False;False;H. u. E. Walter;;False;2473;False;Friedrich;;False;Bezirk: Gordonia, Farm Steenkampspan. Bei Upington, auf. Kalkanhöhe;False;;H. u. E. Walter;False;-28.272262 , 21.369434;;;;False;Plinthus sericeus Pax;;;;
B;Herbarium Berolinense;B101073027;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Hardap;;;;21/11/1952 - 21/11/1952;False;False;H. und E. Walter;;False;174;False;H.-Chr. Friedrich;;False;auf fahrt von Farm Bergland-Arovley (Bezirk: Rehoboth nach Farm Marienhof 5 Meilen vor Rehoboth;False;;H. u. E. Walter;False;-23.416618994914888 , 16.70333862304688;;;;False;Plinthus sericeus Pax;;;;
B;Herbarium Berolinense;B101073026;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Hardap;;;;21/11/1952 - 21/11/1952;False;False;H.  und E. Walter;;False;174;False;H.-Chr. Friedrich;;False;auf Fahrt von Farm Bergland-Arovley (Bezirk: Rehoboth nach Farm Marienhof 5 Meilen vor Rehoboth;False;;H. u. E. Walter;False;-23.404185 , 16.786849;;;;False;Plinthus sericeus Pax;;;;
B;Herbarium Berolinense;B101073028;9;8501354;Aizoaceae;indet.;sp.;;Namibia;;;;False;Hardap;;;False;06/11/1937 - 06/11/1937;;;H. u. E. Walter;;;1050;;H.-Chr. Friedrich;;;Zwischen Eirup und Gunchab auf Dünen;;False;H. u. E. Walter;;-24.2 , 18.4;;;;;Plinthus sericeus Pax;;;;
B;Herbarium Berolinense;B101072349;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Karas;;;;07/02/1929 - 07/02/1929;False;False;Dinter;;False;6115;False;H. Ch. Friedrich;;False;Namib: Station Rotkop;False;;;True;-26.709345 , 15.390793;;;;False;Psammophora modesta (Dinter & Berger) Dinter & Schwantes;;;;
B;Herbarium Berolinense;B101072348;9;8501354;Aizoaceae;indet.;sp.;;Namibia;;;;False;Karas;;;False;01/01/1929 - 31/12/1929;;;Dinter;;;6606;;H. Ch. Friedrich;;False;Buchuberge;;False;;True;-27.897793 , 15.92788;;;;;Psammophora modesta (Dinter & Berger) Dinter & Schwantes;;;;
B;Herbarium Berolinense;B101072347;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Karas;;;;01/08/1929 - 10/08/1929;False;False;Dinter;;False;6590;False;H. Ch. Friedrich;;False;Gebirgsschutt und Sande der Buchuberge [Boegoe];False;;;True;-27.920861185612452 , 15.939788818359377;;;;False;Psammophora modesta (Dinter & Berger) Dinter & Schwantes;;;;
B;Herbarium Berolinense;B101072346;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Karas;;;;01/09/1922 - 30/09/1922;False;False;Dinter;;False;;True;H. Ch. Friedrich;;False;Klinghardtgebirge;False;;;True;;;;;True;Psammophora modesta (Dinter & Berger) Dinter & Schwantes;;;;
B;Herbarium Berolinense;B101072345;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;False;Karas;;;False;09/05/1913 - 09/05/1913;;;Range;;False;1737;False;H. Ch. Friedrich;;False;Lbucht [Lüderitzbucht];True;False;;True;-26.681059888701885 , 15.155467987060549;;;;;Psammophora modesta (Dinter & Berger) Dinter & Schwantes;;;;
B;Herbarium Berolinense;B101072344;9;8501354;Aizoaceae;indet.;sp.;;Namibia;;;;False;Karas;;;;01/02/1913 - 28/02/1913;;;Schäfer;;;634;;H. Ch. Friedrich;;;Buntfeldschuh;False;;;True;-27.513333 , 15.541111;;;;False;Psammophora modesta (Dinter & Berger) Dinter & Schwantes;;;;
B;Herbarium Berolinense;B101072343;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Karas;;;;08/05/1913 - 10/05/1913;False;False;A. Engler;;False;6812;False;H. Ch. Friedrich;;False;Deutsch-Südwestafrika. Namabezirk: Lüderitzbucht - Granitklippen. 50 - 10 m ü. M.;False;;;True;-26.639059 , 15.152581;;;;False;Psammophora modesta (Dinter & Berger) Dinter & Schwantes;;;;
B;Herbarium Berolinense;B101072342;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Karas;;;;07/05/1913 - 07/05/1913;False;False;A. Engler;;False;6801;False;H. Ch. Friedrich;;False;Deutsch-Südwestafrika. Namabezirk: Kohlmannskoppe [Kolmanskop] bei Lüderitzbucht. Dünen - im Kies - auf Granitklippen. 150 m ü. M.;False;;;True;-26.702222222222222 , 15.231111111111112;;;;False;Psammophora modesta (Dinter & Berger) Dinter & Schwantes;;;;
B;Herbarium Berolinense;B101072341;9;8501354;Aizoaceae;indet.;sp.;;Namibia;;;;False;Karas;;;False;04/11/1983 - 04/11/1983;;;B. Leuenberger, Th. Raus et Ch. Schiers;;;3318;;;;True;Bezirk Lüderitz, Lüderitzbucht, Hügel an den Strassen zur Grossen Bucht und zur Kartoffelbucht. Quarzreiche Gesteinsfluren mit Sukkulenten.;;False;;True;-26.639869 , 15.152627;;;;;Psammophora modesta (Dinter & Berger) Dinter & Schwantes;;;;
B;Herbarium Berolinense;B101072339;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Karas;;;;13/05/1929 - 13/05/1929;False;False;Dinter;;False;6358;False;H. Ch. Friedrich;;False;Alicetal;False;;;True;-27.200218 , 15.279157;;;;False;Psammophora nissenii (Dinter) Dinter & Schwantes;;;;
B;Herbarium Berolinense;B101072340;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Karas;;;;13/05/1929 - 13/05/1929;False;False;K. Dinter;;False;6358;False;H. Ch. Friedrich;;False;Alicetal;False;;;True;-27.1925 , 15.3011;;;;;Psammophora nissenii (Dinter) Dinter & Schwantes;;;;
B;Herbarium Berolinense;B101072338;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Karas;;;;13/05/1929 - 13/05/1929;False;False;Dinter;;False;6358;False;H. Ch. Friedrich;;False;Pomona;False;;;True;-27.19234819141065 , 15.285415649414064;;;;;Psammophora nissenii (Dinter) Dinter & Schwantes;;;;
B;Herbarium Berolinense;B101072335;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Karas;;;;04/03/1929 - 04/03/1929;False;False;Dinter;;False;6102;False;Klak;;False;Aus;False;;;True;-26.664342 , 16.259429;;;;False;Prenia tetragona (Thunb.) Gerbaulet;;;;
B;Herbarium Berolinense;B101072333;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Karas;;;False;21/10/1922 - 21/10/1922;False;False;Dinter;;False;3640;False;Klak;;False;Aus;;False;;True;-26.664342 , 16.259429;;;;;Prenia tetragona (Thunb.) Gerbaulet;;;;
B;Herbarium Berolinense;B101072334;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Karas;;;;21/10/1922 - 21/10/1922;False;False;Dinter;;False;3640;False;H.-Chr. Friedrich;;False;Aus;False;;;True;-26.664342 , 16.259429;;;;False;Psilocaulon lindequistii (Engl.) Schwantes;;;;
B;Herbarium Berolinense;B101072336;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Karas;;;;06/08/1923 - 06/08/1923;False;False;Dinter;;False;4755;False;Klak;;False;Kl.-Karas;False;;;True;-27.569839 , 18.104451;;;;False;Prenia tetragona (Thunb.) Gerbaulet;;;;
B;Herbarium Berolinense;B101072332;9;8501354;Aizoaceae;indet.;sp.;;Südafrika;False;;;;Western Cape;;;;23/11/1982 - 23/11/1982;False;False;P. A. Bean;;False;1034;False;M. Gerbaulet;;False;Cape Province, Piquetberg Dist. South of Piquetberg Mts on road to Goedverwacht.;False;;;True;-32.85607 , 18.737334;;;;False;Prenia pallens (Aiton) N.E.Br.;;;;
B;Herbarium Berolinense;B101072331;9;8501354;Aizoaceae;indet.;sp.;;Südafrika;False;;;;;;;True;;;True;;;True;11016;False;M. Gerbaulet;;False;Regio occidentalis;False;;;True;;;;;True;Prenia pallens subsp. lancea (Thunb.) Gerbaulet;;;;
