specimen - institute;specimen - collection;specimen - code;mission - id;mission - originalID;specimen - family;specimen - genus;specimen - specific_epithet;unusable - cause;country - country;country - growned_plant;country - guessed;country - not_sure;country - no_info;region1 - region;region1 - guessed;region1 - not_sure;region1 - no_info;region2 - region;region2 - guessed;region2 - not_sure;region2 - no_info;collect_date - collect_date;collect_date - not_sure;collect_date - no_info;onecollector - collector;onecollector - not_sure;onecollector - no_info;collect_number - ;collect_number - no_info;owner - question_1;owner - no_info;identifier - identifier;identifier - not_sure;identifier - no_info;scientific_name - scientific_name;locality - locality;locality - not_sure;locality - no_info;geo - position;geo - radius;geo - description;geo - not_sure;geo - no_info
B;Herbarium Berolinense;B 10 1174077;7;7895457;Balsaminaceae;Impatiens;sp.;;Indonesien;False;;;;South Sulawesi;;;;;;;;01/11/1888 - 31/12/1888;False;False;Warburg;;False;15962;False;;True;;;True;;Tassasso, S. Celebes;False;;-5.281666666666666 , 119.97666666666667;;;;False
B;Herbarium Berolinense;B 10 1174076;7;7895457;Balsaminaceae;Impatiens;sp.;;Indonesien;False;;;;South Sulawesi;;;;;;;;01/01/1888 - 31/12/1888;False;False;O. Warburg;;False;15962;False;;True;;;True;;Süd-Celebes: Tassosso;False;;-5.281666666666666 , 119.97666666666667;;;;False
B;Herbarium Berolinense;B 10 1174072;7;7895457;Balsaminaceae;Impatiens;sp.;;Indonesien;;;;False;South Sulawesi;;;False;;;;;20/01/1895 - 20/01/1895;False;False;Sarasin (Brüder Paul und Fritz);;;869;;;True;;;True;;Paloppo;;False;-2.9925 , 120.19694444444445;;;;
B;Herbarium Berolinense;B 10 1174073;7;7895457;Balsaminaceae;Impatiens;sp.;;Indonesien;;;;False;Central Sulawesi;;;False;;;;;17/09/1902 - 17/09/1902;;;Brüder Sarasin;;;2109;;;True;;;True;;Topápugebirge, 1200-1700 m;;False;-1.9771465537125645 , 120.33187866210939;;;;False
B;Herbarium Berolinense;B 10 1174074;7;7895457;Balsaminaceae;Impatiens;sp.;;Indonesien;False;;;;Central Sulawesi;;;;;;;;20/07/1902 - 20/07/1902;False;False;Sarasin (Brüder Paul und Fritz);;False;S 2069;False;Iter  celebicum Sarasinorum II;False;;;True;;Sibarongarücken;False;;-1.583333 , 120.05;;;;False
B;Herbarium Berolinense;B 10 1174075;7;7895457;Balsaminaceae;Impatiens;sp.;;Indonesien;False;;;;South Sulawesi;;;;;;;;30/06/1895 - 30/06/1895;False;False;Brüder Sarasin;;False;1108;False;;True;;;True;;Barabatuwa;False;;-5.3646396957319045 , 119.43237304687501;;;;False
B;Herbarium Berolinense;B 10 1174078;7;7895457;Balsaminaceae;Impatiens;sp.;;Indonesien;False;;;;South Sulawesi;;;False;;;;;24/04/1902 - 24/04/1902;False;False;Sarasin;;False;S 2146;False;;True;;;True;;Bowonglangi [Berg Bohonglangi];;False;-5.1291 , 119.9368;;;;False
B;Herbarium Berolinense;B 10 1174071;7;7895457;Balsaminaceae;Impatiens;sp.;;Indonesien;False;;;;Central Sulawesi;;;;;;;;05/02/1895 - 05/02/1895;False;False;S[arasin];;False;848;False;;True;;;True;;Celebes, Takalekadjo c. 500 m;False;;-2.223999938073739 , 120.75965497575967;;;;
B;Herbarium Berolinense;B 10 1174070;7;7895457;Balsaminaceae;Impatiens;sp.;;Indonesien;False;;;;North Sulawesi;;;False;;;;;24/09/1894 - 24/09/1894;False;False;Sarasin;;;598;;;True;;;True;;Tomohon;False;False;1.3255914 , 124.838605;;;;
B;Herbarium Berolinense;B 10 1174069;7;7895457;Balsaminaceae;Impatiens;sp.;;Indonesien;False;;;;;;;True;;;;;;;True;S[arasin] (Brüder Paul und Fritz);;False;249;False;;True;;;True;;[Sulawesi];False;;;;;;True
B;Herbarium Berolinense;B 10 1174068;7;7895457;Balsaminaceae;Impatiens;sp.;;Indonesien;;;;False;North Sulawesi;;;False;;;;;29/11/1893 - 29/11/1893;False;False;Sarasin;;False;249;False;;True;;;True;;Karoa-Mongondo [Mongondow] Grenzgebirge 980 m;False;;0.794115 , 124.367959;;;;False
B;Herbarium Berolinense;B 10 1174055;7;7895457;Balsaminaceae;Impatiens;sp.;;Indonesien;False;;;;West Java;;;;;;;;01/01/1901 - 31/12/1901;False;False;v. Trotha;;False;;True;;True;J. D. H. [Joseph Dalton Hooker];;False;;Vulcan Papandajan u. Telaga Bohdas.;False;;-7.217278076450862 , 107.9018783569336;;;;False
B;Herbarium Berolinense;B 10 1174054;7;7895457;Balsaminaceae;Impatiens;sp.;;Indonesien;False;;;;West Java;;;;;;;;;;True;Wouters;;False;195;False;;True;J. D. Hooker;;False;;Aechipel. Ind. Java M. Gedeh;False;;-6.788033576321552 , 106.98246002197267;;;;False
B;Herbarium Berolinense;B 10 1174057;7;7895457;Balsaminaceae;Impatiens;sp.;;Indonesien;False;;;;West Sumatra;;;;;;;;19/08/1976 - 19/08/1976;False;False;;;True;;True;W. Schwabe;False;;;True;;Sumatera Barat, Gunung Kerinci, circa 2300 m Höhe;False;;-1.6686575709006781 , 101.26613616943361;;;;False
B;Herbarium Berolinense;B 10 1174058;7;7895457;Balsaminaceae;Impatiens;sp.;;Indonesien;;;;False;West Sumatra;;;False;;;;;19/08/1976 - 19/08/1976;;;;;True;;True;W. Schwabe;;;;True;;Gunung Kerinci, circa 2200-2500 m Höhe;;False;-1.6780707967534119 , 101.2383270263672;;;;
B;Herbarium Berolinense;B 10 1174062;7;7895457;Balsaminaceae;Impatiens;sp.;;Indonesien;False;;;;West Sumatra;;;;;;;;17/06/1956 - 17/06/1956;False;False;W. Meijer;;False;5094;False;;True;WM [W. Meijer];;;;Mt. Sago near Pajakumbuh. Along brooklet in crater of Mt Sago, ca 1000 m. s. m.;False;;-0.3398875328820167 , 100.67871093750001;;;;False
B;Herbarium Berolinense;B 10 1174063;7;7895457;Balsaminaceae;Impatiens;sp.;;Indonesien;False;;;;West Sumatra;;;;;;;;01/01/1927 - 31/12/1927;False;False;H. S. Yates;;False;2453;False;;True;;;True;;Mt. Singgalan at 7500 ft.;False;;-0.44794579978030974 , 100.36113739013673;;;;False
B;Herbarium Berolinense;B 10 1174064;7;7895457;Balsaminaceae;Impatiens;sp.;;Indonesien;False;;;;West Sumatra;;;;;;;;27/05/1939 - 27/05/1939;False;False;M. Burret;;False;276;False;;True;;;True;;Gunung Singgalang bei Fort de Kock, Wald , hfg;False;;-0.3912837610110113 , 100.3313970565796;;;;False
B;Herbarium Berolinense;B 10 1174065;7;7895457;Balsaminaceae;Impatiens;sp.;;Indonesien;False;;;;Bengkulu;;;;;;;;11/05/1939 - 11/05/1939;False;False;M. Burret;;False;249;False;;True;;;True;;Sumatra, bei Tjurup [Curup], östl. Benkulen [Bengkulu];False;;-3.4676178 , 102.5301142;;;;False
B;Herbarium Berolinense;B 10 1174066;7;7895457;Balsaminaceae;Impatiens;sp.;;Indonesien;False;;;;;;;True;;;;;;;True;H. S. Yates;;False;680;False;;True;;;True;;Sumatra (East Coast);False;;;;;;True
B;Herbarium Berolinense;B 10 1174081;7;7895457;Balsaminaceae;Impatiens;sp.;;Philippinen;;;;False;Ifugao;;;False;;;;;01/02/1920 - 29/02/1920;;;M. Ramos, G. Edaño;;;;True;;True;;;True;;Mt. Polis, Bontoc  Sub-Province Luzon;;False;16.97472222222222 , 121.02916666666667;;;;
B;Herbarium Berolinense;B 10 1174080;7;7895457;Balsaminaceae;Impatiens;sp.;;Philippinen;False;;;;Kalinga;;;;;;;;01/02/1920 - 28/02/1920;False;False;M. Ramos, G. Edaño;;False;;True;;True;;;True;;Mt. Masingit, Lubuagan, Sub-Province Luzon;False;;17.45 , 121.15000277777779;;;;False
B;Herbarium Berolinense;B 10 1174079;7;7895457;Balsaminaceae;Impatiens;sp.;;Philippinen;;;;False;Rizal;;;False;;;;;01/02/1923 - 28/02/1923;;;G. Lopez;;;;True;;True;;;True;;Luzon, Mt. Angilog;;False;14.9 , 121.3;;;;False
B;Herbarium Berolinense;B 10 1174050;7;7895457;Balsaminaceae;Impatiens;sp.;;Vietnam;False;;;;;;;True;;;;;01/12/1926 - 31/12/1926;False;False;A. Pételot;;False;3.695;False;;True;;;True;;Tonkin;False;;;;;;True
B;Herbarium Berolinense;B 10 1174049;7;7895457;Balsaminaceae;Impatiens;sp.;;Vietnam;;;;False;Hòa Bình;;;False;;;;;12/12/1926 - 12/12/1926;;;E[leonore]. Colani;;False;3.695;;;True;;;True;;Tonkin, Canton de Ke'Son. Bas fond humide d'un forêt composée restant de Bambou;;False;;;;;True
B;Herbarium Berolinense;B 10 1174048;7;7895457;Balsaminaceae;Impatiens;sp.;;Vietnam;False;;;;Lào Cai;;;;;;;;01/07/1924 - 31/07/1924;False;False;A. Pételot;;False;1660;False;;True;;;True;;Tonkin.;False;;22.3407100052146 , 103.84002685546876;;;;False
B;Herbarium Berolinense;B 10 1174047;7;7895457;Balsaminaceae;Impatiens;sp.;;Vietnam;;;;False;Lào Cai;;;;;;;;01/07/1924 - 31/07/1924;False;False;A. Petelot;;;1660;False;;True;;;True;;Chapa [Sa Pa], Tonkin;False;;22.34 , 103.8438;;;;False
B;Herbarium Berolinense;B 10 1174043;7;7895457;Balsaminaceae;Impatiens;sp.;;Vietnam;;;;False;Lạng Sơn;;;False;;;;;01/10/1924 - 31/10/1924;;;A. Petelot;;;1909;;;True;;;True;;Massif du Mau Son, Tonkin;;False;21.85012237963074 , 106.91576957702638;;;;
B;Herbarium Berolinense;B 10 1174046;7;7895457;Balsaminaceae;Impatiens;sp.;;Vietnam;;;;False;;;;True;;;;;01/12/1926 - 31/12/1926;;;A. Petelot;;;3.696;;;True;;;True;;Tonkin.;;False;;;;;True
B;Herbarium Berolinense;B 10 1174045;7;7895457;Balsaminaceae;Impatiens;sp.;;Vietnam;;;;False;Hòa Bình;;;False;;;;;01/12/1926 - 31/12/1926;;;A. Pételot;;;3.696;;;True;;;True;;Tonkin, Province de Hoo Binh;;False;;;;;True
B;Herbarium Berolinense;B 10 1174044;7;7895457;Balsaminaceae;Impatiens;sp.;;Vietnam;False;;;;Lào Cai;;;False;;;;;01/07/1927 - 31/07/1927;;False;A. Petelot;;False;3.072;False;;True;;;True;;Sentiers dans la foret, Chapa [Sa Pa], Tonkin;;False;22.34 , 103.8438;;;;
B;Herbarium Berolinense;B 10 1174052;7;7895457;Balsaminaceae;Impatiens;sp.;;Vietnam;;;;False;Cao Bằng;;;False;;;;;01/07/1922 - 31/07/1922;;;A. Petelot;;;709;;;True;;;True;;Massif du Pia Ouac. Environs de Nam Kip, Tonkin;;False;22.616666666666667 , 105.85;;;;
B;Herbarium Berolinense;B 10 1174053;7;7895457;Balsaminaceae;Impatiens;sp.;;Vietnam;False;;;;;;;True;;;;;01/07/1932 - 31/07/1932;False;False;A. Pételot;;False;709;False;;True;;;True;;Tonkin;False;;;;;;True
B;Herbarium Berolinense;B 10 1174051;7;7895457;Balsaminaceae;Impatiens;sp.;;Vietnam;False;;;;Sơn La;;;;;;;;01/05/1927 - 31/05/1927;False;False;A. Petelot;;False;3697;False;;True;;;True;;Tonkin, Province de Sonla;False;;;;;;True
B;Herbarium Berolinense;B 10 1174026;7;7895457;Balsaminaceae;Impatiens;sp.;;Sri Lanka;False;;;;;;;True;;;;;;;True;Sarasin;;False;;True;P. Ascherson;False;;;True;;Ceylon;False;;;;;;True
B;Herbarium Berolinense;B 10 1174025;7;7895457;Balsaminaceae;Impatiens;sp.;;Sri Lanka;False;;;;Moneragala;;;;;;;;;;True;Sarasin;;False;;True;P. Ascherson;;;;True;;Bibile - Wewatte, Ceylon;False;;7.282334534414411 , 81.19428564954052;;;;False
B;Herbarium Berolinense;B 10 1174024;7;7895457;Balsaminaceae;Impatiens;sp.;;Sri Lanka;False;;;;Nuwara Eliya;;;;;;;;07/12/1905 - 07/12/1905;False;False;A. Engler;;False;3781;False;;True;;;True;;Ceylon: Hackgalla [Hakgala], Bachrand 5600';False;;6.92818939994118 , 80.82873344421388;;;;False
B;Herbarium Berolinense;B 10 1174019;7;7895457;Balsaminaceae;Impatiens;sp.;;Nepal;;;;False;Gandaki;;;False;;;;;28/08/1976 - 28/08/1976;;;Rebecca G. Troth;;;945;;;True;;;True;;Middle Nepal, south of Annapurna, above Siklis. Herb in very moist, dark Rhododendron arboreum forest. Below lowest study plots, NW of summer huts. ca. 2700 m.;;False;28.116944444444446 , 84.10027777777778;;;;
B;Herbarium Berolinense;B 10 1174016;7;7895457;Balsaminaceae;Impatiens;sp.;;Nepal;;;;False;Bagmati;;;False;;;;;17/10/1979 - 17/10/1979;;;;;True;;True;W. Schwabe;;;;True;;Bagmati/ bei Shermathang;;False;27.945092387024726 , 85.59405326843263;;;;
B;Herbarium Berolinense;B 10 1174015;7;7895457;Balsaminaceae;Impatiens;sp.;;Nepal;False;;;;Bagmati;;;;;;;;01/10/1979 - 31/10/1979;False;False;;;True;;True;W. Schwabe;False;;;True;;bei Chautara;False;;27.777202516463692 , 85.71395874023438;;;;False
B;Herbarium Berolinense;B 10 1174014;7;7895457;Balsaminaceae;Impatiens;sp.;;Nepal;;;;False;Bagmati;;;False;;;;;03/10/1979 - 03/10/1979;;;;;True;;True;W. Schwabe;;;;True;;Sivapuri ?, 2000 m Höhe;;False;27.802942814527288 , 85.3777599334717;;;;
B;Herbarium Berolinense;B 10 1174029;7;7895457;Balsaminaceae;Impatiens;sp.;;Indien;False;;;;Himachal Pradesh;;;;;;;;24/07/1938 - 24/07/1938;False;False;N. L. Bor;;False;;True;;True;;;True;;Nagar [Naggar], Kulu.;False;;32.1132488 , 77.1640042;;;;False
B;Herbarium Berolinense;B 10 1174036;7;7895457;Balsaminaceae;Impatiens;sp.;;Indien;False;;;;Tamil Nadu;;;;;;;;01/01/1831 - 31/12/1837;False;False;Bernhard Schmid;;False;130;False;;True;;;True;;Nilagiri-Gebirge: Utakamund (Ootacamund).;False;;11.4126769 , 76.7030504;;;;False
B;Herbarium Berolinense;B 10 1174030;7;7895457;Balsaminaceae;Impatiens;sp.;;Indien;False;;;;Himachal Pradesh;;;;;;;;24/07/1938 - 24/07/1938;False;False;N. L. Bor;;False;;True;;True;;;True;;Nagar. Kulu.;False;;32.12 , 77.17;;;;False
B;Herbarium Berolinense;B 10 1177531;7;7895457;Balsaminaceae;Impatiens;sp.;;Indien;False;;;;Sikkim;;;;;;;;07/10/1862 - 07/10/1862;False;False;T. Anderson;;False;574;False;;True;;;True;;Yoksum [Yuksom] Alt. 4500 [ft.];False;;27.37100141053197 , 88.22304725646973;;;;False
B;Herbarium Berolinense;B 10 1177528;7;7895457;Balsaminaceae;Impatiens;sp.;;Indien;False;;;;Assam;;;;;;;;;;True;King's Collector;;False;;True;;True;;;True;;Assam;False;;;;;;True
B;Herbarium Berolinense;B 10 1174031;7;7895457;Balsaminaceae;Impatiens;sp.;;Indien;False;;;;Himachal Pradesh;;;;;;;;01/07/1938 - 01/07/1938;False;False;N. L. Bor;;False;12090;False;;True;;;True;;Rotang. 11-13000'. Lahaul.;False;;32.085414938795495 , 78.39697837829591;;;;False
B;Herbarium Berolinense;B 10 1177527;7;7895457;Balsaminaceae;Impatiens;sp.;;Indien;False;;;;Meghalaya;;;;;;;;;;True;J. D. H. & T. T. [J. D. Hooker & T. Thomson];;False;57;False;Hook fil. & Thomson,A. Engler;False;;;True;;Khasia. Regio temp. Alt. 6000 ped;False;;;;;;True
B;Herbarium Berolinense;B 10 1174032;7;7895457;Balsaminaceae;Impatiens;sp.;;Indien;False;;;;Himachal Pradesh;;;;;;;;28/06/1938 - 28/06/1938;False;False;N. L. Bor;;False;11820;False;;True;;;True;;Manali. 6600' Lahaul. A balsam in the plantation.;False;;32.25916360842655 , 77.17989921569826;;;;False
B;Herbarium Berolinense;B 10 1177533;7;7895457;Balsaminaceae;Impatiens;sp.;;Indien;;;;False;Sikkim;;;False;;;;;03/10/1862 - 03/10/1862;;;T. Anderson;;;569;;;True;J. D. H. [Joseph Dalton Hooker];;;;Gassing to Ratonq River 7-2500 Alt.;False;;;;;;True
B;Herbarium Berolinense;B 10 1174033;7;7895457;Balsaminaceae;Impatiens;sp.;;Indien;;;;False;Himachal Pradesh;;;False;;;;;21/07/1938 - 21/07/1938;;;N. L. Bor;;;16896;;;True;;;True;;Rotang. 11000'. Lahaul.;;False;32.366837510748006 , 77.24358558654787;;;;
B;Herbarium Berolinense;B 10 1177532;7;7895457;Balsaminaceae;Impatiens;sp.;;Indien;False;;;;Sikkim;;;;;;;;01/07/1862 - 31/07/1862;False;False;T. Anderson;;False;567;False;;True;;;True;;Sinchul Alt. 8000´;True;;26.993869089455167 , 88.26411724090578;;;;False
B;Herbarium Berolinense;B 10 1174028;7;7895457;Balsaminaceae;Impatiens;sp.;;Indien;;;;False;Himachal Pradesh;;;False;;;;;19/07/1937 - 19/07/1937;;;N. L. Bor;;;9496;;;True;;;True;;Koksar. 11000'. Lahaul. Growing in shade of rocks.;;False;32.41516 , 77.23389;;;;
B;Herbarium Berolinense;B 10 1177530;7;7895457;Balsaminaceae;Impatiens;sp.;;Indien;False;;;;Sikkim;;;;;;;;03/08/1862 - 03/08/1862;False;False;T. Anderson;;False;568;False;;True;J. D. H. [Joseph Dalton Hooker];;False;;Tongloo Alt. 8-10000;False;;27.03 , 88.09;;;;False
B;Herbarium Berolinense;B 10 1174034;7;7895457;Balsaminaceae;Impatiens;sp.;;Indien;False;;;;Himachal Pradesh;;;;;;;;05/07/1938 - 05/07/1938;False;False;N. L. Bor;;False;12500;False;;True;;;True;;Sissu. 10100! Lahaul.;False;;32.46777129405577 , 77.13269233703613;;;;False
B;Herbarium Berolinense;B 10 1174027;7;7895457;Balsaminaceae;Impatiens;sp.;;Indien;False;;;;Tamil Nadu;;;;;;;;;;True;Perrotet;;False;170;False;;True;;;True;;Nilgerries;False;;;;;;True
B;Herbarium Berolinense;B 10 1174023;7;7895457;Balsaminaceae;Impatiens;sp.;;Indien;False;;;;Punjab;;;;;;;;05/06/1928 - 05/06/1928;False;False;R. N. Parker;;False;2955;False;;True;;;True;;Bashar State, Simla Distrct. Dry deodar forest near Boktu, Elevation 2700 m.;False;;31.577975140440472 , 78.27089309692384;;;;False
B;Herbarium Berolinense;B 10 1174037;7;7895457;Balsaminaceae;Impatiens;sp.;;Indien;;;;False;Tamil Nadu;;;False;;;;;01/01/1914 - 31/12/1914;;;A. Saulière;;;36;;;True;;;True;;Pulney Hills, Madura District, Presidency of Madras, Kodaikanal Station;;False;10.237982 , 77.488718;;;;
B;Herbarium Berolinense;B 10 1174038;7;7895457;Balsaminaceae;Impatiens;sp.;;Indien;False;;;;Tamil Nadu;;;;;;;;01/01/1914 - 31/12/1914;False;False;A. Saulière;;False;35;False;;True;;;True;;Pulney Hills, Madura District, Presidency of Madras, Kodaikanal Station;False;;10.238052790044332 , 77.48840745320013;;;;False
B;Herbarium Berolinense;B 10 1174039;7;7895457;Balsaminaceae;Impatiens;sp.;;Indien;False;;;;Tamil Nadu;;;;;;;;01/10/1834 - 31/10/1834;False;False;B. Schmid;;False;;True;Karl Koch;False;;;True;;Vorder-Indien: S. Madras, Mayavaram;False;;11.1018614 , 79.6503162;;;;False
B;Herbarium Berolinense;B 10 1177606;7;7895457;Balsaminaceae;Impatiens;sp.;;Tansania;;;;False;Morogoro;;;False;;;;;29/03/1953 - 29/03/1953;;;R. B. Drummond and J. H. Hemsley;;;1866;;;True;;;True;;Tanganyika: NW slope of Mkobwe, Nguru Mts., nr. Turiani, c. 1250 m. Field layer of upland rain forest.;;False;-6.126916288440923 , 37.54892349417788;;;;False
B;Herbarium Berolinense;B 10 1177607;7;7895457;Balsaminaceae;Impatiens;sp.;;Tansania;False;;;;Morogoro;;;;;;;;29/03/1953 - 29/03/1953;False;False;R. B. Drummond and J. H. Hemsley;;False;1911;False;;True;;;True;;Tanganyika: Saddle to NW. of Mkobwe, Nguru Mts. near Turiani, c. 1600 m. Field layer of upland rain forest.;False;;-6.142429875361558 , 37.53015518188477;;;;False
B;Herbarium Berolinense;B 10 1177603;7;7895457;Balsaminaceae;Impatiens;sp.;;Tansania;;;;False;Morogoro;;;False;;;;;02/04/1953 - 02/04/1953;;;R. B. Drummond and J. H. Hemsley;;;1995;;;True;;;True;;Tanganyika: Mountain side above Manyangu forest, N of Liwale River, N. Ngurus, 900 m. Damp rocks at foot of a cliff.;;False;-6.0 , 37.48;;;;
B;Herbarium Berolinense;B 10 1177619;7;7895457;Balsaminaceae;Impatiens;sp.;;Tansania;;;;False;Morogoro;;;False;;;;;21/10/1913 - 21/10/1913;;;W. von Brehmer;;;466;;;True;;;True;;D Ost. Afr.,  Morogoro, Ulugurugeb. Lugwangulu im Bambuswald Höhe ü. d. M.: 1700 m;;False;-7.07140329274607 , 37.58422851562501;;;;False
B;Herbarium Berolinense;B 10 1177618;7;7895457;Balsaminaceae;Impatiens;sp.;;Tansania;False;;;;Morogoro;;;;;;;;14/10/1913 - 14/10/1913;False;False;W. von Brehmer;;False;881;False;;True;;;True;;D. Ost. Afr., Uluguruberge, Wkambaku, Sphagnum & Grasvegetativ & Granitkegels, dicht bei  Nebelwaldgrenze. Höhe ü. d. M.: 2400 m.;True;False;-7.160955566021597 , 37.665166854858406;;;;False
B;Herbarium Berolinense;B 10 1177617;7;7895457;Balsaminaceae;Impatiens;sp.;;Tansania;False;;;;Morogoro;;;;;;;;26/10/1913 - 26/10/1913;False;False;W. von Brehmer;;False;674;False;;True;;;True;;D. Ost. Afr. bei Morogoro Uluguru geb. im oberen dichten Regenwald. Höhe ü. d. M.: 800 m;False;;-6.8551332893462655 , 37.68001556396485;;;;False
B;Herbarium Berolinense;B 10 1177616;7;7895457;Balsaminaceae;Impatiens;sp.;;Tansania;;;;False;Morogoro;;;False;;;;;20/10/1913 - 20/10/1913;;;W. von Brehmer;;;459;;;True;;;True;;D. Ost Afr. Morogoro. Ulugurugeb Lugogo, in Resten des unteren Regenwaldes  Höhe ü.d.M. 1100 m;;False;-6.839680653035114 , 37.71014213562012;;;;
B;Herbarium Berolinense;B 10 1177615;7;7895457;Balsaminaceae;Impatiens;sp.;;Tansania;;;;False;Morogoro;;;False;;;;;20/10/1913 - 20/10/1913;;;W. von Brehmer;;;448;;;True;;;True;;D. Ost Afr., Uluguru Geb. Fisigo Tal, im Back...? zwischen Felsblöcken auf Sand, Höhe ü. d. M.: 1280 m;True;False;-7.091232198145964 , 37.68338971723313;;;;
B;Herbarium Berolinense;B 10 1177614;7;7895457;Balsaminaceae;Impatiens;sp.;;Tansania;;;;False;Morogoro;;;False;;;;;21/10/1913 - 21/10/1913;;;W. von Brehmer;;;275;;;True;;;True;;Deutsch- Ostafrika: Ulugurugeb. Schikupilu Berg 1850 m im Bambuswald.;;False;;;;;True
B;Herbarium Berolinense;B 10 1177613;7;7895457;Balsaminaceae;Impatiens;sp.;;Tansania;;;;False;Morogoro;;;False;;;;;15/10/1913 - 15/10/1913;;;W. von Brehmer;;;329;;;True;;;True;;D-Ost Afr., Morogoro, Ulugurugebirge, Mkambaku im Regenwald, Höhe ü. d. M. 1900 m;;False;-7.0911732166645995 , 37.620964050292976;;;;False
B;Herbarium Berolinense;B 10 1177612;7;7895457;Balsaminaceae;Impatiens;sp.;;Tansania;False;;;;Morogoro;;;;;;;;26/10/1913 - 26/10/1913;False;False;W. von Brehmer;;False;462;False;;True;;;True;;Morogoro D. Ost Afr., Uluguru Geb. Emin ? bei Morogoro, Höhe ü. d-. M.: 800 m, im Regenwald;True;;-6.84487932857145 , 37.691431045532234;;;;
B;Herbarium Berolinense;B 10 1177611;7;7895457;Balsaminaceae;Impatiens;sp.;;Tansania;;;;False;Morogoro;;;False;;;;;21/10/1913 - 21/10/1913;;;W. von Brehmer;;;462;;;True;;;True;;D-Ost Afr. Ulugurugeb. Lugwangulu im Oberen Regenwalde d. Lugwangulu Höhe ü. d. M. 1600 m;False;;-7.0958248848073415 , 37.59006500244141;;;;
B;Herbarium Berolinense;B 10 1177610;7;7895457;Balsaminaceae;Impatiens;sp.;;Tansania;False;;;;Morogoro;;;;;;;;26/10/1913 - 26/10/1913;False;False;W. von Brehmer;;False;401;False;;True;;;True;;D. Ost Afr., Morogoro, Uluguru Gebirge, ?? bei Morogoro, in dichtem Regenwald. Höhe ü. d. M.: 800 m;False;;-6.825491629383659 , 37.747607231140144;;;;
B;Herbarium Berolinense;B 10 1177609;7;7895457;Balsaminaceae;Impatiens;sp.;;Tansania;;;;False;Morogoro;;;False;;;;;26/10/1913 - 26/10/1913;;;W. von Brehmer;;;642;;;True;;;True;;D. Ost. Afr. Emin Schamba b. Morogoro, oberer Regenwald an schattigen, freieren Stellen, Höhe ü. d. M.: 800 m;;False;-6.825 , 37.748;;;;
B;Herbarium Berolinense;B 10 1177608;7;7895457;Balsaminaceae;Impatiens;sp.;;Tansania;;;;False;Morogoro;;;False;;;;;26/10/1913 - 26/10/1913;;;W. von Brehmer;;;676;;;True;;;True;;D-Ost-Afr. Ulugurugeb. b. Morogoro, im dichten oberen Regenwald. Höhe ü. d. M. 800 m;;False;-6.828687458085578 , 37.745547294616706;;;;
B;Herbarium Berolinense;B 10 1177564;7;7895457;Balsaminaceae;Impatiens;sp.;;Tansania;;;;False;Iringa;;;False;;;;;19/03/1934 - 19/03/1934;;;C. Troll;;;5545;;;True;;;True;;Mufindi  1900 m  Nebelwald;;False;-8.590950862610821 , 35.30169010162354;;;;
B;Herbarium Berolinense;B 10 1177550;7;7895457;Balsaminaceae;Impatiens;sp.;;Tansania;;;;False;Iringa;;;False;;;;;;;True;Magdalene Prince;;;;True;;True;;;True;;D-O.-Afr. Hochplateau von Uhehe, bei Jringa;;False;-7.853731510957677 , 35.85388183593751;;;;
B;Herbarium Berolinense;B 10 1177576;7;7895457;Balsaminaceae;Impatiens;sp.;;Tansania;False;;;;Njombe;;;;;;;;18/02/1931 - 18/02/1931;False;False;H. J. Schlieben;;False;194;False;;True;G. M. Schulze;;False;;Deutsch Ost Afrika (Tanganjika Terr.) Lupembe Bez. Iringa, Buschlandschaft Piagiro, Gy. Fringa, Bachrand;True;;-9.263754548563261 , 35.243713138802164;;;;False
B;Herbarium Berolinense;B 10 1177577;7;7895457;Balsaminaceae;Impatiens;sp.;;Tansania;;;;False;Iringa;;;;;;;;01/03/1931 - 01/03/1931;False;False;H. J. Schlieben;;False;299;False;;True;G. M. Schulze;;False;;Deutsch Ost Afrika [sic!] (Tanganjika Terr.) Lupembe Bez. Iringa Ngololo Bachrand;False;;-8.78 , 34.95;;;;False
B;Herbarium Berolinense;B 10 1177548;7;7895457;Balsaminaceae;Impatiens;sp.;;Tansania;False;;;;Iringa;;;;;;;;08/03/1934 - 08/03/1934;False;False;C. Troll;;False;5263;False;;True;;;True;;Dabaga, 1800 m. Pflanzung Preusser, Ried-Wiesen-Sumpf;False;;-8.105845 , 35.902408;;;;False
B;Herbarium Berolinense;B 10 1177573;7;7895457;Balsaminaceae;Impatiens;sp.;;Tansania;False;;;;Iringa;;;;;;;;24/04/1931 - 24/04/1931;False;False;H. J. Schlieben;;False;714;False;;True;G. M. Schulze;;False;;Deutsch Ost Afrika (Tanganjika Terr.), Ngololo, Lupembe Bez. Iringa, Busch, Bachrand;False;;-8.7833 , 34.95;;;;False
B;Herbarium Berolinense;B 10 1177574;7;7895457;Balsaminaceae;Impatiens;sp.;;Tansania;False;;;;Njombe;;;False;;;;;01/04/1931 - 30/04/1931;False;False;H. J. Schlieben;;False;714;False;;True;;;True;;Tanganjika Terr. Stromgebiet de oberen Ruhudje, Landschaft Lupembe, nördlich des Flusses.;False;;;;;;True
